0,-,-,False,False,False,False,False,-,False,False,False,False
1,-,-,False,False,False,False,False,-,False,False,False,False
2,-,-,False,False,False,False,False,-,False,False,False,False
3,-,-,False,False,False,False,False,-,False,False,False,False
4,-,-,False,False,False,False,False,-,False,False,False,False
5,-,-,False,False,False,False,False,-,False,False,False,False
6,-,-,False,False,False,False,False,-,False,False,False,False
7,-,-,False,False,False,False,False,-,False,False,False,False
8,-,-,False,False,False,False,False,-,False,False,False,False
9,-,-,False,False,False,False,False,-,False,False,False,False
10,-,-,False,False,False,True,False,-,False,False,False,False
11,-,-,False,False,False,True,False,-,False,False,False,False
12,-,-,True,False,False,True,False,-,False,False,False,False
13,-,-,True,False,False,True,False,-,False,False,False,False
14,-,-,True,False,False,True,False,-,False,False,False,False
15,-,-,True,False,False,True,False,-,False,False,False,False
16,-,-,True,False,False,True,False,-,False,False,False,False
17,-,-,True,False,False,True,False,-,False,False,False,False
18,-,-,True,False,False,False,False,-,False,False,False,False
19,-,-,True,False,False,False,False,-,False,False,False,False
20,-,-,True,False,False,False,False,-,False,False,False,False
21,-,-,True,False,False,False,False,-,False,False,False,False
22,-,-,False,False,False,False,False,-,False,True,False,False
23,-,-,False,False,False,False,False,-,False,True,False,False
24,-,-,False,False,False,False,False,-,False,True,False,False
25,-,-,False,False,False,False,False,-,False,True,False,False
26,-,-,False,False,False,False,False,-,False,True,False,False
27,-,-,False,False,False,False,False,-,False,True,False,False
28,-,-,False,False,False,False,False,-,False,False,False,False
29,-,-,False,False,False,False,False,-,False,False,False,False
30,-,-,False,False,False,False,False,-,False,False,False,False
31,-,-,False,False,False,False,False,-,False,False,False,False
32,-,-,False,False,False,False,False,-,False,False,False,False
33,-,-,False,False,False,False,False,-,False,False,False,False
34,-,-,False,False,False,False,False,-,True,False,False,False
35,-,-,False,False,False,False,False,-,True,False,False,False
36,-,-,False,False,False,False,False,-,True,False,True,False
37,-,-,False,False,False,False,False,-,True,False,False,False
38,-,-,False,False,False,False,False,-,True,False,True,False
39,-,-,False,False,False,False,False,-,True,False,True,False
40,-,-,False,False,False,False,False,-,False,False,False,False
41,-,-,False,False,False,False,False,-,True,False,True,False
42,-,-,False,False,False,False,False,-,False,False,True,False
43,-,-,False,False,False,False,False,-,False,False,True,False
44,-,-,False,False,True,False,False,-,False,False,False,False
45,-,-,False,False,False,False,False,-,False,False,True,False
46,-,-,False,False,True,False,False,-,False,False,True,False
47,-,-,False,False,False,False,False,-,False,False,True,False
48,-,-,False,True,True,False,False,-,False,False,False,False
49,-,-,False,True,True,False,False,-,False,False,True,False
50,-,-,False,True,False,False,False,-,False,False,True,False
51,-,-,False,False,False,False,False,-,False,False,True,False
52,-,-,False,True,True,False,False,-,False,False,False,False
53,-,-,False,True,True,False,False,-,False,False,True,False
54,-,-,False,True,False,False,False,-,False,False,False,False
55,-,-,False,True,False,False,False,-,False,False,True,False
56,-,-,False,True,True,False,False,-,False,False,False,False
57,-,-,False,True,True,False,False,-,False,False,True,False
58,-,-,False,True,True,False,False,-,False,False,False,False
59,-,-,False,True,True,False,False,-,False,False,False,False
60,-,-,False,True,True,False,False,-,False,False,False,False
61,-,-,False,True,True,False,False,-,False,False,False,False
62,-,-,False,False,True,False,False,-,False,False,False,False
63,-,-,False,True,True,False,False,-,False,False,False,False
64,-,-,False,False,True,False,True,-,False,False,False,False
65,-,-,False,True,True,False,False,-,False,False,False,False
66,-,-,False,True,True,False,False,-,False,False,False,False
67,-,-,False,True,True,False,False,-,False,False,False,False
68,-,-,False,True,True,False,False,-,False,False,False,False
69,-,-,False,True,True,False,False,-,False,False,False,False
70,-,-,False,False,True,False,False,-,False,False,False,False
71,-,-,False,True,True,False,False,-,False,False,False,False
72,-,-,False,True,True,False,False,-,False,False,False,False
73,-,-,False,True,True,False,False,-,False,False,False,False
74,-,-,False,False,True,False,True,-,False,False,False,False
75,-,-,False,True,True,False,False,-,False,False,False,False
76,-,-,False,False,True,False,True,-,False,False,False,False
77,-,-,False,True,True,False,False,-,False,False,False,False
78,-,-,False,True,True,False,False,-,False,False,False,False
79,-,-,False,True,True,False,False,-,False,False,False,False
80,-,-,False,False,True,False,False,-,False,False,False,False
81,-,-,False,True,True,False,False,-,False,False,False,False
82,-,-,False,False,True,False,False,-,False,False,False,False
83,-,-,False,True,True,False,False,-,False,False,False,False
84,-,-,False,True,True,False,False,-,False,False,False,False
85,-,-,False,True,True,False,False,-,False,False,False,False
86,-,-,False,False,True,False,True,-,False,False,False,False
87,-,-,False,True,True,False,False,-,False,False,False,False
88,-,-,False,False,True,False,True,-,False,False,False,False
89,-,-,False,True,True,False,False,-,False,False,False,False
90,-,-,False,False,True,False,True,-,False,False,False,False
91,-,-,False,True,True,False,False,-,False,False,False,False
92,-,-,False,False,True,False,False,-,False,False,False,False
93,-,-,False,True,True,False,False,-,False,False,False,False
