0,False,False,-,False,False,-,False,False,-,-,-,False
1,False,False,-,False,False,-,False,False,-,-,-,False
2,False,False,-,False,False,-,False,False,-,-,-,False
3,False,False,-,False,False,-,False,False,-,-,-,False
4,False,False,-,False,False,-,False,False,-,-,-,False
5,False,False,-,False,False,-,False,False,-,-,-,False
6,False,False,-,False,False,-,False,False,-,-,-,False
7,False,False,-,False,False,-,False,False,-,-,-,False
8,False,False,-,False,False,-,False,False,-,-,-,False
9,False,False,-,False,False,-,False,False,-,-,-,False
10,False,False,-,False,False,-,False,False,-,-,-,False
11,False,False,-,False,False,-,False,False,-,-,-,False
12,False,False,-,False,False,-,False,False,-,-,-,False
13,False,False,-,False,False,-,False,False,-,-,-,False
14,False,False,-,False,False,-,False,False,-,-,-,False
15,False,False,-,False,False,-,False,False,-,-,-,False
16,False,True,-,False,False,-,False,False,-,-,-,False
17,False,True,-,False,False,-,False,False,-,-,-,False
18,True,True,-,False,False,-,False,False,-,-,-,False
19,True,True,-,False,False,-,False,False,-,-,-,False
20,True,True,-,False,False,-,False,False,-,-,-,False
21,True,True,-,False,False,-,False,False,-,-,-,False
22,True,True,-,False,False,-,False,False,-,-,-,False
23,True,True,-,False,False,-,False,False,-,-,-,False
24,True,True,-,False,False,-,False,False,-,-,-,False
25,True,False,-,False,False,-,False,False,-,-,-,False
26,False,False,-,False,False,-,False,False,-,-,-,False
27,False,False,-,False,False,-,False,False,-,-,-,False
28,False,False,-,False,False,-,False,False,-,-,-,False
29,False,False,-,False,False,-,False,False,-,-,-,False
30,False,False,-,False,False,-,False,False,-,-,-,False
31,False,False,-,False,False,-,False,False,-,-,-,False
32,False,False,-,False,False,-,False,False,-,-,-,False
33,False,False,-,False,False,-,False,False,-,-,-,False
34,False,False,-,False,False,-,False,False,-,-,-,False
35,False,False,-,False,False,-,False,False,-,-,-,False
36,False,False,-,False,False,-,False,False,-,-,-,False
37,False,False,-,False,False,-,False,False,-,-,-,False
38,False,False,-,False,True,-,False,False,-,-,-,False
39,False,False,-,False,False,-,False,False,-,-,-,False
40,False,False,-,False,True,-,False,False,-,-,-,False
41,False,False,-,False,False,-,False,False,-,-,-,False
42,False,False,-,False,True,-,False,False,-,-,-,False
43,False,False,-,False,False,-,False,False,-,-,-,False
44,False,False,-,False,True,-,False,False,-,-,-,False
45,False,False,-,False,True,-,False,False,-,-,-,False
46,False,False,-,False,True,-,False,False,-,-,-,False
47,False,False,-,False,True,-,False,False,-,-,-,False
48,False,False,-,False,True,-,True,False,-,-,-,False
49,False,False,-,False,True,-,True,False,-,-,-,False
50,False,False,-,True,True,-,False,False,-,-,-,False
51,False,False,-,False,True,-,False,False,-,-,-,False
52,False,False,-,False,True,-,False,False,-,-,-,False
53,False,False,-,False,True,-,False,False,-,-,-,False
54,False,False,-,True,False,-,False,False,-,-,-,False
55,False,False,-,False,True,-,False,False,-,-,-,False
56,False,False,-,True,False,-,False,False,-,-,-,False
57,False,False,-,False,True,-,False,False,-,-,-,False
58,False,False,-,True,False,-,False,False,-,-,-,False
59,False,False,-,False,True,-,False,False,-,-,-,False
60,False,False,-,True,False,-,False,False,-,-,-,False
61,False,False,-,True,True,-,False,False,-,-,-,False
62,False,False,-,True,False,-,False,False,-,-,-,False
63,False,False,-,True,True,-,False,False,-,-,-,False
64,False,False,-,False,True,-,False,False,-,-,-,False
65,False,False,-,False,True,-,False,False,-,-,-,False
66,False,False,-,True,False,-,False,True,-,-,-,False
67,False,False,-,False,False,-,False,False,-,-,-,False
68,False,False,-,True,False,-,False,True,-,-,-,False
69,False,False,-,False,False,-,False,False,-,-,-,False
70,False,False,-,False,False,-,False,True,-,-,-,False
71,False,False,-,True,False,-,False,True,-,-,-,False
72,False,False,-,False,True,-,False,True,-,-,-,False
73,False,False,-,False,True,-,False,True,-,-,-,False
74,False,False,-,True,True,-,False,True,-,-,-,False
75,False,False,-,False,True,-,False,True,-,-,-,False
76,False,False,-,True,True,-,False,True,-,-,-,False
77,False,False,-,False,True,-,False,True,-,-,-,False
78,False,False,-,False,True,-,False,True,-,-,-,False
79,False,False,-,False,False,-,False,True,-,-,-,False
80,False,False,-,False,True,-,False,True,-,-,-,False
81,False,False,-,False,True,-,False,True,-,-,-,False
82,False,False,-,False,True,-,False,True,-,-,-,False
83,False,False,-,False,True,-,False,True,-,-,-,False
84,False,False,-,True,False,-,False,True,-,-,-,False
85,False,False,-,False,True,-,False,True,-,-,-,False
86,False,False,-,True,False,-,False,True,-,-,-,False
87,False,False,-,False,True,-,False,True,-,-,-,False
88,False,False,-,False,False,-,False,True,-,-,-,False
89,False,False,-,False,True,-,False,True,-,-,-,False
90,False,False,-,False,True,-,False,True,-,-,-,False
91,False,False,-,False,True,-,False,True,-,-,-,False
92,False,False,-,True,False,-,False,True,-,-,-,False
93,False,False,-,False,True,-,False,True,-,-,-,False
94,False,False,-,False,True,-,False,True,-,-,-,False
95,False,False,-,False,True,-,False,True,-,-,-,False
96,False,False,-,False,True,-,False,True,-,-,-,False
97,False,False,-,False,True,-,False,True,-,-,-,False
98,False,False,-,True,False,-,False,True,-,-,-,False
99,False,False,-,False,True,-,False,True,-,-,-,False
100,False,False,-,False,True,-,False,True,-,-,-,False
101,False,False,-,False,True,-,False,True,-,-,-,False
102,False,False,-,False,True,-,False,True,-,-,-,False
103,False,False,-,False,True,-,False,True,-,-,-,False
104,False,False,-,False,True,-,False,True,-,-,-,False
105,False,False,-,False,True,-,False,True,-,-,-,False
106,False,False,-,False,True,-,False,True,-,-,-,False
107,False,False,-,False,True,-,False,True,-,-,-,False
108,False,False,-,False,True,-,False,True,-,-,-,False
109,False,False,-,False,True,-,False,True,-,-,-,False
110,False,False,-,False,True,-,False,True,-,-,-,False
111,False,False,-,False,True,-,False,False,-,-,-,False
112,False,False,-,False,True,-,False,True,-,-,-,False
113,False,False,-,False,True,-,False,True,-,-,-,False
114,False,False,-,False,True,-,False,True,-,-,-,False
115,False,False,-,False,True,-,False,True,-,-,-,False
116,False,False,-,False,True,-,False,True,-,-,-,False
117,False,False,-,False,True,-,False,True,-,-,-,False
118,False,False,-,False,False,-,False,True,-,-,-,False
119,False,False,-,False,True,-,False,True,-,-,-,False
120,False,False,-,False,True,-,False,True,-,-,-,False
121,False,False,-,False,True,-,False,True,-,-,-,False
122,False,False,-,True,False,-,False,True,-,-,-,False
123,False,False,-,False,True,-,False,True,-,-,-,False
124,False,False,-,True,True,-,False,True,-,-,-,False
125,False,False,-,False,True,-,False,True,-,-,-,False
126,False,False,-,True,False,-,False,True,-,-,-,False
127,False,False,-,False,True,-,False,True,-,-,-,False
128,False,False,-,True,False,-,False,True,-,-,-,False
129,False,False,-,False,True,-,False,True,-,-,-,False
130,False,False,-,True,False,-,False,True,-,-,-,False
131,False,False,-,False,True,-,False,True,-,-,-,False
132,False,False,-,False,True,-,False,True,-,-,-,False
133,False,False,-,False,True,-,False,True,-,-,-,False
134,False,False,-,False,True,-,False,True,-,-,-,False
135,False,False,-,False,True,-,False,True,-,-,-,False
136,False,False,-,True,True,-,False,True,-,-,-,False
137,False,False,-,False,True,-,False,True,-,-,-,False
138,False,False,-,False,True,-,False,True,-,-,-,False
139,False,False,-,False,True,-,False,True,-,-,-,False
140,False,False,-,True,True,-,False,True,-,-,-,False
141,False,False,-,False,True,-,False,True,-,-,-,False
