0,False,False,False,-,-,-,False,-,False,-,False,-
1,False,False,False,-,-,-,False,-,False,-,False,-
2,False,False,False,-,-,-,False,-,False,-,False,-
3,False,False,False,-,-,-,False,-,False,-,False,-
4,False,False,False,-,-,-,False,-,False,-,False,-
5,False,False,False,-,-,-,False,-,False,-,False,-
6,False,False,False,-,-,-,False,-,False,-,False,-
7,False,False,False,-,-,-,False,-,False,-,False,-
8,False,False,False,-,-,-,False,-,False,-,False,-
9,False,False,False,-,-,-,False,-,False,-,False,-
10,False,False,False,-,-,-,False,-,False,-,False,-
11,False,False,False,-,-,-,False,-,False,-,False,-
12,False,False,False,-,-,-,False,-,False,-,False,-
13,False,False,False,-,-,-,False,-,False,-,False,-
14,False,False,False,-,-,-,False,-,False,-,False,-
15,False,False,False,-,-,-,False,-,False,-,False,-
16,False,False,True,-,-,-,False,-,False,-,False,-
17,False,False,True,-,-,-,False,-,False,-,False,-
18,False,True,True,-,-,-,False,-,False,-,False,-
19,False,True,True,-,-,-,False,-,False,-,False,-
20,False,True,True,-,-,-,False,-,False,-,False,-
21,False,True,True,-,-,-,False,-,False,-,False,-
22,False,True,True,-,-,-,False,-,False,-,False,-
23,False,True,True,-,-,-,False,-,False,-,False,-
24,False,True,True,-,-,-,False,-,False,-,False,-
25,False,True,True,-,-,-,False,-,False,-,False,-
26,True,True,True,-,-,-,False,-,False,-,False,-
27,True,True,True,-,-,-,False,-,False,-,False,-
28,True,True,True,-,-,-,False,-,False,-,False,-
29,True,True,True,-,-,-,False,-,False,-,False,-
30,True,True,True,-,-,-,False,-,False,-,False,-
31,True,True,True,-,-,-,False,-,False,-,False,-
32,True,True,False,-,-,-,False,-,False,-,False,-
33,True,True,False,-,-,-,False,-,False,-,False,-
34,True,True,False,-,-,-,False,-,False,-,False,-
35,True,True,False,-,-,-,False,-,False,-,False,-
36,True,False,False,-,-,-,False,-,False,-,False,-
37,True,True,False,-,-,-,False,-,False,-,False,-
38,True,True,False,-,-,-,False,-,False,-,False,-
39,True,True,False,-,-,-,False,-,False,-,False,-
40,True,False,False,-,-,-,False,-,False,-,False,-
41,True,False,False,-,-,-,False,-,False,-,False,-
42,True,False,False,-,-,-,False,-,False,-,True,-
43,True,False,False,-,-,-,False,-,False,-,True,-
44,True,False,False,-,-,-,False,-,True,-,True,-
45,True,False,False,-,-,-,False,-,True,-,True,-
46,True,True,False,-,-,-,False,-,True,-,True,-
47,True,True,False,-,-,-,False,-,True,-,True,-
48,True,True,False,-,-,-,True,-,True,-,True,-
49,False,True,False,-,-,-,True,-,True,-,True,-
50,True,True,False,-,-,-,False,-,True,-,True,-
51,True,True,False,-,-,-,False,-,True,-,True,-
52,True,True,False,-,-,-,False,-,True,-,True,-
53,True,True,False,-,-,-,False,-,True,-,True,-
54,True,True,False,-,-,-,False,-,True,-,True,-
55,True,True,False,-,-,-,False,-,True,-,True,-
56,True,True,True,-,-,-,True,-,True,-,False,-
57,True,True,True,-,-,-,True,-,True,-,True,-
58,True,True,True,-,-,-,True,-,True,-,False,-
59,True,True,True,-,-,-,True,-,True,-,True,-
60,True,True,True,-,-,-,True,-,True,-,True,-
61,True,True,True,-,-,-,True,-,True,-,True,-
62,True,True,True,-,-,-,True,-,True,-,True,-
63,True,True,True,-,-,-,True,-,True,-,True,-
64,True,True,True,-,-,-,False,-,False,-,True,-
65,True,True,True,-,-,-,True,-,True,-,True,-
66,True,True,True,-,-,-,True,-,False,-,True,-
67,True,True,True,-,-,-,True,-,False,-,True,-
68,True,True,True,-,-,-,True,-,True,-,True,-
69,True,True,True,-,-,-,True,-,False,-,True,-
70,True,True,True,-,-,-,True,-,True,-,True,-
71,True,True,True,-,-,-,True,-,False,-,True,-
72,True,True,True,-,-,-,False,-,False,-,True,-
73,True,True,True,-,-,-,True,-,False,-,True,-
74,True,True,True,-,-,-,False,-,False,-,True,-
75,True,True,True,-,-,-,True,-,False,-,True,-
76,True,True,True,-,-,-,True,-,True,-,True,-
77,True,True,True,-,-,-,True,-,True,-,True,-
78,True,True,True,-,-,-,True,-,False,-,True,-
79,True,True,True,-,-,-,True,-,True,-,True,-
80,True,True,True,-,-,-,True,-,False,-,True,-
