0,False,False,-,-,-,False,-,-,-,-,-,-
1,False,False,-,-,-,False,-,-,-,-,-,-
2,False,False,-,-,-,False,-,-,-,-,-,-
3,False,False,-,-,-,False,-,-,-,-,-,-
4,False,False,-,-,-,False,-,-,-,-,-,-
5,False,False,-,-,-,False,-,-,-,-,-,-
6,False,False,-,-,-,False,-,-,-,-,-,-
7,False,False,-,-,-,False,-,-,-,-,-,-
8,False,False,-,-,-,False,-,-,-,-,-,-
9,False,False,-,-,-,False,-,-,-,-,-,-
10,False,False,-,-,-,False,-,-,-,-,-,-
11,False,False,-,-,-,False,-,-,-,-,-,-
12,False,False,-,-,-,False,-,-,-,-,-,-
13,False,False,-,-,-,False,-,-,-,-,-,-
14,False,False,-,-,-,False,-,-,-,-,-,-
15,False,False,-,-,-,False,-,-,-,-,-,-
16,False,True,-,-,-,False,-,-,-,-,-,-
17,False,True,-,-,-,False,-,-,-,-,-,-
18,False,True,-,-,-,False,-,-,-,-,-,-
19,False,True,-,-,-,False,-,-,-,-,-,-
20,False,True,-,-,-,False,-,-,-,-,-,-
21,False,True,-,-,-,True,-,-,-,-,-,-
22,False,True,-,-,-,True,-,-,-,-,-,-
23,False,True,-,-,-,True,-,-,-,-,-,-
24,False,True,-,-,-,True,-,-,-,-,-,-
25,False,True,-,-,-,True,-,-,-,-,-,-
26,False,True,-,-,-,True,-,-,-,-,-,-
27,False,True,-,-,-,True,-,-,-,-,-,-
28,False,True,-,-,-,True,-,-,-,-,-,-
29,False,True,-,-,-,True,-,-,-,-,-,-
30,False,True,-,-,-,True,-,-,-,-,-,-
31,False,True,-,-,-,True,-,-,-,-,-,-
32,False,True,-,-,-,True,-,-,-,-,-,-
33,False,True,-,-,-,True,-,-,-,-,-,-
34,False,True,-,-,-,False,-,-,-,-,-,-
35,False,True,-,-,-,False,-,-,-,-,-,-
36,True,True,-,-,-,True,-,-,-,-,-,-
37,True,True,-,-,-,True,-,-,-,-,-,-
38,False,True,-,-,-,False,-,-,-,-,-,-
39,True,True,-,-,-,True,-,-,-,-,-,-
40,False,True,-,-,-,False,-,-,-,-,-,-
41,True,True,-,-,-,True,-,-,-,-,-,-
42,False,True,-,-,-,True,-,-,-,-,-,-
43,True,True,-,-,-,True,-,-,-,-,-,-
44,True,True,-,-,-,True,-,-,-,-,-,-
45,True,True,-,-,-,True,-,-,-,-,-,-
46,True,True,-,-,-,True,-,-,-,-,-,-
47,True,True,-,-,-,True,-,-,-,-,-,-
48,False,True,-,-,-,False,-,-,-,-,-,-
49,False,True,-,-,-,False,-,-,-,-,-,-
50,True,True,-,-,-,True,-,-,-,-,-,-
51,False,True,-,-,-,False,-,-,-,-,-,-
52,True,True,-,-,-,False,-,-,-,-,-,-
53,True,True,-,-,-,True,-,-,-,-,-,-
54,True,True,-,-,-,True,-,-,-,-,-,-
55,True,True,-,-,-,True,-,-,-,-,-,-
56,True,True,-,-,-,False,-,-,-,-,-,-
57,True,True,-,-,-,True,-,-,-,-,-,-
58,True,True,-,-,-,False,-,-,-,-,-,-
59,True,True,-,-,-,True,-,-,-,-,-,-
60,False,True,-,-,-,False,-,-,-,-,-,-
61,True,True,-,-,-,False,-,-,-,-,-,-
62,True,True,-,-,-,True,-,-,-,-,-,-
63,True,True,-,-,-,True,-,-,-,-,-,-
64,False,True,-,-,-,False,-,-,-,-,-,-
65,False,True,-,-,-,False,-,-,-,-,-,-
66,True,True,-,-,-,False,-,-,-,-,-,-
67,True,True,-,-,-,False,-,-,-,-,-,-
68,False,True,-,-,-,False,-,-,-,-,-,-
69,True,True,-,-,-,False,-,-,-,-,-,-
70,True,True,-,-,-,False,-,-,-,-,-,-
71,True,True,-,-,-,False,-,-,-,-,-,-
72,True,True,-,-,-,True,-,-,-,-,-,-
73,True,True,-,-,-,True,-,-,-,-,-,-
74,True,True,-,-,-,False,-,-,-,-,-,-
75,True,True,-,-,-,True,-,-,-,-,-,-
76,True,True,-,-,-,True,-,-,-,-,-,-
