0,-,-,False,-,-,-,False,-,False,-,False,-
1,-,-,False,-,-,-,False,-,False,-,False,-
2,-,-,False,-,-,-,False,-,False,-,False,-
3,-,-,False,-,-,-,False,-,False,-,False,-
4,-,-,False,-,-,-,False,-,False,-,False,-
5,-,-,False,-,-,-,False,-,False,-,False,-
6,-,-,False,-,-,-,False,-,False,-,False,-
7,-,-,False,-,-,-,False,-,False,-,False,-
8,-,-,False,-,-,-,False,-,False,-,False,-
9,-,-,False,-,-,-,False,-,False,-,False,-
10,-,-,False,-,-,-,False,-,False,-,False,-
11,-,-,False,-,-,-,False,-,False,-,False,-
12,-,-,False,-,-,-,False,-,False,-,False,-
13,-,-,False,-,-,-,False,-,False,-,False,-
14,-,-,False,-,-,-,False,-,False,-,False,-
15,-,-,False,-,-,-,False,-,False,-,False,-
16,-,-,False,-,-,-,False,-,False,-,False,-
17,-,-,False,-,-,-,False,-,False,-,False,-
18,-,-,False,-,-,-,False,-,False,-,False,-
19,-,-,False,-,-,-,False,-,False,-,False,-
20,-,-,False,-,-,-,False,-,False,-,False,-
21,-,-,False,-,-,-,False,-,False,-,False,-
22,-,-,False,-,-,-,False,-,False,-,False,-
23,-,-,False,-,-,-,False,-,False,-,False,-
24,-,-,True,-,-,-,False,-,False,-,False,-
25,-,-,True,-,-,-,False,-,False,-,False,-
26,-,-,True,-,-,-,False,-,False,-,False,-
27,-,-,True,-,-,-,False,-,False,-,False,-
28,-,-,True,-,-,-,False,-,False,-,False,-
29,-,-,True,-,-,-,False,-,False,-,False,-
30,-,-,True,-,-,-,False,-,False,-,False,-
31,-,-,True,-,-,-,False,-,False,-,False,-
32,-,-,True,-,-,-,False,-,False,-,False,-
33,-,-,True,-,-,-,False,-,False,-,False,-
34,-,-,True,-,-,-,False,-,False,-,False,-
35,-,-,True,-,-,-,False,-,False,-,False,-
36,-,-,True,-,-,-,False,-,False,-,False,-
37,-,-,True,-,-,-,False,-,False,-,False,-
38,-,-,True,-,-,-,False,-,False,-,False,-
39,-,-,True,-,-,-,False,-,False,-,False,-
40,-,-,True,-,-,-,False,-,False,-,False,-
41,-,-,True,-,-,-,False,-,False,-,False,-
42,-,-,True,-,-,-,False,-,True,-,False,-
43,-,-,True,-,-,-,False,-,True,-,False,-
44,-,-,False,-,-,-,False,-,True,-,True,-
45,-,-,False,-,-,-,False,-,True,-,True,-
46,-,-,True,-,-,-,False,-,True,-,True,-
47,-,-,True,-,-,-,False,-,True,-,True,-
48,-,-,True,-,-,-,False,-,True,-,True,-
49,-,-,True,-,-,-,False,-,True,-,True,-
50,-,-,True,-,-,-,False,-,True,-,True,-
51,-,-,True,-,-,-,False,-,True,-,True,-
52,-,-,True,-,-,-,True,-,True,-,True,-
53,-,-,True,-,-,-,True,-,True,-,True,-
54,-,-,True,-,-,-,True,-,True,-,True,-
55,-,-,True,-,-,-,True,-,True,-,True,-
56,-,-,True,-,-,-,False,-,True,-,True,-
57,-,-,True,-,-,-,True,-,True,-,True,-
58,-,-,True,-,-,-,True,-,True,-,True,-
59,-,-,True,-,-,-,True,-,True,-,True,-
60,-,-,True,-,-,-,True,-,True,-,True,-
61,-,-,True,-,-,-,True,-,True,-,True,-
62,-,-,True,-,-,-,True,-,True,-,True,-
63,-,-,True,-,-,-,True,-,True,-,True,-
64,-,-,True,-,-,-,False,-,True,-,True,-
65,-,-,True,-,-,-,False,-,True,-,True,-
66,-,-,True,-,-,-,False,-,True,-,True,-
67,-,-,True,-,-,-,False,-,True,-,True,-
68,-,-,True,-,-,-,False,-,True,-,True,-
69,-,-,True,-,-,-,False,-,True,-,True,-
70,-,-,False,-,-,-,False,-,True,-,True,-
71,-,-,True,-,-,-,False,-,True,-,True,-
72,-,-,False,-,-,-,False,-,True,-,True,-
73,-,-,True,-,-,-,False,-,True,-,True,-
74,-,-,True,-,-,-,True,-,True,-,True,-
75,-,-,True,-,-,-,True,-,True,-,True,-
76,-,-,True,-,-,-,False,-,True,-,True,-
77,-,-,True,-,-,-,True,-,True,-,True,-
78,-,-,False,-,-,-,True,-,True,-,True,-
79,-,-,False,-,-,-,True,-,True,-,True,-
80,-,-,False,-,-,-,False,-,False,-,True,-
81,-,-,False,-,-,-,True,-,True,-,True,-
82,-,-,False,-,-,-,False,-,False,-,True,-
83,-,-,False,-,-,-,True,-,True,-,True,-
84,-,-,False,-,-,-,True,-,False,-,True,-
85,-,-,False,-,-,-,True,-,True,-,True,-
86,-,-,False,-,-,-,True,-,True,-,True,-
87,-,-,False,-,-,-,True,-,True,-,True,-
88,-,-,False,-,-,-,True,-,True,-,True,-
89,-,-,False,-,-,-,True,-,True,-,True,-
90,-,-,False,-,-,-,False,-,False,-,True,-
91,-,-,False,-,-,-,True,-,True,-,True,-
92,-,-,False,-,-,-,True,-,False,-,True,-
93,-,-,False,-,-,-,True,-,True,-,True,-
94,-,-,False,-,-,-,True,-,False,-,True,-
95,-,-,False,-,-,-,True,-,True,-,True,-
96,-,-,False,-,-,-,True,-,False,-,True,-
97,-,-,False,-,-,-,True,-,True,-,True,-
98,-,-,False,-,-,-,True,-,False,-,True,-
99,-,-,False,-,-,-,True,-,True,-,True,-
100,-,-,False,-,-,-,False,-,True,-,True,-
101,-,-,False,-,-,-,True,-,True,-,True,-
102,-,-,False,-,-,-,True,-,True,-,True,-
103,-,-,False,-,-,-,True,-,True,-,True,-
104,-,-,False,-,-,-,False,-,True,-,True,-
105,-,-,False,-,-,-,True,-,True,-,True,-
106,-,-,False,-,-,-,False,-,False,-,True,-
107,-,-,False,-,-,-,True,-,True,-,True,-
108,-,-,False,-,-,-,False,-,True,-,True,-
109,-,-,False,-,-,-,True,-,True,-,True,-
110,-,-,False,-,-,-,True,-,False,-,True,-
111,-,-,False,-,-,-,True,-,True,-,True,-
112,-,-,False,-,-,-,True,-,True,-,True,-
113,-,-,False,-,-,-,True,-,True,-,True,-
114,-,-,False,-,-,-,False,-,False,-,True,-
115,-,-,False,-,-,-,True,-,True,-,True,-
116,-,-,False,-,-,-,True,-,False,-,True,-
117,-,-,False,-,-,-,True,-,True,-,True,-
118,-,-,False,-,-,-,False,-,True,-,True,-
119,-,-,True,-,-,-,True,-,True,-,True,-
120,-,-,False,-,-,-,True,-,False,-,True,-
121,-,-,False,-,-,-,True,-,True,-,True,-
122,-,-,False,-,-,-,False,-,False,-,True,-
123,-,-,False,-,-,-,True,-,True,-,True,-
124,-,-,True,-,-,-,False,-,False,-,True,-
125,-,-,True,-,-,-,True,-,True,-,True,-
126,-,-,True,-,-,-,True,-,False,-,True,-
127,-,-,True,-,-,-,True,-,True,-,True,-
128,-,-,True,-,-,-,False,-,True,-,True,-
129,-,-,True,-,-,-,True,-,True,-,True,-
130,-,-,False,-,-,-,False,-,True,-,True,-
131,-,-,True,-,-,-,True,-,True,-,True,-
132,-,-,True,-,-,-,True,-,True,-,True,-
133,-,-,True,-,-,-,True,-,True,-,True,-
134,-,-,False,-,-,-,False,-,False,-,True,-
135,-,-,True,-,-,-,True,-,True,-,True,-
136,-,-,False,-,-,-,False,-,True,-,True,-
137,-,-,True,-,-,-,True,-,True,-,True,-
138,-,-,True,-,-,-,True,-,True,-,True,-
139,-,-,True,-,-,-,True,-,True,-,True,-
140,-,-,False,-,-,-,False,-,True,-,True,-
141,-,-,True,-,-,-,True,-,True,-,True,-
142,-,-,False,-,-,-,False,-,False,-,True,-
143,-,-,True,-,-,-,True,-,True,-,True,-
144,-,-,False,-,-,-,False,-,True,-,True,-
145,-,-,True,-,-,-,True,-,True,-,True,-
146,-,-,True,-,-,-,False,-,True,-,True,-
147,-,-,True,-,-,-,True,-,True,-,True,-
148,-,-,True,-,-,-,True,-,True,-,True,-
149,-,-,True,-,-,-,True,-,True,-,True,-
150,-,-,False,-,-,-,False,-,False,-,True,-
151,-,-,True,-,-,-,True,-,True,-,True,-
152,-,-,False,-,-,-,False,-,False,-,True,-
153,-,-,True,-,-,-,True,-,True,-,True,-
154,-,-,False,-,-,-,True,-,True,-,True,-
155,-,-,True,-,-,-,True,-,True,-,True,-
156,-,-,True,-,-,-,True,-,True,-,True,-
157,-,-,True,-,-,-,True,-,True,-,True,-
158,-,-,True,-,-,-,True,-,True,-,True,-
159,-,-,True,-,-,-,True,-,True,-,True,-
160,-,-,False,-,-,-,False,-,False,-,True,-
161,-,-,True,-,-,-,True,-,True,-,True,-
162,-,-,False,-,-,-,True,-,True,-,True,-
163,-,-,True,-,-,-,True,-,True,-,True,-
164,-,-,True,-,-,-,True,-,True,-,True,-
165,-,-,True,-,-,-,True,-,True,-,True,-
166,-,-,False,-,-,-,True,-,True,-,True,-
167,-,-,True,-,-,-,True,-,True,-,True,-
168,-,-,False,-,-,-,True,-,True,-,True,-
169,-,-,True,-,-,-,True,-,True,-,True,-
170,-,-,False,-,-,-,True,-,True,-,True,-
171,-,-,False,-,-,-,True,-,True,-,True,-
172,-,-,False,-,-,-,False,-,True,-,True,-
173,-,-,False,-,-,-,True,-,True,-,True,-
174,-,-,False,-,-,-,False,-,True,-,True,-
175,-,-,True,-,-,-,True,-,True,-,True,-
176,-,-,False,-,-,-,True,-,True,-,True,-
177,-,-,False,-,-,-,True,-,True,-,True,-
178,-,-,False,-,-,-,True,-,True,-,True,-
179,-,-,False,-,-,-,True,-,True,-,True,-
180,-,-,False,-,-,-,True,-,True,-,True,-
181,-,-,False,-,-,-,True,-,True,-,True,-
182,-,-,False,-,-,-,True,-,True,-,True,-
183,-,-,False,-,-,-,True,-,True,-,True,-
184,-,-,True,-,-,-,False,-,True,-,True,-
185,-,-,True,-,-,-,True,-,True,-,True,-
186,-,-,True,-,-,-,True,-,True,-,True,-
187,-,-,True,-,-,-,True,-,True,-,True,-
188,-,-,True,-,-,-,False,-,True,-,True,-
189,-,-,True,-,-,-,True,-,True,-,True,-
190,-,-,True,-,-,-,True,-,True,-,True,-
191,-,-,True,-,-,-,True,-,True,-,True,-
192,-,-,False,-,-,-,False,-,True,-,True,-
193,-,-,True,-,-,-,True,-,True,-,True,-
194,-,-,False,-,-,-,False,-,True,-,True,-
195,-,-,True,-,-,-,True,-,True,-,True,-
196,-,-,False,-,-,-,False,-,False,-,True,-
197,-,-,True,-,-,-,True,-,True,-,True,-
198,-,-,True,-,-,-,True,-,True,-,True,-
199,-,-,True,-,-,-,True,-,True,-,True,-
200,-,-,False,-,-,-,False,-,True,-,True,-
201,-,-,True,-,-,-,True,-,True,-,True,-
202,-,-,False,-,-,-,True,-,True,-,True,-
203,-,-,True,-,-,-,True,-,True,-,True,-
204,-,-,False,-,-,-,False,-,True,-,True,-
205,-,-,True,-,-,-,True,-,True,-,True,-
206,-,-,False,-,-,-,True,-,True,-,True,-
207,-,-,True,-,-,-,True,-,True,-,True,-
208,-,-,False,-,-,-,True,-,True,-,True,-
209,-,-,True,-,-,-,True,-,True,-,True,-
210,-,-,False,-,-,-,True,-,True,-,True,-
211,-,-,True,-,-,-,True,-,True,-,True,-
212,-,-,False,-,-,-,False,-,True,-,True,-
213,-,-,True,-,-,-,True,-,True,-,True,-
214,-,-,False,-,-,-,True,-,True,-,True,-
215,-,-,True,-,-,-,True,-,True,-,True,-
216,-,-,False,-,-,-,True,-,True,-,True,-
217,-,-,True,-,-,-,True,-,True,-,True,-
218,-,-,True,-,-,-,True,-,True,-,True,-
219,-,-,True,-,-,-,True,-,True,-,True,-
220,-,-,True,-,-,-,True,-,False,-,True,-
221,-,-,True,-,-,-,True,-,True,-,True,-
222,-,-,True,-,-,-,True,-,True,-,True,-
223,-,-,True,-,-,-,True,-,True,-,True,-
224,-,-,True,-,-,-,True,-,True,-,True,-
225,-,-,True,-,-,-,True,-,True,-,True,-
226,-,-,False,-,-,-,True,-,True,-,True,-
227,-,-,True,-,-,-,True,-,True,-,True,-
228,-,-,True,-,-,-,True,-,False,-,True,-
229,-,-,True,-,-,-,True,-,True,-,True,-
230,-,-,False,-,-,-,True,-,False,-,False,-
231,-,-,True,-,-,-,True,-,True,-,True,-
232,-,-,False,-,-,-,True,-,True,-,True,-
233,-,-,True,-,-,-,True,-,True,-,True,-
234,-,-,False,-,-,-,False,-,False,-,False,-
235,-,-,True,-,-,-,True,-,True,-,True,-
236,-,-,False,-,-,-,True,-,False,-,False,-
237,-,-,True,-,-,-,True,-,False,-,True,-
238,-,-,True,-,-,-,True,-,True,-,False,-
239,-,-,True,-,-,-,True,-,False,-,True,-
240,-,-,False,-,-,-,False,-,False,-,True,-
241,-,-,False,-,-,-,False,-,False,-,False,-
242,-,-,True,-,-,-,True,-,True,-,True,-
243,-,-,True,-,-,-,True,-,True,-,True,-
244,-,-,True,-,-,-,True,-,False,-,True,-
245,-,-,False,-,-,-,True,-,True,-,True,-
246,-,-,True,-,-,-,True,-,False,-,True,-
247,-,-,True,-,-,-,True,-,True,-,True,-
248,-,-,False,-,-,-,True,-,False,-,True,-
249,-,-,True,-,-,-,True,-,True,-,True,-
250,-,-,False,-,-,-,True,-,False,-,False,-
251,-,-,True,-,-,-,True,-,True,-,True,-
252,-,-,False,-,-,-,True,-,True,-,True,-
253,-,-,True,-,-,-,True,-,True,-,True,-
254,-,-,True,-,-,-,False,-,True,-,True,-
