Step,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12
0,False,False,True,True,False,True,True,True,False,True,True,False
1,False,False,True,True,False,True,True,True,False,True,True,False
2,False,False,True,True,False,True,True,True,False,True,True,False
3,False,False,True,True,False,True,True,True,False,True,True,False
4,False,False,True,True,False,True,True,True,False,True,True,False
5,False,False,True,True,False,True,True,True,False,True,True,False
6,False,False,True,True,False,True,True,True,False,True,True,False
7,False,False,True,True,False,True,True,True,False,True,True,False
8,False,False,True,True,False,True,True,True,False,True,True,False
9,False,False,True,True,False,True,True,True,False,True,True,False
10,False,False,True,True,False,True,True,True,False,True,True,False
11,False,False,True,True,False,True,True,True,False,True,True,False
12,False,False,True,True,False,True,True,True,False,True,True,False
13,False,False,True,True,False,True,True,True,False,True,True,False
14,False,False,True,True,False,True,True,True,False,True,True,False
15,False,False,True,True,False,True,True,True,False,True,True,False
16,False,False,True,True,False,True,True,True,False,True,True,False
17,False,False,True,True,False,True,True,True,False,True,True,False
18,False,False,True,True,False,True,True,True,False,True,True,False
19,False,False,True,True,False,True,True,True,False,True,True,False
20,False,False,True,True,False,True,True,True,False,True,True,False
21,False,False,True,True,False,True,True,True,False,True,True,False
22,False,False,True,True,False,True,True,True,False,True,True,False
23,False,False,True,True,False,True,True,True,False,True,True,False
24,False,False,True,True,False,True,True,True,False,True,True,False
25,False,False,True,True,False,True,True,True,False,True,True,False
26,False,False,True,True,False,True,True,True,False,True,True,False
27,False,False,True,True,False,True,True,True,False,True,True,False
28,False,False,True,True,False,True,True,True,False,True,True,False
29,False,False,True,True,False,True,True,True,False,True,True,False
30,False,False,True,True,False,True,True,True,False,True,True,False
31,False,False,True,True,False,True,True,True,False,True,True,False
32,False,False,True,True,False,True,True,True,False,True,True,False
33,False,False,True,True,False,True,True,True,False,True,True,False
34,False,False,True,True,False,True,True,True,False,True,True,False
35,False,False,True,True,False,True,True,True,False,True,True,False
36,False,False,True,True,False,True,True,True,False,True,True,False
37,False,False,True,True,False,True,True,True,False,True,True,False
38,False,False,True,True,False,True,True,True,False,True,True,False
39,False,False,True,True,False,True,True,True,False,True,True,False
40,False,False,True,True,False,True,True,True,False,True,True,False
41,False,False,True,True,False,True,True,True,False,True,True,False
42,False,False,True,True,False,True,True,True,False,True,True,False
43,False,False,True,True,False,True,True,True,False,True,True,False
44,False,False,True,True,False,True,True,True,False,True,True,False
45,False,False,True,True,False,True,True,True,False,True,True,False
46,False,False,True,True,False,True,True,True,False,True,True,False
47,False,False,True,True,False,True,True,True,False,True,True,False
48,False,False,True,True,False,True,True,True,False,True,True,False
49,False,False,True,True,False,True,True,True,False,True,True,False
50,False,False,True,True,False,True,True,True,False,True,True,False
51,False,False,True,True,False,True,True,True,False,True,True,False
52,False,False,True,True,False,True,True,True,False,True,True,False
53,False,False,True,True,False,True,True,True,False,True,True,False
54,False,False,True,True,False,True,True,True,False,True,True,False
55,False,False,True,True,False,True,True,True,False,True,True,False
56,False,False,True,True,False,True,True,True,False,True,True,False
57,False,False,True,True,False,True,True,True,False,True,True,False
58,False,False,True,True,False,True,True,True,False,True,True,False
59,False,False,True,True,False,True,True,True,False,True,True,False
60,False,False,True,True,False,True,True,True,False,True,True,False
61,False,False,True,True,False,True,True,True,False,True,True,False
62,False,False,True,True,False,True,True,True,False,True,True,False
63,False,False,True,True,False,True,True,True,False,True,True,False
64,False,False,True,True,False,True,True,True,False,True,True,False
65,False,False,True,True,False,True,True,True,False,True,True,False
66,False,False,True,True,False,True,True,True,False,True,True,False
67,False,False,True,True,False,True,True,True,False,True,True,False
68,False,False,True,True,False,True,True,True,False,True,True,False
69,False,False,True,True,False,True,True,True,False,True,True,False
70,False,False,True,True,False,True,True,True,False,True,True,False
71,False,False,True,True,False,True,True,True,False,True,True,False
72,False,False,True,True,False,True,True,True,False,True,True,False
73,False,False,True,True,False,True,True,True,False,True,True,False
74,False,False,True,True,False,True,True,True,False,True,True,False
75,False,False,True,True,False,True,True,True,False,True,True,False
76,False,False,True,True,False,True,True,True,False,True,True,False
77,False,False,True,True,False,True,True,True,False,True,True,False
78,False,False,True,True,False,True,True,True,False,True,True,False
79,False,False,True,True,False,True,True,True,False,True,True,False
