0,-,False,-,-,-,False,-,False,-,False,-,-
1,-,False,-,-,-,False,-,False,-,False,-,-
2,-,False,-,-,-,False,-,False,-,False,-,-
3,-,False,-,-,-,False,-,False,-,False,-,-
4,-,False,-,-,-,False,-,False,-,False,-,-
5,-,False,-,-,-,False,-,False,-,False,-,-
6,-,False,-,-,-,False,-,False,-,False,-,-
7,-,False,-,-,-,False,-,False,-,False,-,-
8,-,False,-,-,-,False,-,False,-,False,-,-
9,-,False,-,-,-,False,-,False,-,False,-,-
10,-,False,-,-,-,False,-,False,-,False,-,-
11,-,False,-,-,-,False,-,False,-,False,-,-
12,-,False,-,-,-,False,-,False,-,False,-,-
13,-,False,-,-,-,False,-,False,-,False,-,-
14,-,False,-,-,-,False,-,False,-,False,-,-
15,-,False,-,-,-,False,-,False,-,False,-,-
16,-,False,-,-,-,False,-,False,-,False,-,-
17,-,False,-,-,-,False,-,False,-,False,-,-
18,-,False,-,-,-,False,-,False,-,False,-,-
19,-,False,-,-,-,False,-,False,-,False,-,-
20,-,False,-,-,-,False,-,False,-,False,-,-
21,-,False,-,-,-,False,-,False,-,False,-,-
22,-,False,-,-,-,False,-,False,-,False,-,-
23,-,False,-,-,-,True,-,False,-,False,-,-
24,-,False,-,-,-,True,-,False,-,False,-,-
25,-,False,-,-,-,True,-,False,-,False,-,-
26,-,False,-,-,-,True,-,False,-,False,-,-
27,-,True,-,-,-,True,-,False,-,False,-,-
28,-,True,-,-,-,True,-,False,-,False,-,-
29,-,True,-,-,-,True,-,False,-,False,-,-
30,-,True,-,-,-,True,-,False,-,False,-,-
31,-,True,-,-,-,True,-,False,-,False,-,-
32,-,True,-,-,-,True,-,False,-,False,-,-
33,-,True,-,-,-,True,-,False,-,False,-,-
34,-,True,-,-,-,True,-,False,-,True,-,-
35,-,True,-,-,-,True,-,False,-,True,-,-
36,-,True,-,-,-,True,-,False,-,True,-,-
37,-,True,-,-,-,True,-,False,-,True,-,-
38,-,True,-,-,-,True,-,False,-,True,-,-
39,-,True,-,-,-,True,-,False,-,True,-,-
40,-,True,-,-,-,True,-,False,-,True,-,-
41,-,True,-,-,-,True,-,False,-,True,-,-
42,-,True,-,-,-,True,-,False,-,True,-,-
43,-,True,-,-,-,True,-,False,-,True,-,-
44,-,True,-,-,-,False,-,False,-,True,-,-
45,-,True,-,-,-,False,-,False,-,True,-,-
46,-,True,-,-,-,False,-,False,-,True,-,-
47,-,True,-,-,-,False,-,False,-,True,-,-
48,-,True,-,-,-,False,-,False,-,True,-,-
49,-,True,-,-,-,False,-,False,-,True,-,-
50,-,False,-,-,-,False,-,False,-,False,-,-
51,-,False,-,-,-,False,-,False,-,False,-,-
52,-,False,-,-,-,False,-,False,-,False,-,-
53,-,False,-,-,-,False,-,False,-,False,-,-
54,-,False,-,-,-,False,-,False,-,False,-,-
55,-,False,-,-,-,False,-,False,-,False,-,-
56,-,False,-,-,-,False,-,False,-,False,-,-
57,-,False,-,-,-,False,-,False,-,False,-,-
58,-,False,-,-,-,False,-,False,-,False,-,-
59,-,False,-,-,-,False,-,False,-,False,-,-
60,-,False,-,-,-,False,-,False,-,False,-,-
61,-,False,-,-,-,False,-,False,-,False,-,-
62,-,False,-,-,-,False,-,False,-,False,-,-
63,-,False,-,-,-,False,-,False,-,False,-,-
64,-,False,-,-,-,False,-,False,-,False,-,-
65,-,False,-,-,-,False,-,False,-,False,-,-
66,-,False,-,-,-,False,-,False,-,False,-,-
67,-,False,-,-,-,False,-,False,-,False,-,-
68,-,False,-,-,-,False,-,False,-,False,-,-
69,-,False,-,-,-,False,-,False,-,False,-,-
70,-,False,-,-,-,False,-,False,-,False,-,-
71,-,False,-,-,-,False,-,False,-,False,-,-
72,-,False,-,-,-,False,-,False,-,False,-,-
73,-,False,-,-,-,False,-,False,-,False,-,-
74,-,False,-,-,-,False,-,False,-,False,-,-
75,-,False,-,-,-,False,-,False,-,False,-,-
76,-,False,-,-,-,False,-,False,-,False,-,-
77,-,False,-,-,-,False,-,False,-,False,-,-
78,-,False,-,-,-,False,-,False,-,False,-,-
79,-,False,-,-,-,False,-,False,-,False,-,-
80,-,False,-,-,-,False,-,False,-,False,-,-
81,-,False,-,-,-,False,-,False,-,False,-,-
82,-,False,-,-,-,False,-,False,-,False,-,-
83,-,False,-,-,-,False,-,False,-,False,-,-
84,-,False,-,-,-,False,-,False,-,False,-,-
85,-,False,-,-,-,False,-,False,-,False,-,-
86,-,False,-,-,-,False,-,False,-,False,-,-
87,-,False,-,-,-,False,-,False,-,False,-,-
88,-,False,-,-,-,False,-,False,-,False,-,-
89,-,False,-,-,-,False,-,False,-,False,-,-
90,-,False,-,-,-,False,-,False,-,False,-,-
91,-,False,-,-,-,False,-,False,-,False,-,-
92,-,False,-,-,-,False,-,False,-,False,-,-
93,-,False,-,-,-,False,-,False,-,False,-,-
94,-,False,-,-,-,False,-,False,-,False,-,-
95,-,False,-,-,-,False,-,False,-,False,-,-
96,-,False,-,-,-,False,-,False,-,False,-,-
97,-,False,-,-,-,False,-,False,-,False,-,-
98,-,False,-,-,-,False,-,False,-,False,-,-
99,-,False,-,-,-,False,-,False,-,False,-,-
100,-,False,-,-,-,False,-,False,-,False,-,-
101,-,False,-,-,-,False,-,False,-,False,-,-
102,-,False,-,-,-,False,-,False,-,False,-,-
103,-,False,-,-,-,False,-,False,-,False,-,-
104,-,False,-,-,-,False,-,False,-,False,-,-
105,-,False,-,-,-,False,-,False,-,False,-,-
106,-,False,-,-,-,False,-,False,-,False,-,-
107,-,False,-,-,-,False,-,False,-,False,-,-
108,-,False,-,-,-,False,-,False,-,False,-,-
109,-,False,-,-,-,False,-,False,-,False,-,-
110,-,False,-,-,-,False,-,False,-,False,-,-
111,-,False,-,-,-,False,-,False,-,False,-,-
112,-,False,-,-,-,False,-,False,-,False,-,-
113,-,False,-,-,-,False,-,False,-,False,-,-
114,-,False,-,-,-,False,-,False,-,False,-,-
115,-,False,-,-,-,False,-,False,-,False,-,-
116,-,False,-,-,-,False,-,False,-,False,-,-
117,-,False,-,-,-,False,-,False,-,False,-,-
118,-,False,-,-,-,False,-,False,-,False,-,-
119,-,False,-,-,-,False,-,False,-,False,-,-
120,-,False,-,-,-,False,-,False,-,False,-,-
121,-,False,-,-,-,False,-,False,-,False,-,-
122,-,False,-,-,-,False,-,False,-,False,-,-
123,-,False,-,-,-,False,-,False,-,False,-,-
124,-,False,-,-,-,False,-,False,-,False,-,-
125,-,False,-,-,-,False,-,False,-,False,-,-
126,-,False,-,-,-,False,-,False,-,False,-,-
127,-,False,-,-,-,False,-,False,-,False,-,-
128,-,False,-,-,-,False,-,False,-,False,-,-
129,-,False,-,-,-,False,-,False,-,False,-,-
130,-,False,-,-,-,False,-,False,-,False,-,-
131,-,False,-,-,-,False,-,False,-,False,-,-
132,-,False,-,-,-,False,-,False,-,False,-,-
133,-,False,-,-,-,False,-,False,-,False,-,-
134,-,False,-,-,-,False,-,False,-,False,-,-
135,-,False,-,-,-,False,-,False,-,False,-,-
136,-,False,-,-,-,False,-,False,-,False,-,-
137,-,False,-,-,-,False,-,False,-,False,-,-
138,-,False,-,-,-,False,-,False,-,False,-,-
139,-,False,-,-,-,False,-,False,-,False,-,-
140,-,False,-,-,-,False,-,False,-,False,-,-
141,-,False,-,-,-,False,-,False,-,False,-,-
142,-,False,-,-,-,False,-,False,-,False,-,-
143,-,False,-,-,-,False,-,False,-,False,-,-
144,-,False,-,-,-,False,-,False,-,False,-,-
145,-,False,-,-,-,False,-,False,-,False,-,-
146,-,False,-,-,-,False,-,False,-,False,-,-
147,-,False,-,-,-,False,-,False,-,False,-,-
148,-,False,-,-,-,False,-,False,-,False,-,-
149,-,False,-,-,-,False,-,False,-,False,-,-
150,-,False,-,-,-,False,-,False,-,False,-,-
151,-,False,-,-,-,False,-,False,-,False,-,-
152,-,False,-,-,-,False,-,False,-,False,-,-
153,-,False,-,-,-,False,-,False,-,False,-,-
154,-,False,-,-,-,False,-,False,-,False,-,-
155,-,False,-,-,-,False,-,False,-,False,-,-
156,-,False,-,-,-,False,-,False,-,False,-,-
157,-,False,-,-,-,False,-,False,-,False,-,-
158,-,False,-,-,-,False,-,False,-,False,-,-
159,-,False,-,-,-,False,-,False,-,False,-,-
160,-,False,-,-,-,False,-,False,-,False,-,-
161,-,False,-,-,-,False,-,False,-,False,-,-
162,-,False,-,-,-,False,-,False,-,False,-,-
163,-,False,-,-,-,False,-,False,-,False,-,-
164,-,False,-,-,-,False,-,False,-,False,-,-
165,-,False,-,-,-,False,-,False,-,False,-,-
166,-,False,-,-,-,False,-,False,-,False,-,-
167,-,False,-,-,-,False,-,False,-,False,-,-
168,-,False,-,-,-,False,-,False,-,False,-,-
169,-,False,-,-,-,False,-,False,-,False,-,-
170,-,False,-,-,-,False,-,False,-,False,-,-
171,-,False,-,-,-,False,-,False,-,False,-,-
172,-,False,-,-,-,False,-,False,-,False,-,-
173,-,False,-,-,-,False,-,False,-,False,-,-
174,-,False,-,-,-,False,-,False,-,False,-,-
175,-,False,-,-,-,False,-,False,-,False,-,-
176,-,False,-,-,-,False,-,False,-,False,-,-
177,-,False,-,-,-,False,-,False,-,False,-,-
178,-,False,-,-,-,False,-,False,-,False,-,-
179,-,False,-,-,-,False,-,False,-,False,-,-
180,-,False,-,-,-,False,-,False,-,False,-,-
181,-,False,-,-,-,False,-,False,-,False,-,-
182,-,False,-,-,-,False,-,False,-,False,-,-
183,-,False,-,-,-,False,-,False,-,False,-,-
184,-,False,-,-,-,False,-,False,-,False,-,-
185,-,False,-,-,-,False,-,False,-,False,-,-
186,-,False,-,-,-,False,-,False,-,False,-,-
187,-,False,-,-,-,False,-,False,-,False,-,-
188,-,False,-,-,-,False,-,False,-,False,-,-
189,-,True,-,-,-,False,-,False,-,False,-,-
190,-,True,-,-,-,False,-,False,-,False,-,-
191,-,False,-,-,-,False,-,False,-,False,-,-
192,-,True,-,-,-,False,-,False,-,False,-,-
193,-,True,-,-,-,False,-,False,-,False,-,-
194,-,True,-,-,-,False,-,False,-,False,-,-
195,-,True,-,-,-,False,-,False,-,False,-,-
196,-,True,-,-,-,False,-,False,-,False,-,-
197,-,True,-,-,-,False,-,False,-,False,-,-
198,-,True,-,-,-,False,-,False,-,False,-,-
199,-,True,-,-,-,False,-,False,-,False,-,-
200,-,True,-,-,-,False,-,False,-,False,-,-
201,-,True,-,-,-,False,-,False,-,False,-,-
202,-,True,-,-,-,False,-,False,-,False,-,-
203,-,True,-,-,-,False,-,False,-,False,-,-
204,-,True,-,-,-,False,-,False,-,False,-,-
205,-,True,-,-,-,False,-,False,-,False,-,-
206,-,True,-,-,-,False,-,False,-,False,-,-
207,-,True,-,-,-,False,-,False,-,False,-,-
208,-,True,-,-,-,False,-,False,-,False,-,-
209,-,True,-,-,-,False,-,False,-,False,-,-
210,-,True,-,-,-,False,-,False,-,False,-,-
211,-,True,-,-,-,False,-,False,-,False,-,-
212,-,True,-,-,-,False,-,False,-,False,-,-
213,-,True,-,-,-,False,-,False,-,False,-,-
214,-,True,-,-,-,False,-,False,-,False,-,-
215,-,True,-,-,-,False,-,False,-,False,-,-
216,-,True,-,-,-,False,-,False,-,False,-,-
217,-,True,-,-,-,False,-,False,-,False,-,-
218,-,True,-,-,-,False,-,False,-,False,-,-
219,-,True,-,-,-,False,-,False,-,False,-,-
220,-,True,-,-,-,False,-,False,-,False,-,-
221,-,True,-,-,-,False,-,False,-,False,-,-
222,-,True,-,-,-,False,-,False,-,False,-,-
223,-,True,-,-,-,False,-,False,-,False,-,-
224,-,True,-,-,-,False,-,False,-,False,-,-
225,-,True,-,-,-,False,-,False,-,False,-,-
226,-,True,-,-,-,False,-,False,-,False,-,-
227,-,True,-,-,-,False,-,False,-,False,-,-
228,-,True,-,-,-,False,-,False,-,False,-,-
229,-,True,-,-,-,False,-,False,-,False,-,-
230,-,True,-,-,-,False,-,False,-,False,-,-
231,-,True,-,-,-,False,-,False,-,False,-,-
232,-,True,-,-,-,False,-,False,-,False,-,-
233,-,True,-,-,-,False,-,False,-,False,-,-
234,-,True,-,-,-,False,-,False,-,False,-,-
235,-,True,-,-,-,False,-,False,-,False,-,-
236,-,True,-,-,-,False,-,False,-,False,-,-
237,-,True,-,-,-,False,-,False,-,False,-,-
238,-,True,-,-,-,False,-,False,-,False,-,-
239,-,True,-,-,-,False,-,False,-,False,-,-
240,-,True,-,-,-,False,-,False,-,False,-,-
241,-,True,-,-,-,False,-,False,-,False,-,-
242,-,True,-,-,-,False,-,False,-,False,-,-
243,-,True,-,-,-,False,-,False,-,False,-,-
244,-,True,-,-,-,False,-,False,-,False,-,-
245,-,True,-,-,-,False,-,False,-,False,-,-
246,-,True,-,-,-,False,-,False,-,False,-,-
247,-,True,-,-,-,False,-,False,-,False,-,-
248,-,True,-,-,-,False,-,False,-,False,-,-
249,-,True,-,-,-,False,-,False,-,False,-,-
250,-,True,-,-,-,False,-,False,-,False,-,-
251,-,True,-,-,-,False,-,False,-,False,-,-
252,-,True,-,-,-,False,-,False,-,False,-,-
253,-,True,-,-,-,False,-,False,-,False,-,-
254,-,True,-,-,-,False,-,False,-,False,-,-
