0,-,-,-,False,-,-,-,-,False,False,False,-
1,-,-,-,False,-,-,-,-,False,False,False,-
2,-,-,-,False,-,-,-,-,False,False,False,-
3,-,-,-,False,-,-,-,-,False,False,False,-
4,-,-,-,False,-,-,-,-,False,False,False,-
5,-,-,-,False,-,-,-,-,False,False,False,-
6,-,-,-,False,-,-,-,-,False,False,False,-
7,-,-,-,False,-,-,-,-,False,False,False,-
8,-,-,-,False,-,-,-,-,False,False,False,-
9,-,-,-,False,-,-,-,-,False,False,False,-
10,-,-,-,False,-,-,-,-,False,False,False,-
11,-,-,-,False,-,-,-,-,False,False,False,-
12,-,-,-,False,-,-,-,-,False,False,False,-
13,-,-,-,False,-,-,-,-,False,False,False,-
14,-,-,-,False,-,-,-,-,False,False,False,-
15,-,-,-,False,-,-,-,-,False,False,False,-
16,-,-,-,False,-,-,-,-,False,False,False,-
17,-,-,-,False,-,-,-,-,False,False,False,-
18,-,-,-,False,-,-,-,-,False,False,False,-
19,-,-,-,False,-,-,-,-,False,False,False,-
20,-,-,-,False,-,-,-,-,False,True,False,-
21,-,-,-,False,-,-,-,-,False,True,False,-
22,-,-,-,False,-,-,-,-,False,True,False,-
23,-,-,-,False,-,-,-,-,False,True,False,-
24,-,-,-,False,-,-,-,-,False,True,False,-
25,-,-,-,False,-,-,-,-,False,True,False,-
26,-,-,-,False,-,-,-,-,False,False,False,-
27,-,-,-,False,-,-,-,-,False,False,False,-
28,-,-,-,False,-,-,-,-,False,False,False,-
29,-,-,-,False,-,-,-,-,False,False,False,-
30,-,-,-,False,-,-,-,-,False,False,False,-
31,-,-,-,False,-,-,-,-,False,False,False,-
32,-,-,-,False,-,-,-,-,False,False,False,-
33,-,-,-,False,-,-,-,-,False,False,False,-
34,-,-,-,False,-,-,-,-,False,False,False,-
35,-,-,-,False,-,-,-,-,False,False,False,-
36,-,-,-,False,-,-,-,-,False,False,False,-
37,-,-,-,False,-,-,-,-,False,False,False,-
38,-,-,-,False,-,-,-,-,False,False,False,-
39,-,-,-,False,-,-,-,-,False,False,False,-
40,-,-,-,False,-,-,-,-,False,False,False,-
41,-,-,-,False,-,-,-,-,False,False,False,-
42,-,-,-,False,-,-,-,-,False,False,False,-
43,-,-,-,False,-,-,-,-,False,False,False,-
44,-,-,-,False,-,-,-,-,False,False,False,-
45,-,-,-,False,-,-,-,-,False,False,False,-
46,-,-,-,False,-,-,-,-,False,False,False,-
47,-,-,-,False,-,-,-,-,False,False,False,-
48,-,-,-,False,-,-,-,-,False,False,False,-
49,-,-,-,False,-,-,-,-,False,False,False,-
50,-,-,-,False,-,-,-,-,True,False,True,-
51,-,-,-,False,-,-,-,-,False,False,False,-
52,-,-,-,False,-,-,-,-,False,False,False,-
53,-,-,-,False,-,-,-,-,True,False,False,-
54,-,-,-,True,-,-,-,-,True,False,False,-
55,-,-,-,True,-,-,-,-,True,False,False,-
56,-,-,-,True,-,-,-,-,False,False,False,-
57,-,-,-,True,-,-,-,-,True,False,False,-
58,-,-,-,True,-,-,-,-,True,False,False,-
59,-,-,-,True,-,-,-,-,True,False,False,-
60,-,-,-,True,-,-,-,-,True,False,True,-
61,-,-,-,True,-,-,-,-,True,False,False,-
62,-,-,-,False,-,-,-,-,True,False,False,-
63,-,-,-,True,-,-,-,-,True,False,False,-
64,-,-,-,True,-,-,-,-,True,False,True,-
65,-,-,-,True,-,-,-,-,True,False,False,-
66,-,-,-,False,-,-,-,-,True,False,False,-
67,-,-,-,False,-,-,-,-,True,False,False,-
68,-,-,-,False,-,-,-,-,True,False,True,-
69,-,-,-,False,-,-,-,-,True,False,False,-
70,-,-,-,True,-,-,-,-,True,False,True,-
71,-,-,-,True,-,-,-,-,True,False,False,-
72,-,-,-,True,-,-,-,-,True,False,False,-
73,-,-,-,True,-,-,-,-,True,False,False,-
74,-,-,-,False,-,-,-,-,True,False,False,-
75,-,-,-,False,-,-,-,-,True,False,False,-
76,-,-,-,False,-,-,-,-,False,False,False,-
77,-,-,-,False,-,-,-,-,True,False,False,-
78,-,-,-,True,-,-,-,-,False,False,False,-
79,-,-,-,True,-,-,-,-,False,False,False,-
80,-,-,-,True,-,-,-,-,True,False,False,-
81,-,-,-,True,-,-,-,-,True,False,False,-
82,-,-,-,True,-,-,-,-,True,False,False,-
83,-,-,-,True,-,-,-,-,False,False,False,-
84,-,-,-,True,-,-,-,-,True,False,True,-
85,-,-,-,True,-,-,-,-,True,False,False,-
86,-,-,-,True,-,-,-,-,True,False,False,-
87,-,-,-,True,-,-,-,-,True,False,False,-
88,-,-,-,True,-,-,-,-,True,False,False,-
89,-,-,-,True,-,-,-,-,True,False,False,-
90,-,-,-,False,-,-,-,-,True,False,False,-
91,-,-,-,True,-,-,-,-,True,False,False,-
92,-,-,-,False,-,-,-,-,False,False,False,-
93,-,-,-,False,-,-,-,-,False,False,False,-
94,-,-,-,True,-,-,-,-,True,False,True,-
95,-,-,-,False,-,-,-,-,True,False,False,-
96,-,-,-,True,-,-,-,-,True,False,False,-
97,-,-,-,True,-,-,-,-,True,False,False,-
98,-,-,-,False,-,-,-,-,True,False,False,-
99,-,-,-,True,-,-,-,-,True,False,False,-
100,-,-,-,False,-,-,-,-,True,False,False,-
101,-,-,-,True,-,-,-,-,True,False,False,-
102,-,-,-,False,-,-,-,-,True,False,False,-
103,-,-,-,False,-,-,-,-,True,False,False,-
104,-,-,-,True,-,-,-,-,True,False,False,-
105,-,-,-,False,-,-,-,-,True,False,False,-
106,-,-,-,False,-,-,-,-,True,False,False,-
107,-,-,-,False,-,-,-,-,True,False,False,-
108,-,-,-,True,-,-,-,-,True,False,True,-
109,-,-,-,False,-,-,-,-,True,False,False,-
110,-,-,-,True,-,-,-,-,True,False,True,-
111,-,-,-,False,-,-,-,-,True,False,False,-
112,-,-,-,True,-,-,-,-,True,False,True,-
113,-,-,-,False,-,-,-,-,True,False,False,-
114,-,-,-,True,-,-,-,-,True,False,False,-
115,-,-,-,False,-,-,-,-,True,False,False,-
116,-,-,-,False,-,-,-,-,False,False,False,-
117,-,-,-,False,-,-,-,-,True,False,False,-
118,-,-,-,True,-,-,-,-,True,False,False,-
119,-,-,-,False,-,-,-,-,True,False,False,-
120,-,-,-,True,-,-,-,-,True,False,False,-
121,-,-,-,True,-,-,-,-,True,False,False,-
122,-,-,-,False,-,-,-,-,True,False,False,-
123,-,-,-,True,-,-,-,-,True,False,False,-
124,-,-,-,True,-,-,-,-,True,False,True,-
125,-,-,-,False,-,-,-,-,True,False,True,-
126,-,-,-,False,-,-,-,-,True,False,True,-
127,-,-,-,False,-,-,-,-,True,False,True,-
128,-,-,-,False,-,-,-,-,False,False,False,-
129,-,-,-,False,-,-,-,-,True,False,False,-
130,-,-,-,False,-,-,-,-,True,False,False,-
131,-,-,-,False,-,-,-,-,True,False,False,-
132,-,-,-,False,-,-,-,-,False,False,False,-
133,-,-,-,False,-,-,-,-,False,False,False,-
134,-,-,-,False,-,-,-,-,True,False,True,-
135,-,-,-,True,-,-,-,-,True,False,False,-
136,-,-,-,False,-,-,-,-,True,False,True,-
137,-,-,-,True,-,-,-,-,True,False,False,-
138,-,-,-,False,-,-,-,-,True,False,False,-
139,-,-,-,True,-,-,-,-,True,False,False,-
140,-,-,-,False,-,-,-,-,True,False,True,-
141,-,-,-,True,-,-,-,-,True,False,False,-
142,-,-,-,False,-,-,-,-,True,False,False,-
143,-,-,-,True,-,-,-,-,True,False,False,-
144,-,-,-,True,-,-,-,-,True,False,False,-
145,-,-,-,False,-,-,-,-,True,False,False,-
146,-,-,-,True,-,-,-,-,True,False,False,-
147,-,-,-,False,-,-,-,-,True,False,False,-
148,-,-,-,False,-,-,-,-,True,False,False,-
149,-,-,-,False,-,-,-,-,True,False,False,-
150,-,-,-,True,-,-,-,-,True,False,False,-
151,-,-,-,True,-,-,-,-,True,False,False,-
152,-,-,-,False,-,-,-,-,True,False,False,-
153,-,-,-,False,-,-,-,-,True,False,False,-
154,-,-,-,False,-,-,-,-,True,False,False,-
155,-,-,-,False,-,-,-,-,True,False,False,-
156,-,-,-,False,-,-,-,-,True,False,False,-
157,-,-,-,False,-,-,-,-,True,False,False,-
158,-,-,-,True,-,-,-,-,True,False,False,-
159,-,-,-,True,-,-,-,-,True,False,False,-
160,-,-,-,False,-,-,-,-,True,False,False,-
161,-,-,-,True,-,-,-,-,True,False,False,-
162,-,-,-,False,-,-,-,-,True,False,False,-
163,-,-,-,False,-,-,-,-,True,False,False,-
164,-,-,-,True,-,-,-,-,True,False,False,-
165,-,-,-,False,-,-,-,-,True,False,False,-
166,-,-,-,False,-,-,-,-,True,False,False,-
167,-,-,-,False,-,-,-,-,True,False,False,-
168,-,-,-,True,-,-,-,-,True,False,False,-
169,-,-,-,True,-,-,-,-,True,False,False,-
170,-,-,-,True,-,-,-,-,True,False,False,-
171,-,-,-,True,-,-,-,-,True,False,False,-
172,-,-,-,False,-,-,-,-,True,False,False,-
173,-,-,-,False,-,-,-,-,True,False,False,-
174,-,-,-,False,-,-,-,-,True,False,True,-
175,-,-,-,False,-,-,-,-,True,False,False,-
176,-,-,-,False,-,-,-,-,True,False,False,-
177,-,-,-,False,-,-,-,-,True,False,False,-
178,-,-,-,True,-,-,-,-,True,False,False,-
179,-,-,-,True,-,-,-,-,True,False,False,-
180,-,-,-,True,-,-,-,-,True,False,False,-
181,-,-,-,True,-,-,-,-,True,False,False,-
182,-,-,-,False,-,-,-,-,True,False,False,-
183,-,-,-,False,-,-,-,-,True,False,False,-
184,-,-,-,False,-,-,-,-,True,False,False,-
185,-,-,-,False,-,-,-,-,True,False,False,-
186,-,-,-,True,-,-,-,-,True,False,False,-
187,-,-,-,True,-,-,-,-,True,False,False,-
188,-,-,-,True,-,-,-,-,True,False,False,-
189,-,-,-,True,-,-,-,-,True,False,False,-
190,-,-,-,True,-,-,-,-,True,False,False,-
191,-,-,-,True,-,-,-,-,True,False,False,-
192,-,-,-,True,-,-,-,-,True,False,False,-
193,-,-,-,True,-,-,-,-,True,False,False,-
194,-,-,-,False,-,-,-,-,True,False,False,-
195,-,-,-,True,-,-,-,-,True,False,False,-
196,-,-,-,False,-,-,-,-,True,False,False,-
197,-,-,-,True,-,-,-,-,True,False,False,-
198,-,-,-,True,-,-,-,-,True,False,False,-
199,-,-,-,True,-,-,-,-,True,False,False,-
200,-,-,-,True,-,-,-,-,True,False,False,-
201,-,-,-,True,-,-,-,-,True,False,False,-
202,-,-,-,False,-,-,-,-,True,False,False,-
203,-,-,-,True,-,-,-,-,True,False,False,-
204,-,-,-,True,-,-,-,-,True,False,False,-
205,-,-,-,True,-,-,-,-,True,False,False,-
206,-,-,-,False,-,-,-,-,True,False,False,-
207,-,-,-,False,-,-,-,-,True,False,False,-
208,-,-,-,True,-,-,-,-,True,False,False,-
209,-,-,-,False,-,-,-,-,True,False,False,-
210,-,-,-,True,-,-,-,-,True,False,False,-
211,-,-,-,False,-,-,-,-,True,False,False,-
212,-,-,-,False,-,-,-,-,True,False,False,-
213,-,-,-,True,-,-,-,-,True,False,False,-
214,-,-,-,False,-,-,-,-,True,False,False,-
215,-,-,-,True,-,-,-,-,True,False,False,-
216,-,-,-,False,-,-,-,-,True,False,False,-
217,-,-,-,False,-,-,-,-,True,False,False,-
218,-,-,-,True,-,-,-,-,True,False,False,-
219,-,-,-,False,-,-,-,-,True,False,False,-
220,-,-,-,False,-,-,-,-,True,False,False,-
221,-,-,-,False,-,-,-,-,True,False,False,-
222,-,-,-,False,-,-,-,-,True,False,False,-
223,-,-,-,False,-,-,-,-,True,False,False,-
224,-,-,-,True,-,-,-,-,True,False,False,-
225,-,-,-,True,-,-,-,-,True,False,False,-
226,-,-,-,False,-,-,-,-,True,False,True,-
227,-,-,-,True,-,-,-,-,True,False,False,-
228,-,-,-,False,-,-,-,-,True,False,False,-
229,-,-,-,True,-,-,-,-,True,False,False,-
230,-,-,-,True,-,-,-,-,True,False,False,-
231,-,-,-,True,-,-,-,-,True,False,False,-
232,-,-,-,False,-,-,-,-,True,False,False,-
233,-,-,-,False,-,-,-,-,True,False,False,-
234,-,-,-,True,-,-,-,-,True,False,False,-
235,-,-,-,False,-,-,-,-,True,False,False,-
236,-,-,-,False,-,-,-,-,True,False,False,-
237,-,-,-,True,-,-,-,-,True,False,False,-
238,-,-,-,False,-,-,-,-,True,False,False,-
239,-,-,-,True,-,-,-,-,True,False,False,-
240,-,-,-,False,-,-,-,-,True,False,False,-
241,-,-,-,True,-,-,-,-,True,False,False,-
242,-,-,-,False,-,-,-,-,True,False,False,-
243,-,-,-,True,-,-,-,-,True,False,False,-
244,-,-,-,False,-,-,-,-,True,False,False,-
245,-,-,-,True,-,-,-,-,True,False,False,-
246,-,-,-,True,-,-,-,-,True,False,False,-
247,-,-,-,False,-,-,-,-,True,False,False,-
248,-,-,-,False,-,-,-,-,True,False,False,-
249,-,-,-,False,-,-,-,-,True,False,False,-
250,-,-,-,True,-,-,-,-,True,False,False,-
251,-,-,-,False,-,-,-,-,True,False,False,-
252,-,-,-,False,-,-,-,-,True,False,False,-
253,-,-,-,False,-,-,-,-,True,False,False,-
254,-,-,-,True,-,-,-,-,True,False,False,-
