0,False,-,-,-,-,-,-,-,-,-,False,-
1,False,-,-,-,-,-,-,-,-,-,False,-
2,False,-,-,-,-,-,-,-,-,-,False,-
3,False,-,-,-,-,-,-,-,-,-,False,-
4,False,-,-,-,-,-,-,-,-,-,False,-
5,False,-,-,-,-,-,-,-,-,-,False,-
6,False,-,-,-,-,-,-,-,-,-,False,-
7,False,-,-,-,-,-,-,-,-,-,False,-
8,False,-,-,-,-,-,-,-,-,-,False,-
9,False,-,-,-,-,-,-,-,-,-,False,-
10,False,-,-,-,-,-,-,-,-,-,False,-
11,False,-,-,-,-,-,-,-,-,-,False,-
12,False,-,-,-,-,-,-,-,-,-,False,-
13,False,-,-,-,-,-,-,-,-,-,False,-
14,False,-,-,-,-,-,-,-,-,-,False,-
15,False,-,-,-,-,-,-,-,-,-,False,-
16,False,-,-,-,-,-,-,-,-,-,False,-
17,False,-,-,-,-,-,-,-,-,-,False,-
18,False,-,-,-,-,-,-,-,-,-,False,-
19,False,-,-,-,-,-,-,-,-,-,False,-
20,False,-,-,-,-,-,-,-,-,-,False,-
21,False,-,-,-,-,-,-,-,-,-,False,-
22,False,-,-,-,-,-,-,-,-,-,False,-
23,False,-,-,-,-,-,-,-,-,-,False,-
24,False,-,-,-,-,-,-,-,-,-,False,-
25,False,-,-,-,-,-,-,-,-,-,False,-
26,False,-,-,-,-,-,-,-,-,-,False,-
27,False,-,-,-,-,-,-,-,-,-,False,-
28,False,-,-,-,-,-,-,-,-,-,False,-
29,False,-,-,-,-,-,-,-,-,-,False,-
30,False,-,-,-,-,-,-,-,-,-,False,-
31,False,-,-,-,-,-,-,-,-,-,False,-
32,False,-,-,-,-,-,-,-,-,-,False,-
33,False,-,-,-,-,-,-,-,-,-,False,-
34,False,-,-,-,-,-,-,-,-,-,False,-
35,False,-,-,-,-,-,-,-,-,-,False,-
36,False,-,-,-,-,-,-,-,-,-,False,-
37,False,-,-,-,-,-,-,-,-,-,False,-
38,False,-,-,-,-,-,-,-,-,-,False,-
39,False,-,-,-,-,-,-,-,-,-,False,-
40,False,-,-,-,-,-,-,-,-,-,False,-
41,False,-,-,-,-,-,-,-,-,-,False,-
42,False,-,-,-,-,-,-,-,-,-,False,-
43,True,-,-,-,-,-,-,-,-,-,False,-
44,False,-,-,-,-,-,-,-,-,-,False,-
45,True,-,-,-,-,-,-,-,-,-,False,-
46,False,-,-,-,-,-,-,-,-,-,False,-
47,True,-,-,-,-,-,-,-,-,-,False,-
48,True,-,-,-,-,-,-,-,-,-,False,-
49,True,-,-,-,-,-,-,-,-,-,False,-
50,True,-,-,-,-,-,-,-,-,-,False,-
51,True,-,-,-,-,-,-,-,-,-,False,-
52,True,-,-,-,-,-,-,-,-,-,False,-
53,True,-,-,-,-,-,-,-,-,-,False,-
54,False,-,-,-,-,-,-,-,-,-,False,-
55,True,-,-,-,-,-,-,-,-,-,False,-
56,False,-,-,-,-,-,-,-,-,-,False,-
57,True,-,-,-,-,-,-,-,-,-,False,-
58,False,-,-,-,-,-,-,-,-,-,False,-
59,True,-,-,-,-,-,-,-,-,-,False,-
60,False,-,-,-,-,-,-,-,-,-,False,-
61,False,-,-,-,-,-,-,-,-,-,False,-
62,False,-,-,-,-,-,-,-,-,-,False,-
63,False,-,-,-,-,-,-,-,-,-,False,-
64,True,-,-,-,-,-,-,-,-,-,False,-
65,True,-,-,-,-,-,-,-,-,-,False,-
66,False,-,-,-,-,-,-,-,-,-,True,-
67,True,-,-,-,-,-,-,-,-,-,True,-
68,True,-,-,-,-,-,-,-,-,-,True,-
69,True,-,-,-,-,-,-,-,-,-,True,-
70,False,-,-,-,-,-,-,-,-,-,True,-
71,True,-,-,-,-,-,-,-,-,-,True,-
72,False,-,-,-,-,-,-,-,-,-,True,-
73,True,-,-,-,-,-,-,-,-,-,True,-
74,False,-,-,-,-,-,-,-,-,-,True,-
75,True,-,-,-,-,-,-,-,-,-,True,-
76,True,-,-,-,-,-,-,-,-,-,True,-
77,True,-,-,-,-,-,-,-,-,-,True,-
78,True,-,-,-,-,-,-,-,-,-,False,-
79,True,-,-,-,-,-,-,-,-,-,True,-
80,True,-,-,-,-,-,-,-,-,-,True,-
81,True,-,-,-,-,-,-,-,-,-,True,-
82,True,-,-,-,-,-,-,-,-,-,False,-
83,True,-,-,-,-,-,-,-,-,-,True,-
84,False,-,-,-,-,-,-,-,-,-,False,-
85,True,-,-,-,-,-,-,-,-,-,True,-
86,False,-,-,-,-,-,-,-,-,-,False,-
87,True,-,-,-,-,-,-,-,-,-,True,-
88,True,-,-,-,-,-,-,-,-,-,False,-
89,True,-,-,-,-,-,-,-,-,-,False,-
90,True,-,-,-,-,-,-,-,-,-,True,-
91,True,-,-,-,-,-,-,-,-,-,False,-
92,True,-,-,-,-,-,-,-,-,-,True,-
93,True,-,-,-,-,-,-,-,-,-,False,-
94,False,-,-,-,-,-,-,-,-,-,True,-
95,True,-,-,-,-,-,-,-,-,-,False,-
96,False,-,-,-,-,-,-,-,-,-,False,-
97,True,-,-,-,-,-,-,-,-,-,False,-
98,False,-,-,-,-,-,-,-,-,-,True,-
99,True,-,-,-,-,-,-,-,-,-,False,-
100,True,-,-,-,-,-,-,-,-,-,True,-
