Step,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12
0,True,True,False,True,False,False,True,False,True,False,False,True
1,True,True,False,True,False,False,True,False,True,False,False,True
2,True,True,False,True,False,False,True,False,True,False,False,True
3,True,True,False,True,False,False,True,False,True,False,False,True
4,True,True,False,True,False,False,True,False,True,False,False,True
5,True,True,False,True,False,False,True,False,True,False,False,True
6,True,True,False,True,False,False,True,False,True,False,False,True
7,True,True,False,True,False,False,True,False,True,False,False,True
8,True,True,False,True,False,False,True,False,True,False,False,True
9,True,True,False,True,False,False,True,False,True,False,False,True
10,True,True,False,True,False,False,True,False,True,False,False,True
11,True,True,False,True,False,False,True,False,True,False,False,True
12,True,True,False,True,False,False,True,False,True,False,False,True
13,True,True,False,True,False,False,True,False,True,False,False,True
14,True,True,False,True,False,False,True,False,True,False,False,True
15,True,True,False,True,False,False,True,False,True,False,False,True
16,True,True,False,True,False,False,True,False,True,False,False,True
17,True,True,False,True,False,False,True,False,True,False,False,True
18,True,True,False,True,False,False,True,False,True,False,False,True
19,True,True,False,True,False,False,True,False,True,False,False,True
20,True,True,False,True,False,False,True,False,True,False,False,True
21,True,True,False,True,False,False,True,False,True,False,False,True
22,True,True,False,True,False,False,True,False,True,False,False,True
23,True,True,False,True,False,False,True,False,True,False,False,True
24,True,True,False,True,False,False,True,False,True,False,False,True
25,True,True,False,True,False,False,True,False,True,False,False,True
26,True,True,False,True,False,False,True,False,True,False,False,True
27,True,True,False,True,False,False,True,False,True,False,False,True
28,True,True,False,True,False,False,True,False,True,False,False,True
29,True,True,False,True,False,False,True,False,True,False,False,True
30,True,True,False,True,False,False,True,False,True,False,False,True
31,True,True,False,True,False,False,True,False,True,False,False,True
32,True,True,False,True,False,False,True,False,True,False,False,True
33,True,True,False,True,False,False,True,False,True,False,False,True
34,True,True,False,True,False,False,True,False,True,False,False,True
35,True,True,False,True,False,False,True,False,True,False,False,True
36,True,True,False,True,False,False,True,False,True,False,False,True
37,True,True,False,True,False,False,True,False,True,False,False,True
38,True,True,False,True,False,False,True,False,True,False,False,True
39,True,True,False,True,False,False,True,False,True,False,False,True
40,True,True,False,True,False,False,True,False,True,False,False,True
41,True,True,False,True,False,False,True,False,True,False,False,True
42,True,True,False,True,False,False,True,False,True,False,False,True
43,True,True,False,True,False,False,True,False,True,False,False,True
44,True,True,False,True,False,False,True,False,True,False,False,True
45,True,True,False,True,False,False,True,False,True,False,False,True
46,True,True,False,True,False,False,True,False,True,False,False,True
47,True,True,False,True,False,False,True,False,True,False,False,True
48,True,True,False,True,False,False,True,False,True,False,False,True
49,True,True,False,True,False,False,True,False,True,False,False,True
50,True,True,False,True,False,False,True,False,True,False,False,True
51,True,True,False,True,False,False,True,False,True,False,False,True
52,True,True,False,True,False,False,True,False,True,False,False,True
53,True,True,False,True,False,False,True,False,True,False,False,True
54,True,True,False,True,False,False,True,False,True,False,False,True
55,True,True,False,True,False,False,True,False,True,False,False,True
56,True,True,False,True,False,False,True,False,True,False,False,True
57,True,True,False,True,False,False,True,False,True,False,False,True
58,True,True,False,True,False,False,True,False,True,False,False,True
59,True,True,False,True,False,False,True,False,True,False,False,True
60,True,True,False,True,False,False,True,False,True,False,False,True
61,True,True,False,True,False,False,True,False,True,False,False,True
62,True,True,False,True,False,False,True,False,True,False,False,True
63,True,True,False,True,False,False,True,False,True,False,False,True
64,True,True,False,True,False,False,True,False,True,False,False,True
65,True,True,False,True,False,False,True,False,True,False,False,True
66,True,True,False,True,False,False,True,False,True,False,False,True
67,True,True,False,True,False,False,True,False,True,False,False,True
68,True,True,False,True,False,False,True,False,True,False,False,True
69,True,True,False,True,False,False,True,False,True,False,False,True
70,True,True,False,True,False,False,True,False,True,False,False,True
71,True,True,False,True,False,False,True,False,True,False,False,True
72,True,True,False,True,False,False,True,False,True,False,False,True
73,True,True,False,True,False,False,True,False,True,False,False,True
74,True,True,False,True,False,False,True,False,True,False,False,True
75,True,True,False,True,False,False,True,False,True,False,False,True
76,True,True,False,True,False,False,True,False,True,False,False,True
77,True,True,False,True,False,False,True,False,True,False,False,True
78,True,True,False,True,False,False,True,False,True,False,False,True
79,True,True,False,True,False,False,True,False,True,False,False,True
80,True,True,False,True,False,False,True,False,True,False,False,True
81,True,True,False,True,False,False,True,False,True,False,False,True
82,True,True,False,True,False,False,True,False,True,False,False,True
83,True,True,False,True,False,False,True,False,True,False,False,True
84,True,True,False,True,False,False,True,False,True,False,False,True
85,True,True,False,True,False,False,True,False,True,False,False,True
86,True,True,False,True,False,False,True,False,True,False,False,True
87,True,True,False,True,False,False,True,False,True,False,False,True
88,True,True,False,True,False,False,True,False,True,False,False,True
89,True,True,False,True,False,False,True,False,True,False,False,True
90,True,True,False,True,False,False,True,False,True,False,False,True
91,True,True,False,True,False,False,True,False,True,False,False,True
92,True,True,False,True,False,False,True,False,True,False,False,True
93,True,True,False,True,False,False,True,False,True,False,False,True
94,True,True,False,True,False,False,True,False,True,False,False,True
95,True,True,False,True,False,False,True,False,True,False,False,True
96,True,True,False,True,False,False,True,False,True,False,False,True
97,True,True,False,True,False,False,True,False,True,False,False,True
98,True,True,False,True,False,False,True,False,True,False,False,True
99,True,True,False,True,False,False,True,False,True,False,False,True
100,True,True,False,True,False,False,True,False,True,False,False,True
101,True,True,False,True,False,False,True,False,True,False,False,True
102,True,True,False,True,False,False,True,False,True,False,False,True
103,True,True,False,True,False,False,True,False,True,False,False,True
104,True,True,False,True,False,False,True,False,True,False,False,True
105,True,True,False,True,False,False,True,False,True,False,False,True
106,True,True,False,True,False,False,True,False,True,False,False,True
107,True,True,False,True,False,False,True,False,True,False,False,True
108,True,True,False,True,False,False,True,False,True,False,False,True
109,True,True,False,True,False,False,True,False,True,False,False,True
110,True,True,False,True,False,False,True,False,True,False,False,True
111,True,True,False,True,False,False,True,False,True,False,False,True
112,True,True,False,True,False,False,True,False,True,False,False,True
113,True,True,False,True,False,False,True,False,True,False,False,True
114,True,True,False,True,False,False,True,False,True,False,False,True
115,True,True,False,True,False,False,True,False,True,False,False,True
116,True,True,False,True,False,False,True,False,True,False,False,True
117,True,True,False,True,False,False,True,False,True,False,False,True
118,True,True,False,True,False,False,True,False,True,False,False,True
119,True,True,False,True,False,False,True,False,True,False,False,True
120,True,True,False,True,False,False,True,False,True,False,False,True
121,True,True,False,True,False,False,True,False,True,False,False,True
122,True,True,False,True,False,False,True,False,True,False,False,True
123,True,True,False,True,False,False,True,False,True,False,False,True
124,True,True,False,True,False,False,True,False,True,False,False,True
125,True,True,False,True,False,False,True,False,True,False,False,True
