0,False,False,False,-,False,False,False,False,-,False,False,False
1,False,False,False,-,False,False,False,False,-,False,False,False
2,False,False,False,-,False,False,False,False,-,False,False,False
3,False,False,False,-,False,False,False,False,-,False,False,False
4,False,False,False,-,False,False,False,False,-,False,False,False
5,False,False,False,-,False,False,False,False,-,False,False,False
6,False,False,False,-,False,False,False,False,-,False,False,False
7,False,False,False,-,False,False,False,False,-,False,False,False
8,False,False,False,-,False,False,False,False,-,False,False,False
9,False,False,False,-,False,False,False,False,-,False,False,False
10,False,False,False,-,False,False,False,False,-,False,False,False
11,False,False,False,-,False,False,False,False,-,False,False,False
12,False,False,False,-,False,False,False,False,-,False,False,False
13,False,False,False,-,False,False,False,False,-,False,False,False
14,False,False,False,-,False,True,False,False,-,False,False,False
15,False,False,False,-,False,True,False,False,-,False,False,False
16,False,True,True,-,False,True,False,False,-,False,False,False
17,False,True,True,-,False,True,False,False,-,False,False,False
18,True,True,True,-,False,True,False,False,-,True,False,False
19,True,True,True,-,False,True,False,False,-,True,False,False
20,True,True,True,-,False,True,False,False,-,True,False,False
21,True,True,True,-,False,True,False,False,-,True,False,False
22,True,True,True,-,False,True,False,False,-,True,False,False
23,True,True,True,-,False,False,False,False,-,True,False,False
24,True,False,False,-,False,False,False,False,-,True,False,False
25,True,False,False,-,False,False,False,False,-,True,False,False
26,True,False,False,-,False,False,False,False,-,False,False,False
27,True,False,False,-,False,False,False,False,-,False,False,False
28,True,False,False,-,False,False,False,False,-,False,False,False
29,True,False,False,-,False,False,False,False,-,False,False,False
30,True,False,False,-,False,False,False,False,-,False,False,False
31,True,False,False,-,False,False,False,False,-,False,False,False
32,False,False,False,-,False,False,False,False,-,False,False,False
33,False,False,False,-,False,False,False,False,-,False,False,False
34,False,False,False,-,False,False,False,False,-,False,True,False
35,False,False,False,-,False,False,False,False,-,False,True,False
36,False,False,False,-,False,False,False,False,-,False,True,False
37,False,False,False,-,False,False,False,False,-,False,True,False
38,False,False,False,-,True,False,False,False,-,False,False,False
39,False,False,False,-,False,False,False,False,-,False,True,False
40,False,False,False,-,True,False,False,False,-,False,False,False
41,False,False,False,-,False,False,False,False,-,False,False,False
42,False,False,False,-,True,False,False,False,-,False,False,False
43,False,False,False,-,False,False,False,False,-,False,False,False
44,False,False,False,-,True,False,False,False,-,False,False,False
45,False,False,False,-,False,False,False,False,-,False,False,False
46,False,False,False,-,False,False,True,False,-,False,False,False
47,False,False,False,-,False,False,False,False,-,False,False,False
48,False,False,False,-,True,False,True,False,-,False,False,False
49,False,False,False,-,False,False,True,False,-,False,False,False
50,False,False,False,-,True,False,True,False,-,False,False,False
51,False,False,False,-,False,False,True,False,-,False,False,False
52,False,False,False,-,True,False,True,False,-,False,False,False
53,False,False,False,-,False,False,True,False,-,False,False,False
54,False,False,False,-,True,False,True,False,-,False,False,False
55,False,False,False,-,True,False,True,False,-,False,False,False
56,False,False,False,-,True,False,True,False,-,False,False,False
57,False,False,False,-,True,False,True,False,-,False,False,False
58,False,False,False,-,True,False,True,False,-,False,False,False
59,False,False,False,-,True,False,True,False,-,False,False,False
60,False,False,False,-,True,False,True,False,-,False,False,False
61,False,False,False,-,True,False,True,False,-,False,False,False
62,False,False,False,-,True,False,True,False,-,False,False,False
63,False,False,False,-,True,False,True,False,-,False,False,False
64,False,False,False,-,True,False,False,False,-,False,False,False
65,False,False,False,-,True,False,True,False,-,False,False,False
66,False,False,False,-,True,False,True,False,-,False,False,False
67,False,False,False,-,True,False,True,False,-,False,False,False
