0,False,False,-,False,False,False,-,-,False,-,False,-
1,False,False,-,False,False,False,-,-,False,-,False,-
2,False,False,-,False,False,False,-,-,False,-,False,-
3,False,False,-,False,False,False,-,-,False,-,False,-
4,False,False,-,False,False,False,-,-,False,-,False,-
5,False,False,-,False,False,False,-,-,False,-,False,-
6,False,False,-,False,False,False,-,-,False,-,False,-
7,False,False,-,False,False,False,-,-,False,-,False,-
8,False,False,-,False,False,False,-,-,False,-,False,-
9,False,False,-,False,False,False,-,-,False,-,False,-
10,False,False,-,False,False,False,-,-,False,-,False,-
11,False,False,-,False,False,False,-,-,False,-,False,-
12,False,False,-,False,False,False,-,-,False,-,False,-
13,False,False,-,False,False,False,-,-,False,-,False,-
14,False,False,-,False,False,True,-,-,False,-,False,-
15,False,False,-,False,False,True,-,-,False,-,False,-
16,False,True,-,False,False,True,-,-,False,-,False,-
17,False,True,-,False,False,True,-,-,False,-,False,-
18,True,True,-,False,False,True,-,-,False,-,False,-
19,True,True,-,False,False,True,-,-,False,-,False,-
20,True,True,-,False,False,True,-,-,False,-,False,-
21,True,True,-,False,False,True,-,-,False,-,False,-
22,True,False,-,False,False,False,-,-,False,-,False,-
23,True,True,-,False,False,False,-,-,False,-,False,-
24,True,False,-,False,False,False,-,-,False,-,False,-
25,True,False,-,False,False,False,-,-,False,-,False,-
26,False,False,-,False,False,False,-,-,False,-,False,-
27,False,False,-,False,False,False,-,-,False,-,False,-
28,False,False,-,False,False,False,-,-,False,-,False,-
29,False,False,-,False,False,False,-,-,False,-,False,-
30,False,False,-,False,False,False,-,-,False,-,False,-
31,False,False,-,False,False,False,-,-,False,-,False,-
32,False,False,-,False,False,False,-,-,False,-,False,-
33,False,False,-,False,False,False,-,-,False,-,False,-
34,False,False,-,False,False,False,-,-,False,-,False,-
35,False,False,-,False,False,False,-,-,False,-,False,-
36,False,False,-,False,False,False,-,-,False,-,False,-
37,False,False,-,False,False,False,-,-,False,-,False,-
38,False,False,-,False,False,False,-,-,False,-,False,-
39,False,False,-,False,False,False,-,-,False,-,False,-
40,False,False,-,False,False,False,-,-,False,-,False,-
41,False,False,-,False,False,False,-,-,False,-,False,-
42,False,False,-,False,False,False,-,-,False,-,False,-
43,False,False,-,False,False,False,-,-,False,-,False,-
44,False,False,-,False,False,False,-,-,False,-,False,-
45,False,False,-,False,False,False,-,-,False,-,False,-
46,False,False,-,False,False,False,-,-,False,-,False,-
47,False,False,-,False,False,False,-,-,False,-,False,-
48,False,False,-,False,False,False,-,-,False,-,True,-
49,False,False,-,False,False,False,-,-,False,-,True,-
50,False,False,-,False,False,False,-,-,False,-,True,-
51,False,False,-,False,False,False,-,-,False,-,True,-
52,False,False,-,False,False,False,-,-,False,-,True,-
53,False,False,-,False,False,False,-,-,False,-,True,-
54,False,False,-,False,False,False,-,-,False,-,True,-
55,False,False,-,False,False,False,-,-,False,-,True,-
56,False,False,-,False,False,False,-,-,True,-,True,-
57,False,False,-,False,False,False,-,-,False,-,True,-
58,False,False,-,False,False,False,-,-,True,-,True,-
59,False,False,-,False,False,False,-,-,False,-,True,-
60,False,False,-,False,True,False,-,-,True,-,True,-
61,False,False,-,False,False,False,-,-,True,-,True,-
62,False,False,-,False,False,False,-,-,True,-,True,-
63,False,False,-,False,False,False,-,-,True,-,True,-
64,False,False,-,False,False,False,-,-,True,-,True,-
65,False,False,-,False,False,False,-,-,True,-,True,-
66,False,False,-,False,True,False,-,-,True,-,True,-
67,False,False,-,False,False,False,-,-,True,-,True,-
68,False,False,-,False,False,False,-,-,True,-,True,-
69,False,False,-,False,False,False,-,-,True,-,True,-
70,False,False,-,False,False,False,-,-,True,-,True,-
71,False,False,-,False,False,False,-,-,True,-,True,-
72,False,False,-,False,False,False,-,-,True,-,True,-
73,False,False,-,False,False,False,-,-,True,-,True,-
74,False,False,-,False,False,False,-,-,True,-,True,-
75,False,False,-,False,False,False,-,-,True,-,True,-
76,False,False,-,False,False,False,-,-,True,-,True,-
77,False,False,-,False,False,False,-,-,True,-,True,-
78,False,False,-,False,True,False,-,-,True,-,True,-
79,False,False,-,False,False,False,-,-,True,-,True,-
80,False,False,-,False,False,False,-,-,True,-,False,-
81,False,False,-,False,False,False,-,-,True,-,True,-
82,False,False,-,False,False,False,-,-,True,-,True,-
83,False,False,-,False,False,False,-,-,True,-,False,-
84,False,False,-,False,True,False,-,-,True,-,False,-
85,False,False,-,False,False,False,-,-,True,-,False,-
86,False,False,-,False,False,False,-,-,True,-,True,-
87,False,False,-,False,False,False,-,-,True,-,True,-
88,False,False,-,False,True,False,-,-,True,-,True,-
89,False,False,-,False,False,False,-,-,True,-,True,-
90,False,False,-,False,False,False,-,-,True,-,True,-
91,False,False,-,False,False,False,-,-,True,-,True,-
92,False,False,-,False,True,False,-,-,True,-,True,-
93,False,False,-,False,False,False,-,-,True,-,True,-
94,False,False,-,False,False,False,-,-,True,-,True,-
95,False,False,-,False,False,False,-,-,True,-,True,-
96,False,False,-,False,True,False,-,-,True,-,True,-
97,False,False,-,False,False,False,-,-,True,-,True,-
98,False,False,-,False,False,False,-,-,True,-,True,-
99,False,False,-,False,False,False,-,-,True,-,True,-
100,False,False,-,False,True,False,-,-,True,-,True,-
101,False,False,-,False,False,False,-,-,True,-,True,-
102,False,False,-,False,False,False,-,-,True,-,True,-
103,False,False,-,False,False,False,-,-,True,-,True,-
104,False,False,-,False,True,False,-,-,True,-,True,-
105,False,False,-,False,False,False,-,-,True,-,False,-
106,False,False,-,False,False,False,-,-,True,-,True,-
107,False,False,-,False,False,False,-,-,True,-,True,-
108,False,False,-,False,False,False,-,-,True,-,True,-
109,False,False,-,False,False,False,-,-,True,-,True,-
110,False,False,-,False,False,False,-,-,True,-,True,-
111,False,False,-,False,False,False,-,-,True,-,True,-
112,False,False,-,False,False,False,-,-,True,-,True,-
113,False,False,-,False,False,False,-,-,True,-,True,-
114,False,False,-,False,True,False,-,-,True,-,True,-
115,False,False,-,False,False,False,-,-,True,-,True,-
116,False,False,-,False,True,False,-,-,True,-,True,-
117,False,False,-,False,False,False,-,-,True,-,True,-
118,False,False,-,False,False,False,-,-,True,-,True,-
119,False,False,-,False,False,False,-,-,True,-,True,-
120,False,False,-,False,True,False,-,-,True,-,True,-
121,False,False,-,False,False,False,-,-,True,-,True,-
122,False,False,-,False,False,False,-,-,True,-,True,-
123,False,False,-,False,False,False,-,-,True,-,True,-
124,False,False,-,False,True,False,-,-,True,-,True,-
125,False,False,-,False,False,False,-,-,True,-,True,-
126,False,False,-,False,True,False,-,-,True,-,True,-
127,False,False,-,False,False,False,-,-,True,-,True,-
128,False,False,-,False,True,False,-,-,True,-,False,-
129,False,False,-,False,False,False,-,-,True,-,True,-
130,False,False,-,False,True,False,-,-,True,-,True,-
131,False,False,-,False,False,False,-,-,True,-,True,-
132,False,False,-,False,True,False,-,-,True,-,True,-
133,False,False,-,False,False,False,-,-,True,-,True,-
134,False,False,-,False,True,False,-,-,True,-,False,-
135,False,False,-,False,False,False,-,-,True,-,True,-
136,False,False,-,False,False,False,-,-,True,-,True,-
137,False,False,-,False,False,False,-,-,True,-,True,-
138,False,False,-,False,True,False,-,-,True,-,True,-
139,False,False,-,False,False,False,-,-,True,-,True,-
140,False,False,-,False,True,False,-,-,True,-,True,-
141,False,False,-,False,False,False,-,-,True,-,True,-
