0,-,-,False,False,-,False,False,-,-,-,False,False
1,-,-,False,False,-,False,False,-,-,-,False,False
2,-,-,False,False,-,False,False,-,-,-,False,False
3,-,-,False,False,-,False,False,-,-,-,False,False
4,-,-,False,False,-,False,False,-,-,-,False,False
5,-,-,False,False,-,False,False,-,-,-,False,False
6,-,-,False,False,-,False,False,-,-,-,False,False
7,-,-,False,False,-,False,False,-,-,-,False,False
8,-,-,False,False,-,False,False,-,-,-,False,False
9,-,-,False,False,-,False,False,-,-,-,False,False
10,-,-,False,False,-,False,False,-,-,-,False,False
11,-,-,False,False,-,False,False,-,-,-,False,False
12,-,-,False,False,-,False,False,-,-,-,False,False
13,-,-,False,False,-,False,False,-,-,-,False,False
14,-,-,False,False,-,False,False,-,-,-,False,False
15,-,-,False,False,-,False,False,-,-,-,False,False
16,-,-,False,False,-,False,False,-,-,-,False,False
17,-,-,False,False,-,False,False,-,-,-,False,False
18,-,-,False,False,-,False,False,-,-,-,False,False
19,-,-,False,False,-,False,False,-,-,-,False,False
20,-,-,False,False,-,False,False,-,-,-,False,False
21,-,-,False,False,-,False,False,-,-,-,False,False
22,-,-,False,False,-,False,False,-,-,-,False,False
23,-,-,False,False,-,False,False,-,-,-,False,False
24,-,-,True,False,-,True,False,-,-,-,False,False
25,-,-,True,False,-,True,False,-,-,-,False,False
26,-,-,True,False,-,True,False,-,-,-,False,False
27,-,-,True,False,-,True,False,-,-,-,False,False
28,-,-,True,False,-,True,False,-,-,-,False,False
29,-,-,True,False,-,True,False,-,-,-,False,False
30,-,-,True,False,-,True,False,-,-,-,False,False
31,-,-,True,False,-,True,False,-,-,-,False,False
32,-,-,True,False,-,True,False,-,-,-,False,False
33,-,-,True,False,-,True,False,-,-,-,False,False
34,-,-,True,False,-,True,False,-,-,-,False,False
35,-,-,True,False,-,True,False,-,-,-,False,False
36,-,-,True,False,-,True,False,-,-,-,False,False
37,-,-,True,False,-,False,False,-,-,-,False,False
38,-,-,False,False,-,False,False,-,-,-,False,False
39,-,-,True,False,-,False,False,-,-,-,False,False
40,-,-,False,False,-,False,False,-,-,-,True,False
41,-,-,False,False,-,False,False,-,-,-,True,False
42,-,-,False,False,-,False,False,-,-,-,True,False
43,-,-,False,False,-,False,False,-,-,-,True,False
44,-,-,False,False,-,False,False,-,-,-,True,False
45,-,-,False,False,-,False,False,-,-,-,True,False
46,-,-,False,True,-,False,False,-,-,-,True,False
47,-,-,False,True,-,False,False,-,-,-,True,False
48,-,-,False,True,-,False,False,-,-,-,False,False
49,-,-,False,True,-,False,False,-,-,-,False,False
50,-,-,False,True,-,False,True,-,-,-,False,False
51,-,-,False,True,-,False,True,-,-,-,False,False
52,-,-,False,True,-,False,True,-,-,-,False,False
53,-,-,False,True,-,False,True,-,-,-,False,False
54,-,-,False,True,-,False,True,-,-,-,False,False
55,-,-,False,True,-,False,True,-,-,-,False,False
56,-,-,False,True,-,False,True,-,-,-,False,False
57,-,-,False,True,-,False,True,-,-,-,False,False
58,-,-,False,True,-,False,True,-,-,-,False,False
59,-,-,False,True,-,False,True,-,-,-,False,False
60,-,-,False,True,-,False,True,-,-,-,False,False
61,-,-,False,True,-,False,True,-,-,-,False,False
62,-,-,False,True,-,False,True,-,-,-,False,False
63,-,-,False,True,-,False,True,-,-,-,False,False
64,-,-,False,True,-,False,True,-,-,-,False,False
65,-,-,False,True,-,False,True,-,-,-,False,False
66,-,-,False,True,-,False,True,-,-,-,False,False
67,-,-,False,True,-,False,True,-,-,-,False,False
68,-,-,False,True,-,False,True,-,-,-,False,False
69,-,-,False,True,-,False,True,-,-,-,False,False
70,-,-,False,True,-,False,True,-,-,-,False,False
71,-,-,False,True,-,False,True,-,-,-,False,False
72,-,-,False,True,-,False,True,-,-,-,False,False
73,-,-,False,True,-,False,True,-,-,-,False,False
74,-,-,False,True,-,False,True,-,-,-,False,False
75,-,-,False,True,-,False,True,-,-,-,False,False
76,-,-,False,True,-,False,True,-,-,-,False,False
77,-,-,False,True,-,False,True,-,-,-,False,False
78,-,-,False,True,-,False,True,-,-,-,False,False
79,-,-,False,True,-,False,True,-,-,-,False,False
80,-,-,False,True,-,False,True,-,-,-,False,False
