0,False,False,-,-,-,False,False,False,False,False,False,False
1,False,False,-,-,-,False,False,False,False,False,False,False
2,False,False,-,-,-,False,False,False,False,False,False,False
3,False,False,-,-,-,False,False,False,False,False,False,False
4,False,False,-,-,-,False,False,False,False,False,False,False
5,False,False,-,-,-,False,False,False,False,False,False,False
6,False,False,-,-,-,False,False,False,False,False,False,False
7,False,False,-,-,-,False,False,False,False,False,False,False
8,False,False,-,-,-,False,False,False,False,False,False,False
9,False,False,-,-,-,False,False,False,False,False,False,False
10,False,False,-,-,-,False,False,False,False,False,False,False
11,False,False,-,-,-,False,False,False,False,False,False,False
12,False,False,-,-,-,False,False,False,False,False,False,False
13,False,False,-,-,-,False,False,False,False,False,False,False
14,False,False,-,-,-,True,False,False,False,False,False,False
15,False,False,-,-,-,True,False,False,False,False,False,False
16,False,True,-,-,-,True,False,False,False,False,False,False
17,False,True,-,-,-,True,False,False,False,False,False,False
18,True,True,-,-,-,True,False,False,False,True,False,False
19,True,True,-,-,-,True,False,False,False,True,False,False
20,True,True,-,-,-,True,False,False,False,True,False,False
21,True,True,-,-,-,True,False,False,False,True,False,False
22,True,True,-,-,-,True,False,False,False,True,False,False
23,True,True,-,-,-,False,False,False,False,True,False,False
24,True,True,-,-,-,False,False,False,False,True,False,False
25,True,True,-,-,-,False,False,False,False,True,False,False
26,True,True,-,-,-,False,False,False,False,False,False,False
27,True,True,-,-,-,False,False,False,False,False,False,False
28,True,True,-,-,-,False,False,False,False,False,False,False
29,True,True,-,-,-,False,False,False,False,False,False,False
30,True,True,-,-,-,False,False,False,False,False,False,False
31,True,False,-,-,-,False,False,False,False,False,False,False
32,True,False,-,-,-,False,False,False,False,False,False,False
33,True,False,-,-,-,False,False,False,False,False,False,False
34,True,False,-,-,-,False,False,False,False,False,True,False
35,True,False,-,-,-,False,False,False,False,False,False,False
36,True,False,-,-,-,False,False,False,False,False,True,False
37,True,False,-,-,-,False,False,False,False,False,True,False
38,True,False,-,-,-,False,True,False,True,False,True,False
39,False,False,-,-,-,False,True,False,True,False,True,False
40,True,False,-,-,-,False,True,False,True,False,True,False
41,True,False,-,-,-,False,True,False,True,False,True,False
42,True,False,-,-,-,False,False,False,False,False,False,False
43,True,False,-,-,-,False,True,False,True,False,False,False
44,False,False,-,-,-,False,False,False,False,False,False,False
45,False,False,-,-,-,False,True,False,False,False,False,False
46,False,False,-,-,-,False,False,False,False,False,False,False
47,False,False,-,-,-,False,True,False,False,False,False,False
48,False,False,-,-,-,False,False,False,False,False,False,False
49,False,False,-,-,-,False,True,False,False,False,False,False
50,False,False,-,-,-,False,False,False,False,False,False,False
51,False,False,-,-,-,False,True,False,False,False,False,False
52,False,False,-,-,-,False,True,False,False,False,False,False
53,False,False,-,-,-,False,True,False,False,False,False,False
54,False,False,-,-,-,False,False,False,False,False,False,False
55,False,False,-,-,-,False,True,False,False,False,False,False
56,False,False,-,-,-,False,False,False,False,False,False,False
57,False,False,-,-,-,False,True,False,False,False,False,False
58,False,False,-,-,-,False,False,False,False,False,False,False
59,False,False,-,-,-,False,True,False,False,False,False,False
60,False,False,-,-,-,False,False,False,False,False,False,False
61,False,False,-,-,-,False,True,False,False,False,False,False
62,False,False,-,-,-,False,False,False,False,False,False,False
63,False,False,-,-,-,False,True,False,False,False,False,False
64,False,False,-,-,-,False,False,False,False,False,False,False
65,False,False,-,-,-,False,True,False,False,False,False,False
66,False,False,-,-,-,False,True,False,False,False,False,False
67,True,False,-,-,-,False,True,False,False,False,False,False
68,False,False,-,-,-,False,False,False,False,False,False,False
69,True,False,-,-,-,False,True,False,False,False,False,False
70,True,False,-,-,-,False,False,False,False,False,False,False
71,False,False,-,-,-,False,True,False,False,False,False,False
72,False,False,-,-,-,False,False,False,False,False,False,False
73,False,False,-,-,-,False,True,False,False,False,False,False
74,False,False,-,-,-,False,False,False,False,False,False,False
75,False,False,-,-,-,False,True,False,False,False,False,False
76,False,False,-,-,-,False,False,False,False,False,False,False
77,False,False,-,-,-,False,True,False,False,False,False,False
78,False,False,-,-,-,False,False,False,False,False,False,False
79,False,False,-,-,-,False,True,False,False,False,False,False
80,False,False,-,-,-,False,False,False,False,False,False,False
81,False,False,-,-,-,False,True,False,False,False,False,False
82,False,False,-,-,-,False,False,False,False,False,False,False
83,False,False,-,-,-,False,True,False,False,False,False,False
84,False,False,-,-,-,False,False,False,False,False,False,False
85,False,False,-,-,-,False,True,False,False,False,False,False
86,False,False,-,-,-,False,False,False,False,False,False,False
87,False,False,-,-,-,False,True,False,False,False,False,False
88,False,False,-,-,-,False,False,False,False,False,False,False
89,False,False,-,-,-,False,True,False,False,False,False,False
90,False,False,-,-,-,False,False,False,False,False,False,False
91,False,False,-,-,-,False,False,False,False,False,False,False
92,False,False,-,-,-,False,False,False,False,False,False,False
93,False,False,-,-,-,False,False,False,False,False,False,False
