0,False,-,False,False,-,False,-,False,-,False,-,-
1,False,-,False,False,-,False,-,False,-,False,-,-
2,False,-,False,False,-,False,-,False,-,False,-,-
3,False,-,False,False,-,False,-,False,-,False,-,-
4,False,-,False,False,-,False,-,False,-,False,-,-
5,False,-,False,False,-,False,-,False,-,False,-,-
6,False,-,False,False,-,False,-,False,-,False,-,-
7,False,-,False,False,-,False,-,False,-,False,-,-
8,False,-,False,False,-,False,-,False,-,False,-,-
9,False,-,False,False,-,False,-,False,-,False,-,-
10,False,-,False,False,-,False,-,False,-,False,-,-
11,False,-,False,False,-,False,-,False,-,False,-,-
12,False,-,True,False,-,True,-,False,-,False,-,-
13,False,-,True,False,-,True,-,False,-,False,-,-
14,False,-,True,False,-,True,-,False,-,False,-,-
15,False,-,True,False,-,True,-,False,-,False,-,-
16,True,-,True,False,-,True,-,False,-,False,-,-
17,True,-,True,False,-,True,-,False,-,False,-,-
18,True,-,True,False,-,True,-,False,-,False,-,-
19,True,-,True,False,-,True,-,False,-,False,-,-
20,True,-,True,False,-,True,-,False,-,False,-,-
21,True,-,True,False,-,True,-,False,-,False,-,-
22,False,-,True,False,-,True,-,False,-,False,-,-
23,False,-,True,False,-,True,-,False,-,False,-,-
24,False,-,True,False,-,True,-,False,-,False,-,-
25,False,-,True,False,-,True,-,False,-,False,-,-
26,False,-,True,False,-,True,-,False,-,True,-,-
27,False,-,True,False,-,True,-,False,-,True,-,-
28,False,-,True,False,-,False,-,False,-,True,-,-
29,False,-,False,False,-,False,-,False,-,True,-,-
30,False,-,False,False,-,False,-,False,-,True,-,-
31,False,-,False,False,-,False,-,False,-,True,-,-
32,False,-,False,False,-,False,-,False,-,True,-,-
33,False,-,False,False,-,False,-,False,-,True,-,-
34,False,-,False,False,-,False,-,False,-,True,-,-
35,False,-,False,False,-,False,-,False,-,True,-,-
36,False,-,False,False,-,False,-,False,-,True,-,-
37,False,-,False,False,-,False,-,False,-,True,-,-
38,False,-,False,False,-,False,-,False,-,True,-,-
39,False,-,False,False,-,False,-,False,-,True,-,-
40,False,-,False,False,-,False,-,False,-,True,-,-
41,False,-,False,False,-,False,-,False,-,True,-,-
42,False,-,False,False,-,False,-,False,-,False,-,-
43,False,-,False,False,-,False,-,False,-,False,-,-
44,False,-,False,False,-,False,-,False,-,False,-,-
45,False,-,False,False,-,False,-,False,-,False,-,-
46,False,-,False,False,-,False,-,False,-,False,-,-
47,False,-,False,False,-,False,-,False,-,False,-,-
48,False,-,False,False,-,False,-,False,-,False,-,-
49,False,-,False,False,-,False,-,False,-,False,-,-
50,False,-,False,False,-,False,-,False,-,False,-,-
51,False,-,False,False,-,False,-,False,-,False,-,-
52,False,-,False,False,-,False,-,False,-,False,-,-
53,False,-,False,False,-,False,-,False,-,False,-,-
54,False,-,False,False,-,False,-,False,-,False,-,-
55,False,-,False,False,-,False,-,False,-,False,-,-
56,False,-,False,False,-,False,-,False,-,False,-,-
57,False,-,False,False,-,False,-,False,-,False,-,-
58,False,-,False,False,-,False,-,False,-,False,-,-
59,False,-,False,False,-,False,-,False,-,False,-,-
60,False,-,False,False,-,False,-,False,-,False,-,-
61,False,-,False,False,-,False,-,False,-,False,-,-
62,False,-,False,False,-,False,-,False,-,False,-,-
63,False,-,False,False,-,False,-,False,-,False,-,-
64,False,-,False,False,-,False,-,False,-,False,-,-
65,False,-,False,False,-,False,-,False,-,False,-,-
66,False,-,False,False,-,False,-,False,-,False,-,-
67,False,-,False,False,-,False,-,False,-,False,-,-
68,False,-,False,False,-,False,-,False,-,False,-,-
69,False,-,False,False,-,False,-,False,-,False,-,-
70,False,-,False,False,-,False,-,False,-,False,-,-
71,False,-,False,False,-,False,-,False,-,False,-,-
72,False,-,False,False,-,False,-,False,-,False,-,-
73,False,-,False,False,-,False,-,False,-,False,-,-
74,False,-,False,False,-,False,-,False,-,False,-,-
75,False,-,False,False,-,False,-,False,-,False,-,-
76,False,-,False,False,-,False,-,False,-,False,-,-
77,False,-,False,False,-,False,-,False,-,False,-,-
78,False,-,False,False,-,False,-,False,-,False,-,-
79,False,-,False,False,-,False,-,False,-,False,-,-
80,False,-,False,False,-,False,-,False,-,False,-,-
