0,-,False,False,-,-,False,False,-,-,-,False,False
1,-,False,False,-,-,False,False,-,-,-,False,False
2,-,False,False,-,-,False,False,-,-,-,False,False
3,-,False,False,-,-,False,False,-,-,-,False,False
4,-,False,False,-,-,False,False,-,-,-,False,False
5,-,False,False,-,-,False,False,-,-,-,False,False
6,-,False,False,-,-,False,False,-,-,-,False,False
7,-,False,False,-,-,False,False,-,-,-,False,False
8,-,False,False,-,-,False,False,-,-,-,False,False
9,-,False,False,-,-,False,False,-,-,-,False,False
10,-,False,False,-,-,False,False,-,-,-,False,False
11,-,False,False,-,-,False,False,-,-,-,False,False
12,-,False,False,-,-,False,False,-,-,-,False,False
13,-,False,False,-,-,False,False,-,-,-,False,False
14,-,False,False,-,-,False,False,-,-,-,False,False
15,-,False,False,-,-,False,False,-,-,-,False,False
16,-,False,True,-,-,True,False,-,-,-,False,False
17,-,False,True,-,-,True,False,-,-,-,False,False
18,-,False,True,-,-,True,False,-,-,-,False,False
19,-,False,True,-,-,True,False,-,-,-,False,False
20,-,False,True,-,-,True,False,-,-,-,False,False
21,-,False,True,-,-,True,False,-,-,-,False,False
22,-,False,True,-,-,True,False,-,-,-,False,False
23,-,False,True,-,-,True,False,-,-,-,False,False
24,-,False,True,-,-,True,False,-,-,-,False,False
25,-,False,True,-,-,True,False,-,-,-,False,False
26,-,False,True,-,-,True,False,-,-,-,False,False
27,-,True,True,-,-,True,False,-,-,-,False,False
28,-,False,True,-,-,True,False,-,-,-,False,False
29,-,True,True,-,-,True,False,-,-,-,False,False
30,-,True,True,-,-,True,False,-,-,-,False,False
31,-,True,True,-,-,True,False,-,-,-,False,False
32,-,True,True,-,-,True,False,-,-,-,False,False
33,-,True,True,-,-,True,False,-,-,-,False,False
34,-,True,True,-,-,True,False,-,-,-,False,False
35,-,True,True,-,-,True,False,-,-,-,False,False
36,-,True,True,-,-,True,False,-,-,-,False,False
37,-,True,True,-,-,True,False,-,-,-,False,False
38,-,True,True,-,-,True,False,-,-,-,False,False
39,-,True,True,-,-,True,False,-,-,-,False,False
40,-,True,True,-,-,True,False,-,-,-,False,False
41,-,True,True,-,-,True,False,-,-,-,False,False
42,-,True,True,-,-,True,False,-,-,-,True,False
43,-,True,True,-,-,False,False,-,-,-,True,False
44,-,True,False,-,-,False,False,-,-,-,True,False
45,-,True,True,-,-,False,False,-,-,-,True,False
46,-,True,True,-,-,False,False,-,-,-,False,False
47,-,True,True,-,-,False,False,-,-,-,False,False
48,-,True,False,-,-,False,True,-,-,-,False,False
49,-,True,True,-,-,False,False,-,-,-,False,False
50,-,True,False,-,-,False,True,-,-,-,False,False
51,-,True,False,-,-,False,True,-,-,-,False,False
52,-,True,False,-,-,False,True,-,-,-,False,False
53,-,True,False,-,-,False,True,-,-,-,False,False
54,-,True,True,-,-,False,True,-,-,-,False,False
55,-,True,False,-,-,False,True,-,-,-,False,False
56,-,True,False,-,-,False,True,-,-,-,False,False
57,-,True,False,-,-,False,True,-,-,-,False,False
58,-,True,False,-,-,False,True,-,-,-,False,False
59,-,True,False,-,-,False,True,-,-,-,False,False
60,-,True,False,-,-,False,True,-,-,-,False,False
61,-,True,False,-,-,False,True,-,-,-,False,False
62,-,True,False,-,-,False,True,-,-,-,False,False
63,-,True,False,-,-,False,True,-,-,-,False,False
64,-,True,False,-,-,False,True,-,-,-,False,False
65,-,True,False,-,-,False,True,-,-,-,False,False
66,-,True,False,-,-,False,False,-,-,-,False,False
67,-,True,False,-,-,False,True,-,-,-,False,False
68,-,True,False,-,-,False,True,-,-,-,False,False
69,-,True,False,-,-,False,True,-,-,-,False,False
70,-,True,True,-,-,False,True,-,-,-,False,False
71,-,True,True,-,-,False,True,-,-,-,False,False
72,-,True,True,-,-,False,True,-,-,-,False,False
73,-,True,True,-,-,False,True,-,-,-,False,False
74,-,True,True,-,-,False,True,-,-,-,False,False
75,-,True,True,-,-,False,True,-,-,-,False,False
76,-,True,True,-,-,False,True,-,-,-,False,False
77,-,True,True,-,-,False,True,-,-,-,False,False
78,-,True,True,-,-,False,True,-,-,-,False,False
79,-,True,True,-,-,False,True,-,-,-,False,False
80,-,True,True,-,-,False,True,-,-,-,False,False
