0,False,False,-,-,-,-,-,False,-,False,-,-
1,False,False,-,-,-,-,-,False,-,False,-,-
2,False,False,-,-,-,-,-,False,-,False,-,-
3,False,False,-,-,-,-,-,False,-,False,-,-
4,False,False,-,-,-,-,-,False,-,False,-,-
5,False,False,-,-,-,-,-,False,-,False,-,-
6,False,False,-,-,-,-,-,False,-,False,-,-
7,False,False,-,-,-,-,-,False,-,False,-,-
8,False,False,-,-,-,-,-,False,-,False,-,-
9,False,False,-,-,-,-,-,False,-,False,-,-
10,False,False,-,-,-,-,-,False,-,False,-,-
11,False,False,-,-,-,-,-,False,-,False,-,-
12,False,False,-,-,-,-,-,False,-,False,-,-
13,False,False,-,-,-,-,-,False,-,False,-,-
14,False,False,-,-,-,-,-,False,-,False,-,-
15,False,False,-,-,-,-,-,False,-,False,-,-
16,False,False,-,-,-,-,-,False,-,False,-,-
17,False,False,-,-,-,-,-,False,-,False,-,-
18,False,False,-,-,-,-,-,False,-,False,-,-
19,False,False,-,-,-,-,-,False,-,False,-,-
20,False,False,-,-,-,-,-,False,-,False,-,-
21,False,True,-,-,-,-,-,False,-,False,-,-
22,False,True,-,-,-,-,-,False,-,False,-,-
23,False,True,-,-,-,-,-,False,-,False,-,-
24,False,True,-,-,-,-,-,False,-,False,-,-
25,False,True,-,-,-,-,-,False,-,False,-,-
26,True,True,-,-,-,-,-,False,-,False,-,-
27,True,True,-,-,-,-,-,False,-,False,-,-
28,True,True,-,-,-,-,-,False,-,False,-,-
29,True,True,-,-,-,-,-,False,-,False,-,-
30,True,True,-,-,-,-,-,False,-,False,-,-
31,True,True,-,-,-,-,-,False,-,False,-,-
32,True,True,-,-,-,-,-,False,-,False,-,-
33,True,True,-,-,-,-,-,False,-,False,-,-
34,True,True,-,-,-,-,-,False,-,True,-,-
35,True,True,-,-,-,-,-,False,-,True,-,-
36,True,True,-,-,-,-,-,False,-,True,-,-
37,True,True,-,-,-,-,-,False,-,True,-,-
38,True,True,-,-,-,-,-,False,-,True,-,-
39,True,True,-,-,-,-,-,False,-,True,-,-
40,True,True,-,-,-,-,-,False,-,True,-,-
41,True,True,-,-,-,-,-,False,-,True,-,-
42,True,True,-,-,-,-,-,False,-,True,-,-
43,True,True,-,-,-,-,-,False,-,True,-,-
44,True,True,-,-,-,-,-,False,-,True,-,-
45,True,True,-,-,-,-,-,False,-,True,-,-
46,True,True,-,-,-,-,-,False,-,True,-,-
47,True,True,-,-,-,-,-,False,-,True,-,-
48,False,True,-,-,-,-,-,False,-,True,-,-
49,False,True,-,-,-,-,-,False,-,True,-,-
50,True,True,-,-,-,-,-,False,-,True,-,-
51,True,True,-,-,-,-,-,False,-,True,-,-
52,True,True,-,-,-,-,-,False,-,True,-,-
53,True,True,-,-,-,-,-,False,-,True,-,-
54,False,True,-,-,-,-,-,False,-,True,-,-
55,True,True,-,-,-,-,-,False,-,True,-,-
56,True,True,-,-,-,-,-,False,-,True,-,-
57,True,True,-,-,-,-,-,False,-,True,-,-
58,True,True,-,-,-,-,-,False,-,False,-,-
59,True,True,-,-,-,-,-,False,-,True,-,-
60,True,True,-,-,-,-,-,False,-,True,-,-
61,True,True,-,-,-,-,-,False,-,False,-,-
62,True,True,-,-,-,-,-,False,-,False,-,-
63,True,True,-,-,-,-,-,False,-,False,-,-
64,True,True,-,-,-,-,-,False,-,False,-,-
65,True,True,-,-,-,-,-,False,-,False,-,-
66,True,True,-,-,-,-,-,False,-,False,-,-
67,True,True,-,-,-,-,-,False,-,False,-,-
68,True,True,-,-,-,-,-,False,-,False,-,-
69,True,True,-,-,-,-,-,False,-,False,-,-
70,True,True,-,-,-,-,-,False,-,False,-,-
71,True,True,-,-,-,-,-,False,-,False,-,-
72,True,False,-,-,-,-,-,False,-,False,-,-
73,True,False,-,-,-,-,-,False,-,False,-,-
74,True,True,-,-,-,-,-,False,-,False,-,-
75,True,True,-,-,-,-,-,False,-,False,-,-
76,True,True,-,-,-,-,-,False,-,False,-,-
77,True,True,-,-,-,-,-,False,-,False,-,-
78,True,True,-,-,-,-,-,False,-,False,-,-
79,True,True,-,-,-,-,-,False,-,False,-,-
80,True,False,-,-,-,-,-,False,-,False,-,-
81,True,False,-,-,-,-,-,False,-,False,-,-
82,True,False,-,-,-,-,-,False,-,False,-,-
83,True,False,-,-,-,-,-,False,-,False,-,-
84,True,False,-,-,-,-,-,False,-,False,-,-
85,True,False,-,-,-,-,-,False,-,False,-,-
86,True,False,-,-,-,-,-,False,-,False,-,-
87,True,False,-,-,-,-,-,False,-,False,-,-
88,True,False,-,-,-,-,-,False,-,False,-,-
89,True,False,-,-,-,-,-,False,-,False,-,-
90,True,False,-,-,-,-,-,False,-,False,-,-
91,True,False,-,-,-,-,-,False,-,False,-,-
92,True,False,-,-,-,-,-,False,-,False,-,-
93,True,False,-,-,-,-,-,False,-,False,-,-
94,True,False,-,-,-,-,-,False,-,False,-,-
95,True,False,-,-,-,-,-,False,-,False,-,-
96,True,False,-,-,-,-,-,False,-,False,-,-
97,True,False,-,-,-,-,-,False,-,False,-,-
98,True,False,-,-,-,-,-,False,-,False,-,-
99,True,False,-,-,-,-,-,False,-,False,-,-
100,True,False,-,-,-,-,-,False,-,False,-,-
101,True,False,-,-,-,-,-,False,-,False,-,-
102,True,False,-,-,-,-,-,False,-,False,-,-
103,True,False,-,-,-,-,-,False,-,False,-,-
104,True,False,-,-,-,-,-,False,-,False,-,-
105,True,False,-,-,-,-,-,False,-,False,-,-
106,True,False,-,-,-,-,-,False,-,False,-,-
107,True,False,-,-,-,-,-,False,-,False,-,-
108,True,False,-,-,-,-,-,False,-,False,-,-
109,True,False,-,-,-,-,-,False,-,False,-,-
110,False,False,-,-,-,-,-,False,-,False,-,-
111,True,False,-,-,-,-,-,False,-,False,-,-
112,True,False,-,-,-,-,-,False,-,False,-,-
113,True,False,-,-,-,-,-,False,-,False,-,-
114,False,False,-,-,-,-,-,False,-,False,-,-
115,True,False,-,-,-,-,-,False,-,False,-,-
116,False,False,-,-,-,-,-,False,-,False,-,-
117,True,False,-,-,-,-,-,False,-,False,-,-
118,False,False,-,-,-,-,-,False,-,False,-,-
119,True,False,-,-,-,-,-,False,-,False,-,-
120,False,False,-,-,-,-,-,False,-,False,-,-
121,True,False,-,-,-,-,-,False,-,False,-,-
122,True,False,-,-,-,-,-,False,-,False,-,-
123,True,False,-,-,-,-,-,False,-,False,-,-
124,True,False,-,-,-,-,-,False,-,False,-,-
125,True,False,-,-,-,-,-,False,-,False,-,-
126,False,False,-,-,-,-,-,False,-,False,-,-
127,True,False,-,-,-,-,-,False,-,False,-,-
128,True,False,-,-,-,-,-,False,-,False,-,-
129,True,False,-,-,-,-,-,False,-,False,-,-
130,True,False,-,-,-,-,-,False,-,False,-,-
131,True,False,-,-,-,-,-,False,-,False,-,-
132,True,False,-,-,-,-,-,False,-,False,-,-
133,True,False,-,-,-,-,-,False,-,False,-,-
134,False,False,-,-,-,-,-,False,-,False,-,-
135,True,False,-,-,-,-,-,False,-,False,-,-
136,False,False,-,-,-,-,-,False,-,False,-,-
137,True,False,-,-,-,-,-,False,-,False,-,-
138,True,False,-,-,-,-,-,False,-,False,-,-
139,True,False,-,-,-,-,-,False,-,False,-,-
140,True,False,-,-,-,-,-,False,-,False,-,-
141,True,False,-,-,-,-,-,False,-,False,-,-
142,True,False,-,-,-,-,-,False,-,False,-,-
143,True,False,-,-,-,-,-,False,-,False,-,-
144,True,False,-,-,-,-,-,False,-,False,-,-
145,True,False,-,-,-,-,-,False,-,False,-,-
146,True,False,-,-,-,-,-,False,-,False,-,-
147,True,False,-,-,-,-,-,False,-,False,-,-
148,True,False,-,-,-,-,-,False,-,False,-,-
149,True,False,-,-,-,-,-,False,-,False,-,-
150,False,False,-,-,-,-,-,False,-,False,-,-
151,True,False,-,-,-,-,-,False,-,False,-,-
152,True,False,-,-,-,-,-,False,-,False,-,-
153,True,False,-,-,-,-,-,False,-,False,-,-
154,True,False,-,-,-,-,-,False,-,False,-,-
155,True,False,-,-,-,-,-,False,-,False,-,-
156,False,False,-,-,-,-,-,False,-,False,-,-
157,True,False,-,-,-,-,-,False,-,False,-,-
158,False,False,-,-,-,-,-,False,-,False,-,-
159,True,False,-,-,-,-,-,False,-,False,-,-
160,False,False,-,-,-,-,-,False,-,False,-,-
161,True,False,-,-,-,-,-,False,-,False,-,-
162,True,False,-,-,-,-,-,False,-,False,-,-
163,True,False,-,-,-,-,-,False,-,False,-,-
164,True,False,-,-,-,-,-,False,-,False,-,-
165,True,False,-,-,-,-,-,False,-,False,-,-
166,True,False,-,-,-,-,-,False,-,False,-,-
167,True,False,-,-,-,-,-,False,-,False,-,-
168,True,False,-,-,-,-,-,False,-,False,-,-
169,True,False,-,-,-,-,-,False,-,False,-,-
170,True,False,-,-,-,-,-,False,-,False,-,-
171,True,False,-,-,-,-,-,False,-,False,-,-
172,True,False,-,-,-,-,-,False,-,False,-,-
173,True,False,-,-,-,-,-,False,-,False,-,-
174,True,False,-,-,-,-,-,False,-,False,-,-
175,True,False,-,-,-,-,-,False,-,False,-,-
176,True,False,-,-,-,-,-,False,-,False,-,-
177,True,False,-,-,-,-,-,False,-,False,-,-
178,True,False,-,-,-,-,-,False,-,False,-,-
179,True,False,-,-,-,-,-,False,-,False,-,-
180,True,False,-,-,-,-,-,False,-,False,-,-
181,True,False,-,-,-,-,-,False,-,False,-,-
182,True,False,-,-,-,-,-,False,-,False,-,-
183,True,False,-,-,-,-,-,False,-,False,-,-
184,True,False,-,-,-,-,-,False,-,False,-,-
185,True,False,-,-,-,-,-,False,-,False,-,-
186,True,False,-,-,-,-,-,False,-,False,-,-
187,True,False,-,-,-,-,-,False,-,False,-,-
188,True,False,-,-,-,-,-,False,-,False,-,-
189,True,False,-,-,-,-,-,False,-,False,-,-
190,True,False,-,-,-,-,-,False,-,False,-,-
191,True,False,-,-,-,-,-,False,-,False,-,-
192,True,False,-,-,-,-,-,False,-,False,-,-
193,True,False,-,-,-,-,-,False,-,False,-,-
194,True,False,-,-,-,-,-,False,-,False,-,-
195,True,False,-,-,-,-,-,False,-,False,-,-
196,True,False,-,-,-,-,-,False,-,False,-,-
197,True,False,-,-,-,-,-,False,-,False,-,-
198,True,False,-,-,-,-,-,False,-,False,-,-
199,True,False,-,-,-,-,-,False,-,False,-,-
200,True,False,-,-,-,-,-,False,-,False,-,-
201,True,False,-,-,-,-,-,False,-,False,-,-
202,True,False,-,-,-,-,-,False,-,False,-,-
203,True,False,-,-,-,-,-,False,-,False,-,-
204,True,False,-,-,-,-,-,False,-,False,-,-
205,True,False,-,-,-,-,-,False,-,False,-,-
206,True,False,-,-,-,-,-,False,-,False,-,-
207,True,False,-,-,-,-,-,False,-,False,-,-
208,True,False,-,-,-,-,-,False,-,False,-,-
209,True,False,-,-,-,-,-,False,-,False,-,-
210,True,False,-,-,-,-,-,False,-,False,-,-
211,True,False,-,-,-,-,-,False,-,False,-,-
212,True,False,-,-,-,-,-,False,-,False,-,-
213,True,False,-,-,-,-,-,False,-,False,-,-
214,True,False,-,-,-,-,-,False,-,False,-,-
215,True,False,-,-,-,-,-,False,-,False,-,-
216,True,False,-,-,-,-,-,False,-,False,-,-
217,True,False,-,-,-,-,-,False,-,False,-,-
218,True,False,-,-,-,-,-,False,-,False,-,-
219,True,False,-,-,-,-,-,False,-,False,-,-
220,True,False,-,-,-,-,-,False,-,False,-,-
221,True,False,-,-,-,-,-,False,-,False,-,-
222,True,False,-,-,-,-,-,False,-,False,-,-
223,True,False,-,-,-,-,-,False,-,False,-,-
224,True,False,-,-,-,-,-,False,-,False,-,-
225,True,False,-,-,-,-,-,False,-,False,-,-
226,True,False,-,-,-,-,-,False,-,False,-,-
227,True,False,-,-,-,-,-,False,-,False,-,-
228,True,False,-,-,-,-,-,False,-,False,-,-
229,True,False,-,-,-,-,-,False,-,False,-,-
230,True,False,-,-,-,-,-,False,-,False,-,-
231,True,False,-,-,-,-,-,False,-,False,-,-
232,True,False,-,-,-,-,-,False,-,False,-,-
233,True,False,-,-,-,-,-,False,-,False,-,-
234,True,False,-,-,-,-,-,False,-,False,-,-
235,True,False,-,-,-,-,-,False,-,False,-,-
236,True,False,-,-,-,-,-,False,-,False,-,-
237,True,False,-,-,-,-,-,False,-,False,-,-
238,True,False,-,-,-,-,-,False,-,False,-,-
239,True,False,-,-,-,-,-,False,-,False,-,-
240,True,False,-,-,-,-,-,False,-,False,-,-
241,True,False,-,-,-,-,-,False,-,False,-,-
242,True,False,-,-,-,-,-,False,-,False,-,-
243,True,False,-,-,-,-,-,False,-,False,-,-
244,True,False,-,-,-,-,-,False,-,False,-,-
245,True,False,-,-,-,-,-,False,-,False,-,-
246,True,False,-,-,-,-,-,False,-,False,-,-
247,True,False,-,-,-,-,-,False,-,False,-,-
248,True,False,-,-,-,-,-,False,-,False,-,-
249,True,False,-,-,-,-,-,False,-,False,-,-
250,True,False,-,-,-,-,-,False,-,False,-,-
251,True,False,-,-,-,-,-,False,-,False,-,-
252,True,False,-,-,-,-,-,False,-,False,-,-
253,True,False,-,-,-,-,-,False,-,False,-,-
254,True,False,-,-,-,-,-,False,-,False,-,-
