0,-,-,-,-,-,-,-,-,-,-,False,-
1,-,-,-,-,-,-,-,-,-,-,False,-
2,-,-,-,-,-,-,-,-,-,-,False,-
3,-,-,-,-,-,-,-,-,-,-,False,-
4,-,-,-,-,-,-,-,-,-,-,False,-
5,-,-,-,-,-,-,-,-,-,-,False,-
6,-,-,-,-,-,-,-,-,-,-,False,-
7,-,-,-,-,-,-,-,-,-,-,False,-
8,-,-,-,-,-,-,-,-,-,-,False,-
9,-,-,-,-,-,-,-,-,-,-,False,-
10,-,-,-,-,-,-,-,-,-,-,False,-
11,-,-,-,-,-,-,-,-,-,-,False,-
12,-,-,-,-,-,-,-,-,-,-,False,-
13,-,-,-,-,-,-,-,-,-,-,False,-
14,-,-,-,-,-,-,-,-,-,-,False,-
15,-,-,-,-,-,-,-,-,-,-,False,-
16,-,-,-,-,-,-,-,-,-,-,False,-
17,-,-,-,-,-,-,-,-,-,-,False,-
18,-,-,-,-,-,-,-,-,-,-,False,-
19,-,-,-,-,-,-,-,-,-,-,False,-
20,-,-,-,-,-,-,-,-,-,-,False,-
21,-,-,-,-,-,-,-,-,-,-,False,-
22,-,-,-,-,-,-,-,-,-,-,False,-
23,-,-,-,-,-,-,-,-,-,-,False,-
24,-,-,-,-,-,-,-,-,-,-,False,-
25,-,-,-,-,-,-,-,-,-,-,False,-
26,-,-,-,-,-,-,-,-,-,-,False,-
27,-,-,-,-,-,-,-,-,-,-,False,-
28,-,-,-,-,-,-,-,-,-,-,False,-
29,-,-,-,-,-,-,-,-,-,-,False,-
30,-,-,-,-,-,-,-,-,-,-,False,-
31,-,-,-,-,-,-,-,-,-,-,False,-
32,-,-,-,-,-,-,-,-,-,-,False,-
33,-,-,-,-,-,-,-,-,-,-,False,-
34,-,-,-,-,-,-,-,-,-,-,False,-
35,-,-,-,-,-,-,-,-,-,-,False,-
36,-,-,-,-,-,-,-,-,-,-,False,-
37,-,-,-,-,-,-,-,-,-,-,False,-
38,-,-,-,-,-,-,-,-,-,-,False,-
39,-,-,-,-,-,-,-,-,-,-,False,-
