0,False,-,False,-,-,False,-,-,-,False,-,-
1,False,-,False,-,-,False,-,-,-,False,-,-
2,False,-,False,-,-,False,-,-,-,False,-,-
3,False,-,False,-,-,False,-,-,-,False,-,-
4,False,-,False,-,-,False,-,-,-,False,-,-
5,False,-,False,-,-,False,-,-,-,False,-,-
6,False,-,False,-,-,False,-,-,-,False,-,-
7,False,-,False,-,-,False,-,-,-,False,-,-
8,False,-,False,-,-,False,-,-,-,False,-,-
9,False,-,False,-,-,False,-,-,-,False,-,-
10,False,-,False,-,-,False,-,-,-,False,-,-
11,False,-,False,-,-,False,-,-,-,False,-,-
12,False,-,False,-,-,False,-,-,-,False,-,-
13,False,-,False,-,-,False,-,-,-,False,-,-
14,False,-,False,-,-,False,-,-,-,False,-,-
15,False,-,False,-,-,False,-,-,-,False,-,-
16,False,-,False,-,-,False,-,-,-,False,-,-
17,False,-,False,-,-,False,-,-,-,False,-,-
18,False,-,True,-,-,True,-,-,-,False,-,-
19,False,-,True,-,-,True,-,-,-,False,-,-
20,False,-,True,-,-,True,-,-,-,False,-,-
21,False,-,True,-,-,True,-,-,-,False,-,-
22,False,-,True,-,-,True,-,-,-,False,-,-
23,False,-,True,-,-,True,-,-,-,False,-,-
24,False,-,True,-,-,True,-,-,-,False,-,-
25,False,-,True,-,-,True,-,-,-,False,-,-
26,False,-,True,-,-,True,-,-,-,False,-,-
27,False,-,True,-,-,True,-,-,-,False,-,-
28,False,-,True,-,-,True,-,-,-,True,-,-
29,False,-,True,-,-,True,-,-,-,True,-,-
30,False,-,True,-,-,True,-,-,-,True,-,-
31,False,-,True,-,-,True,-,-,-,True,-,-
32,False,-,True,-,-,True,-,-,-,False,-,-
33,False,-,True,-,-,True,-,-,-,True,-,-
34,True,-,True,-,-,True,-,-,-,True,-,-
35,True,-,True,-,-,True,-,-,-,True,-,-
36,False,-,True,-,-,True,-,-,-,True,-,-
37,True,-,True,-,-,True,-,-,-,True,-,-
38,False,-,True,-,-,True,-,-,-,False,-,-
39,True,-,True,-,-,True,-,-,-,True,-,-
40,False,-,True,-,-,True,-,-,-,False,-,-
41,True,-,True,-,-,True,-,-,-,True,-,-
42,True,-,True,-,-,True,-,-,-,False,-,-
43,True,-,True,-,-,True,-,-,-,False,-,-
44,True,-,True,-,-,False,-,-,-,True,-,-
45,True,-,True,-,-,False,-,-,-,True,-,-
46,True,-,True,-,-,True,-,-,-,False,-,-
47,True,-,True,-,-,True,-,-,-,True,-,-
48,False,-,True,-,-,False,-,-,-,False,-,-
49,True,-,True,-,-,True,-,-,-,True,-,-
50,False,-,True,-,-,False,-,-,-,False,-,-
51,True,-,True,-,-,True,-,-,-,True,-,-
52,True,-,True,-,-,True,-,-,-,False,-,-
53,True,-,True,-,-,True,-,-,-,True,-,-
54,True,-,True,-,-,True,-,-,-,False,-,-
55,True,-,True,-,-,True,-,-,-,True,-,-
56,True,-,True,-,-,False,-,-,-,False,-,-
57,True,-,True,-,-,True,-,-,-,True,-,-
58,True,-,True,-,-,False,-,-,-,True,-,-
59,True,-,True,-,-,True,-,-,-,True,-,-
60,True,-,True,-,-,False,-,-,-,True,-,-
61,True,-,True,-,-,False,-,-,-,True,-,-
62,True,-,True,-,-,False,-,-,-,False,-,-
63,True,-,True,-,-,False,-,-,-,True,-,-
64,True,-,True,-,-,False,-,-,-,False,-,-
65,True,-,True,-,-,False,-,-,-,True,-,-
66,True,-,True,-,-,True,-,-,-,True,-,-
67,True,-,True,-,-,True,-,-,-,True,-,-
68,True,-,True,-,-,False,-,-,-,True,-,-
69,True,-,True,-,-,True,-,-,-,True,-,-
70,True,-,True,-,-,False,-,-,-,True,-,-
71,True,-,True,-,-,True,-,-,-,True,-,-
72,True,-,True,-,-,False,-,-,-,False,-,-
73,True,-,True,-,-,True,-,-,-,True,-,-
74,True,-,True,-,-,True,-,-,-,True,-,-
75,True,-,True,-,-,True,-,-,-,True,-,-
76,False,-,True,-,-,False,-,-,-,True,-,-
77,False,-,True,-,-,False,-,-,-,True,-,-
78,True,-,True,-,-,False,-,-,-,True,-,-
79,True,-,True,-,-,False,-,-,-,True,-,-
80,True,-,True,-,-,False,-,-,-,True,-,-
81,True,-,True,-,-,False,-,-,-,True,-,-
82,True,-,True,-,-,False,-,-,-,False,-,-
83,True,-,True,-,-,False,-,-,-,True,-,-
84,False,-,True,-,-,False,-,-,-,True,-,-
85,True,-,True,-,-,True,-,-,-,True,-,-
86,False,-,True,-,-,False,-,-,-,True,-,-
87,True,-,True,-,-,False,-,-,-,True,-,-
88,False,-,True,-,-,False,-,-,-,False,-,-
89,True,-,True,-,-,False,-,-,-,False,-,-
90,True,-,True,-,-,True,-,-,-,True,-,-
91,True,-,True,-,-,False,-,-,-,False,-,-
92,True,-,True,-,-,True,-,-,-,True,-,-
93,True,-,True,-,-,False,-,-,-,False,-,-
94,True,-,True,-,-,True,-,-,-,False,-,-
95,True,-,True,-,-,False,-,-,-,False,-,-
96,False,-,True,-,-,True,-,-,-,False,-,-
97,True,-,True,-,-,True,-,-,-,True,-,-
98,True,-,True,-,-,True,-,-,-,True,-,-
99,True,-,True,-,-,True,-,-,-,True,-,-
100,True,-,True,-,-,False,-,-,-,False,-,-
101,True,-,True,-,-,True,-,-,-,True,-,-
102,True,-,True,-,-,True,-,-,-,True,-,-
103,True,-,True,-,-,True,-,-,-,True,-,-
104,False,-,True,-,-,False,-,-,-,False,-,-
105,True,-,True,-,-,True,-,-,-,True,-,-
106,False,-,True,-,-,True,-,-,-,False,-,-
107,True,-,True,-,-,True,-,-,-,True,-,-
108,False,-,True,-,-,True,-,-,-,True,-,-
109,False,-,True,-,-,True,-,-,-,True,-,-
110,True,-,True,-,-,False,-,-,-,False,-,-
111,True,-,True,-,-,True,-,-,-,True,-,-
112,True,-,True,-,-,True,-,-,-,True,-,-
113,True,-,True,-,-,True,-,-,-,True,-,-
114,True,-,True,-,-,True,-,-,-,False,-,-
115,True,-,True,-,-,True,-,-,-,True,-,-
116,True,-,True,-,-,True,-,-,-,True,-,-
117,True,-,True,-,-,True,-,-,-,True,-,-
118,False,-,True,-,-,True,-,-,-,False,-,-
119,True,-,True,-,-,True,-,-,-,True,-,-
120,False,-,True,-,-,True,-,-,-,False,-,-
121,True,-,True,-,-,True,-,-,-,True,-,-
122,False,-,True,-,-,False,-,-,-,True,-,-
123,False,-,True,-,-,True,-,-,-,True,-,-
124,False,-,True,-,-,True,-,-,-,True,-,-
125,True,-,True,-,-,True,-,-,-,True,-,-
126,False,-,True,-,-,True,-,-,-,False,-,-
127,True,-,True,-,-,True,-,-,-,True,-,-
128,False,-,True,-,-,False,-,-,-,False,-,-
129,False,-,True,-,-,True,-,-,-,True,-,-
130,False,-,True,-,-,False,-,-,-,False,-,-
131,True,-,True,-,-,True,-,-,-,True,-,-
132,False,-,True,-,-,False,-,-,-,False,-,-
133,False,-,True,-,-,True,-,-,-,True,-,-
134,True,-,True,-,-,False,-,-,-,False,-,-
135,True,-,True,-,-,True,-,-,-,True,-,-
136,True,-,True,-,-,False,-,-,-,False,-,-
137,True,-,True,-,-,True,-,-,-,True,-,-
138,True,-,True,-,-,True,-,-,-,False,-,-
139,True,-,True,-,-,True,-,-,-,True,-,-
140,True,-,True,-,-,False,-,-,-,False,-,-
141,True,-,True,-,-,True,-,-,-,True,-,-
142,True,-,True,-,-,False,-,-,-,False,-,-
143,True,-,True,-,-,False,-,-,-,False,-,-
144,True,-,True,-,-,False,-,-,-,True,-,-
145,True,-,True,-,-,False,-,-,-,True,-,-
146,False,-,True,-,-,False,-,-,-,True,-,-
147,True,-,True,-,-,False,-,-,-,True,-,-
148,True,-,True,-,-,True,-,-,-,True,-,-
149,True,-,True,-,-,True,-,-,-,True,-,-
150,True,-,True,-,-,True,-,-,-,False,-,-
151,True,-,True,-,-,True,-,-,-,True,-,-
152,True,-,True,-,-,False,-,-,-,False,-,-
153,True,-,True,-,-,True,-,-,-,True,-,-
154,False,-,True,-,-,False,-,-,-,False,-,-
155,True,-,True,-,-,True,-,-,-,True,-,-
156,True,-,True,-,-,True,-,-,-,True,-,-
157,True,-,True,-,-,True,-,-,-,True,-,-
158,True,-,True,-,-,True,-,-,-,True,-,-
159,True,-,True,-,-,True,-,-,-,True,-,-
160,True,-,True,-,-,True,-,-,-,True,-,-
161,True,-,True,-,-,True,-,-,-,True,-,-
162,False,-,True,-,-,False,-,-,-,True,-,-
163,True,-,True,-,-,False,-,-,-,True,-,-
164,True,-,True,-,-,True,-,-,-,False,-,-
165,True,-,True,-,-,False,-,-,-,True,-,-
166,True,-,True,-,-,True,-,-,-,True,-,-
167,True,-,True,-,-,False,-,-,-,False,-,-
168,False,-,True,-,-,True,-,-,-,False,-,-
169,True,-,True,-,-,True,-,-,-,True,-,-
170,False,-,True,-,-,False,-,-,-,False,-,-
171,True,-,True,-,-,True,-,-,-,True,-,-
172,True,-,True,-,-,True,-,-,-,False,-,-
173,True,-,True,-,-,True,-,-,-,False,-,-
174,True,-,True,-,-,True,-,-,-,True,-,-
175,True,-,True,-,-,True,-,-,-,False,-,-
176,True,-,True,-,-,True,-,-,-,True,-,-
177,True,-,True,-,-,True,-,-,-,False,-,-
178,True,-,True,-,-,True,-,-,-,True,-,-
179,True,-,True,-,-,True,-,-,-,False,-,-
180,True,-,True,-,-,True,-,-,-,True,-,-
181,True,-,True,-,-,True,-,-,-,False,-,-
182,True,-,True,-,-,True,-,-,-,True,-,-
183,True,-,True,-,-,True,-,-,-,True,-,-
184,True,-,True,-,-,True,-,-,-,False,-,-
185,True,-,True,-,-,True,-,-,-,True,-,-
186,False,-,True,-,-,True,-,-,-,True,-,-
187,True,-,True,-,-,True,-,-,-,True,-,-
188,False,-,True,-,-,True,-,-,-,False,-,-
189,True,-,True,-,-,True,-,-,-,True,-,-
190,False,-,True,-,-,True,-,-,-,False,-,-
191,False,-,True,-,-,True,-,-,-,True,-,-
192,True,-,True,-,-,True,-,-,-,True,-,-
193,False,-,True,-,-,True,-,-,-,True,-,-
194,True,-,True,-,-,True,-,-,-,False,-,-
195,True,-,True,-,-,True,-,-,-,True,-,-
196,False,-,True,-,-,True,-,-,-,False,-,-
197,True,-,True,-,-,True,-,-,-,True,-,-
198,False,-,True,-,-,False,-,-,-,False,-,-
199,True,-,True,-,-,True,-,-,-,True,-,-
200,False,-,True,-,-,False,-,-,-,True,-,-
201,True,-,True,-,-,True,-,-,-,True,-,-
202,False,-,True,-,-,False,-,-,-,False,-,-
203,True,-,True,-,-,True,-,-,-,True,-,-
204,False,-,True,-,-,False,-,-,-,False,-,-
205,True,-,True,-,-,True,-,-,-,True,-,-
206,False,-,True,-,-,False,-,-,-,False,-,-
207,True,-,True,-,-,True,-,-,-,True,-,-
208,False,-,True,-,-,False,-,-,-,False,-,-
209,True,-,True,-,-,True,-,-,-,True,-,-
210,False,-,True,-,-,False,-,-,-,False,-,-
211,True,-,True,-,-,True,-,-,-,True,-,-
212,True,-,True,-,-,True,-,-,-,True,-,-
213,True,-,True,-,-,True,-,-,-,True,-,-
214,True,-,True,-,-,False,-,-,-,True,-,-
215,True,-,True,-,-,True,-,-,-,True,-,-
216,False,-,True,-,-,False,-,-,-,False,-,-
217,False,-,True,-,-,False,-,-,-,True,-,-
218,False,-,True,-,-,True,-,-,-,False,-,-
219,True,-,True,-,-,True,-,-,-,True,-,-
220,True,-,True,-,-,True,-,-,-,False,-,-
221,True,-,True,-,-,True,-,-,-,True,-,-
222,True,-,True,-,-,True,-,-,-,False,-,-
223,True,-,True,-,-,True,-,-,-,True,-,-
224,True,-,True,-,-,True,-,-,-,True,-,-
225,True,-,True,-,-,True,-,-,-,True,-,-
226,True,-,True,-,-,True,-,-,-,True,-,-
227,True,-,True,-,-,True,-,-,-,True,-,-
228,False,-,True,-,-,True,-,-,-,False,-,-
229,True,-,True,-,-,True,-,-,-,True,-,-
230,False,-,True,-,-,True,-,-,-,True,-,-
231,True,-,True,-,-,True,-,-,-,True,-,-
232,True,-,True,-,-,True,-,-,-,False,-,-
233,True,-,True,-,-,True,-,-,-,True,-,-
234,True,-,True,-,-,True,-,-,-,False,-,-
235,True,-,True,-,-,True,-,-,-,True,-,-
236,True,-,True,-,-,True,-,-,-,True,-,-
237,True,-,True,-,-,True,-,-,-,True,-,-
238,True,-,True,-,-,True,-,-,-,False,-,-
239,True,-,True,-,-,True,-,-,-,True,-,-
240,True,-,True,-,-,True,-,-,-,True,-,-
241,True,-,True,-,-,True,-,-,-,True,-,-
242,True,-,True,-,-,True,-,-,-,True,-,-
243,True,-,True,-,-,True,-,-,-,True,-,-
244,True,-,True,-,-,True,-,-,-,True,-,-
245,True,-,True,-,-,True,-,-,-,True,-,-
246,False,-,True,-,-,True,-,-,-,False,-,-
247,True,-,True,-,-,True,-,-,-,True,-,-
248,True,-,True,-,-,True,-,-,-,True,-,-
249,True,-,True,-,-,True,-,-,-,True,-,-
250,True,-,True,-,-,True,-,-,-,False,-,-
251,True,-,True,-,-,True,-,-,-,True,-,-
252,False,-,True,-,-,True,-,-,-,False,-,-
253,True,-,True,-,-,True,-,-,-,True,-,-
254,False,-,True,-,-,False,-,-,-,False,-,-
