0,-,-,-,-,False,False,-,False,-,False,-,False
1,-,-,-,-,False,False,-,False,-,False,-,False
2,-,-,-,-,False,False,-,False,-,False,-,False
3,-,-,-,-,False,False,-,False,-,False,-,False
4,-,-,-,-,False,False,-,False,-,False,-,False
5,-,-,-,-,False,False,-,False,-,False,-,False
6,-,-,-,-,False,False,-,False,-,False,-,False
7,-,-,-,-,False,False,-,False,-,False,-,False
8,-,-,-,-,False,False,-,False,-,False,-,False
9,-,-,-,-,False,False,-,False,-,False,-,False
10,-,-,-,-,False,False,-,False,-,False,-,False
11,-,-,-,-,False,False,-,False,-,False,-,False
12,-,-,-,-,False,False,-,False,-,False,-,False
13,-,-,-,-,False,False,-,False,-,False,-,False
14,-,-,-,-,False,False,-,False,-,False,-,False
15,-,-,-,-,False,False,-,False,-,False,-,False
16,-,-,-,-,False,False,-,False,-,False,-,False
17,-,-,-,-,False,False,-,False,-,False,-,False
18,-,-,-,-,False,True,-,False,-,False,-,False
19,-,-,-,-,False,True,-,False,-,False,-,False
20,-,-,-,-,False,True,-,False,-,False,-,False
21,-,-,-,-,False,True,-,False,-,False,-,False
22,-,-,-,-,False,True,-,False,-,False,-,False
23,-,-,-,-,False,True,-,False,-,False,-,False
24,-,-,-,-,False,True,-,False,-,False,-,False
25,-,-,-,-,False,True,-,False,-,False,-,False
26,-,-,-,-,False,True,-,False,-,False,-,False
27,-,-,-,-,False,True,-,False,-,False,-,False
28,-,-,-,-,False,True,-,False,-,True,-,False
29,-,-,-,-,False,False,-,False,-,True,-,False
30,-,-,-,-,False,False,-,False,-,True,-,False
31,-,-,-,-,False,False,-,False,-,True,-,False
32,-,-,-,-,False,False,-,False,-,True,-,False
33,-,-,-,-,False,False,-,False,-,True,-,False
34,-,-,-,-,False,False,-,False,-,True,-,False
35,-,-,-,-,False,False,-,False,-,True,-,False
36,-,-,-,-,False,False,-,False,-,True,-,False
37,-,-,-,-,False,False,-,False,-,True,-,False
38,-,-,-,-,False,False,-,False,-,True,-,False
39,-,-,-,-,False,False,-,False,-,True,-,False
40,-,-,-,-,False,False,-,False,-,False,-,False
41,-,-,-,-,False,False,-,False,-,False,-,False
42,-,-,-,-,True,False,-,False,-,False,-,False
43,-,-,-,-,True,False,-,False,-,False,-,False
44,-,-,-,-,True,False,-,False,-,False,-,False
45,-,-,-,-,True,False,-,False,-,False,-,False
46,-,-,-,-,True,False,-,False,-,False,-,False
47,-,-,-,-,True,False,-,False,-,False,-,False
48,-,-,-,-,True,False,-,False,-,False,-,False
49,-,-,-,-,True,False,-,False,-,False,-,False
50,-,-,-,-,False,False,-,False,-,False,-,False
51,-,-,-,-,True,False,-,False,-,False,-,False
52,-,-,-,-,False,False,-,False,-,False,-,False
53,-,-,-,-,True,False,-,False,-,False,-,False
54,-,-,-,-,True,False,-,False,-,False,-,False
55,-,-,-,-,False,False,-,False,-,False,-,False
56,-,-,-,-,False,False,-,False,-,False,-,False
57,-,-,-,-,False,False,-,False,-,False,-,False
58,-,-,-,-,False,False,-,False,-,False,-,False
59,-,-,-,-,False,False,-,False,-,False,-,False
60,-,-,-,-,False,False,-,False,-,False,-,False
61,-,-,-,-,False,False,-,False,-,False,-,False
62,-,-,-,-,False,False,-,False,-,False,-,False
63,-,-,-,-,False,False,-,False,-,False,-,False
64,-,-,-,-,False,False,-,False,-,False,-,False
65,-,-,-,-,False,False,-,False,-,False,-,False
66,-,-,-,-,False,False,-,True,-,False,-,False
67,-,-,-,-,False,False,-,False,-,False,-,False
68,-,-,-,-,False,False,-,False,-,False,-,False
69,-,-,-,-,False,False,-,False,-,False,-,False
70,-,-,-,-,False,False,-,False,-,False,-,False
71,-,-,-,-,False,False,-,False,-,False,-,False
72,-,-,-,-,False,False,-,True,-,False,-,False
73,-,-,-,-,False,False,-,False,-,False,-,False
74,-,-,-,-,False,False,-,True,-,False,-,False
75,-,-,-,-,False,False,-,True,-,False,-,False
76,-,-,-,-,False,False,-,True,-,False,-,False
77,-,-,-,-,False,False,-,True,-,False,-,False
78,-,-,-,-,False,False,-,True,-,False,-,False
79,-,-,-,-,False,False,-,True,-,False,-,False
80,-,-,-,-,False,False,-,True,-,False,-,False
81,-,-,-,-,False,False,-,True,-,False,-,False
82,-,-,-,-,True,False,-,True,-,False,-,False
83,-,-,-,-,True,False,-,True,-,False,-,False
84,-,-,-,-,True,False,-,True,-,False,-,False
85,-,-,-,-,True,False,-,True,-,False,-,False
86,-,-,-,-,True,False,-,True,-,False,-,False
87,-,-,-,-,True,False,-,True,-,False,-,False
88,-,-,-,-,True,False,-,True,-,False,-,False
89,-,-,-,-,True,False,-,True,-,False,-,False
90,-,-,-,-,True,False,-,True,-,False,-,False
91,-,-,-,-,True,False,-,True,-,False,-,False
92,-,-,-,-,True,False,-,True,-,False,-,False
93,-,-,-,-,True,False,-,True,-,False,-,False
94,-,-,-,-,True,False,-,True,-,False,-,False
95,-,-,-,-,True,False,-,True,-,False,-,False
96,-,-,-,-,True,False,-,True,-,False,-,False
97,-,-,-,-,True,False,-,True,-,False,-,False
98,-,-,-,-,True,False,-,True,-,False,-,False
99,-,-,-,-,True,False,-,True,-,False,-,False
100,-,-,-,-,False,False,-,True,-,False,-,False
101,-,-,-,-,False,False,-,True,-,False,-,False
102,-,-,-,-,False,False,-,True,-,False,-,False
103,-,-,-,-,False,False,-,True,-,False,-,False
104,-,-,-,-,False,False,-,True,-,False,-,False
105,-,-,-,-,False,False,-,True,-,False,-,False
106,-,-,-,-,True,False,-,True,-,False,-,False
107,-,-,-,-,False,False,-,True,-,False,-,False
108,-,-,-,-,False,False,-,True,-,False,-,False
109,-,-,-,-,False,False,-,True,-,False,-,False
110,-,-,-,-,True,False,-,True,-,False,-,False
111,-,-,-,-,False,False,-,True,-,False,-,False
112,-,-,-,-,True,False,-,True,-,False,-,False
