0,-,False,False,-,-,False,-,-,-,-,-,-
1,-,False,False,-,-,False,-,-,-,-,-,-
2,-,False,False,-,-,False,-,-,-,-,-,-
3,-,False,False,-,-,False,-,-,-,-,-,-
4,-,False,False,-,-,False,-,-,-,-,-,-
5,-,False,False,-,-,False,-,-,-,-,-,-
6,-,False,False,-,-,False,-,-,-,-,-,-
7,-,False,False,-,-,False,-,-,-,-,-,-
8,-,False,False,-,-,False,-,-,-,-,-,-
9,-,False,False,-,-,False,-,-,-,-,-,-
10,-,False,False,-,-,False,-,-,-,-,-,-
11,-,False,False,-,-,False,-,-,-,-,-,-
12,-,False,False,-,-,False,-,-,-,-,-,-
13,-,False,False,-,-,False,-,-,-,-,-,-
14,-,False,False,-,-,False,-,-,-,-,-,-
15,-,False,False,-,-,False,-,-,-,-,-,-
16,-,False,False,-,-,False,-,-,-,-,-,-
17,-,False,False,-,-,False,-,-,-,-,-,-
18,-,False,False,-,-,False,-,-,-,-,-,-
19,-,False,False,-,-,False,-,-,-,-,-,-
20,-,False,True,-,-,False,-,-,-,-,-,-
21,-,False,True,-,-,False,-,-,-,-,-,-
22,-,False,True,-,-,True,-,-,-,-,-,-
23,-,False,True,-,-,True,-,-,-,-,-,-
24,-,False,True,-,-,True,-,-,-,-,-,-
25,-,False,True,-,-,True,-,-,-,-,-,-
26,-,False,True,-,-,True,-,-,-,-,-,-
27,-,False,True,-,-,True,-,-,-,-,-,-
28,-,True,True,-,-,True,-,-,-,-,-,-
29,-,True,True,-,-,True,-,-,-,-,-,-
30,-,False,True,-,-,False,-,-,-,-,-,-
31,-,False,True,-,-,True,-,-,-,-,-,-
32,-,False,True,-,-,False,-,-,-,-,-,-
33,-,False,True,-,-,False,-,-,-,-,-,-
34,-,True,True,-,-,True,-,-,-,-,-,-
35,-,True,True,-,-,True,-,-,-,-,-,-
36,-,True,True,-,-,False,-,-,-,-,-,-
37,-,False,True,-,-,False,-,-,-,-,-,-
38,-,True,True,-,-,True,-,-,-,-,-,-
39,-,True,True,-,-,True,-,-,-,-,-,-
40,-,False,True,-,-,False,-,-,-,-,-,-
41,-,True,True,-,-,True,-,-,-,-,-,-
42,-,True,True,-,-,True,-,-,-,-,-,-
43,-,True,True,-,-,True,-,-,-,-,-,-
44,-,True,True,-,-,False,-,-,-,-,-,-
45,-,True,True,-,-,True,-,-,-,-,-,-
46,-,False,True,-,-,False,-,-,-,-,-,-
47,-,True,True,-,-,True,-,-,-,-,-,-
48,-,True,True,-,-,True,-,-,-,-,-,-
49,-,True,True,-,-,True,-,-,-,-,-,-
50,-,False,True,-,-,True,-,-,-,-,-,-
51,-,False,True,-,-,True,-,-,-,-,-,-
52,-,True,True,-,-,True,-,-,-,-,-,-
53,-,False,True,-,-,True,-,-,-,-,-,-
54,-,True,True,-,-,True,-,-,-,-,-,-
55,-,False,True,-,-,True,-,-,-,-,-,-
56,-,False,True,-,-,True,-,-,-,-,-,-
57,-,True,True,-,-,True,-,-,-,-,-,-
58,-,False,True,-,-,True,-,-,-,-,-,-
59,-,True,True,-,-,True,-,-,-,-,-,-
60,-,False,True,-,-,True,-,-,-,-,-,-
61,-,True,True,-,-,True,-,-,-,-,-,-
62,-,False,True,-,-,True,-,-,-,-,-,-
63,-,True,True,-,-,True,-,-,-,-,-,-
64,-,False,True,-,-,False,-,-,-,-,-,-
65,-,False,True,-,-,False,-,-,-,-,-,-
66,-,True,True,-,-,True,-,-,-,-,-,-
67,-,True,True,-,-,True,-,-,-,-,-,-
68,-,True,True,-,-,False,-,-,-,-,-,-
69,-,True,True,-,-,True,-,-,-,-,-,-
70,-,False,True,-,-,False,-,-,-,-,-,-
71,-,True,True,-,-,True,-,-,-,-,-,-
72,-,False,True,-,-,False,-,-,-,-,-,-
73,-,True,True,-,-,True,-,-,-,-,-,-
74,-,True,True,-,-,True,-,-,-,-,-,-
75,-,True,True,-,-,True,-,-,-,-,-,-
76,-,False,True,-,-,False,-,-,-,-,-,-
