0,False,-,-,False,False,False,-,-,-,False,-,-
1,False,-,-,False,False,False,-,-,-,False,-,-
2,False,-,-,False,False,False,-,-,-,False,-,-
3,False,-,-,False,False,False,-,-,-,False,-,-
4,False,-,-,False,False,False,-,-,-,False,-,-
5,False,-,-,False,False,False,-,-,-,False,-,-
6,False,-,-,False,False,False,-,-,-,False,-,-
7,False,-,-,False,False,False,-,-,-,False,-,-
8,False,-,-,False,False,False,-,-,-,False,-,-
9,False,-,-,False,False,False,-,-,-,False,-,-
10,False,-,-,False,False,False,-,-,-,False,-,-
11,False,-,-,False,False,False,-,-,-,False,-,-
12,False,-,-,False,False,False,-,-,-,False,-,-
13,False,-,-,False,False,False,-,-,-,False,-,-
14,False,-,-,False,False,True,-,-,-,False,-,-
15,False,-,-,False,False,True,-,-,-,False,-,-
16,False,-,-,False,False,True,-,-,-,False,-,-
17,False,-,-,False,False,True,-,-,-,False,-,-
18,True,-,-,False,False,True,-,-,-,False,-,-
19,True,-,-,False,False,True,-,-,-,False,-,-
20,True,-,-,False,False,True,-,-,-,False,-,-
21,True,-,-,False,False,True,-,-,-,False,-,-
22,True,-,-,False,False,False,-,-,-,False,-,-
23,True,-,-,False,False,False,-,-,-,False,-,-
24,True,-,-,False,False,False,-,-,-,False,-,-
25,True,-,-,False,False,False,-,-,-,False,-,-
26,False,-,-,False,False,False,-,-,-,False,-,-
27,False,-,-,False,False,False,-,-,-,False,-,-
28,False,-,-,False,False,False,-,-,-,False,-,-
29,False,-,-,False,False,False,-,-,-,False,-,-
30,False,-,-,False,False,False,-,-,-,True,-,-
31,False,-,-,False,False,False,-,-,-,True,-,-
32,False,-,-,False,False,False,-,-,-,True,-,-
33,False,-,-,False,False,False,-,-,-,True,-,-
34,False,-,-,False,False,False,-,-,-,True,-,-
35,False,-,-,False,False,False,-,-,-,True,-,-
36,False,-,-,False,False,False,-,-,-,True,-,-
37,False,-,-,False,False,False,-,-,-,True,-,-
38,False,-,-,False,False,False,-,-,-,True,-,-
39,False,-,-,False,False,False,-,-,-,True,-,-
40,False,-,-,False,False,False,-,-,-,True,-,-
41,False,-,-,False,False,False,-,-,-,True,-,-
42,False,-,-,False,False,False,-,-,-,True,-,-
43,False,-,-,False,False,False,-,-,-,True,-,-
44,False,-,-,False,False,False,-,-,-,True,-,-
45,False,-,-,False,False,False,-,-,-,True,-,-
46,False,-,-,False,False,False,-,-,-,True,-,-
47,False,-,-,False,False,False,-,-,-,True,-,-
48,False,-,-,False,False,False,-,-,-,True,-,-
49,False,-,-,False,False,False,-,-,-,True,-,-
50,False,-,-,False,False,False,-,-,-,True,-,-
51,False,-,-,False,False,False,-,-,-,True,-,-
52,False,-,-,False,False,False,-,-,-,True,-,-
53,False,-,-,False,False,False,-,-,-,True,-,-
54,False,-,-,False,False,False,-,-,-,True,-,-
55,False,-,-,False,False,False,-,-,-,True,-,-
56,False,-,-,False,False,False,-,-,-,True,-,-
57,False,-,-,False,False,False,-,-,-,True,-,-
58,False,-,-,False,False,False,-,-,-,True,-,-
59,False,-,-,False,False,False,-,-,-,True,-,-
60,False,-,-,False,False,False,-,-,-,True,-,-
61,False,-,-,False,False,False,-,-,-,True,-,-
62,False,-,-,False,False,False,-,-,-,True,-,-
63,False,-,-,False,False,False,-,-,-,True,-,-
64,False,-,-,False,False,False,-,-,-,True,-,-
65,False,-,-,False,False,False,-,-,-,True,-,-
66,False,-,-,False,False,False,-,-,-,True,-,-
67,False,-,-,False,False,False,-,-,-,True,-,-
68,False,-,-,False,False,False,-,-,-,True,-,-
69,False,-,-,False,False,False,-,-,-,True,-,-
70,False,-,-,False,False,False,-,-,-,True,-,-
71,False,-,-,False,False,False,-,-,-,True,-,-
72,False,-,-,False,False,False,-,-,-,True,-,-
73,False,-,-,False,False,False,-,-,-,True,-,-
74,False,-,-,False,False,False,-,-,-,True,-,-
75,False,-,-,False,False,False,-,-,-,True,-,-
76,False,-,-,False,False,False,-,-,-,True,-,-
77,False,-,-,False,False,False,-,-,-,True,-,-
78,False,-,-,False,False,False,-,-,-,True,-,-
79,False,-,-,False,False,False,-,-,-,True,-,-
80,False,-,-,False,False,False,-,-,-,True,-,-
81,False,-,-,False,False,False,-,-,-,True,-,-
82,False,-,-,False,True,False,-,-,-,True,-,-
83,False,-,-,False,False,False,-,-,-,False,-,-
84,False,-,-,False,True,False,-,-,-,False,-,-
85,False,-,-,False,False,False,-,-,-,False,-,-
86,False,-,-,False,False,False,-,-,-,False,-,-
87,False,-,-,False,False,False,-,-,-,False,-,-
88,False,-,-,False,False,False,-,-,-,False,-,-
89,False,-,-,False,False,False,-,-,-,False,-,-
90,False,-,-,False,False,False,-,-,-,False,-,-
91,False,-,-,False,False,False,-,-,-,False,-,-
92,False,-,-,False,False,False,-,-,-,False,-,-
93,False,-,-,False,False,False,-,-,-,False,-,-
94,False,-,-,False,False,False,-,-,-,False,-,-
95,False,-,-,False,False,False,-,-,-,False,-,-
96,False,-,-,False,True,False,-,-,-,False,-,-
97,False,-,-,False,False,False,-,-,-,False,-,-
98,False,-,-,False,True,False,-,-,-,False,-,-
99,False,-,-,False,False,False,-,-,-,False,-,-
100,False,-,-,False,True,False,-,-,-,False,-,-
101,False,-,-,False,False,False,-,-,-,False,-,-
102,False,-,-,False,True,False,-,-,-,False,-,-
103,False,-,-,False,False,False,-,-,-,False,-,-
104,False,-,-,False,False,False,-,-,-,False,-,-
105,False,-,-,False,False,False,-,-,-,False,-,-
106,False,-,-,False,False,False,-,-,-,False,-,-
107,False,-,-,False,False,False,-,-,-,False,-,-
108,False,-,-,False,True,False,-,-,-,False,-,-
109,False,-,-,False,False,False,-,-,-,False,-,-
110,False,-,-,False,False,False,-,-,-,False,-,-
111,False,-,-,False,False,False,-,-,-,False,-,-
112,False,-,-,False,True,False,-,-,-,False,-,-
