0,-,False,-,-,-,False,-,-,-,-,False,-
1,-,False,-,-,-,False,-,-,-,-,False,-
2,-,False,-,-,-,False,-,-,-,-,False,-
3,-,False,-,-,-,False,-,-,-,-,False,-
4,-,False,-,-,-,False,-,-,-,-,False,-
5,-,False,-,-,-,False,-,-,-,-,False,-
6,-,False,-,-,-,False,-,-,-,-,False,-
7,-,False,-,-,-,False,-,-,-,-,False,-
8,-,False,-,-,-,False,-,-,-,-,False,-
9,-,False,-,-,-,False,-,-,-,-,False,-
10,-,False,-,-,-,False,-,-,-,-,False,-
11,-,False,-,-,-,False,-,-,-,-,False,-
12,-,False,-,-,-,False,-,-,-,-,False,-
13,-,False,-,-,-,False,-,-,-,-,False,-
14,-,False,-,-,-,False,-,-,-,-,False,-
15,-,False,-,-,-,False,-,-,-,-,False,-
16,-,False,-,-,-,False,-,-,-,-,False,-
17,-,False,-,-,-,False,-,-,-,-,False,-
18,-,False,-,-,-,False,-,-,-,-,False,-
19,-,False,-,-,-,False,-,-,-,-,False,-
20,-,False,-,-,-,False,-,-,-,-,False,-
21,-,False,-,-,-,False,-,-,-,-,False,-
22,-,False,-,-,-,True,-,-,-,-,False,-
23,-,False,-,-,-,True,-,-,-,-,False,-
24,-,False,-,-,-,True,-,-,-,-,False,-
25,-,False,-,-,-,True,-,-,-,-,False,-
26,-,False,-,-,-,True,-,-,-,-,False,-
27,-,False,-,-,-,True,-,-,-,-,False,-
28,-,False,-,-,-,True,-,-,-,-,False,-
29,-,False,-,-,-,True,-,-,-,-,False,-
30,-,False,-,-,-,True,-,-,-,-,False,-
31,-,False,-,-,-,True,-,-,-,-,False,-
32,-,False,-,-,-,True,-,-,-,-,False,-
33,-,True,-,-,-,True,-,-,-,-,False,-
34,-,False,-,-,-,True,-,-,-,-,False,-
35,-,False,-,-,-,True,-,-,-,-,False,-
36,-,True,-,-,-,True,-,-,-,-,False,-
37,-,True,-,-,-,True,-,-,-,-,False,-
38,-,False,-,-,-,True,-,-,-,-,False,-
39,-,True,-,-,-,True,-,-,-,-,False,-
40,-,False,-,-,-,True,-,-,-,-,False,-
41,-,True,-,-,-,True,-,-,-,-,False,-
42,-,False,-,-,-,True,-,-,-,-,False,-
43,-,True,-,-,-,True,-,-,-,-,False,-
44,-,True,-,-,-,True,-,-,-,-,False,-
45,-,True,-,-,-,True,-,-,-,-,False,-
46,-,False,-,-,-,True,-,-,-,-,False,-
47,-,True,-,-,-,True,-,-,-,-,False,-
48,-,False,-,-,-,True,-,-,-,-,False,-
49,-,True,-,-,-,True,-,-,-,-,False,-
50,-,False,-,-,-,True,-,-,-,-,False,-
51,-,True,-,-,-,True,-,-,-,-,False,-
52,-,False,-,-,-,True,-,-,-,-,False,-
53,-,False,-,-,-,True,-,-,-,-,False,-
54,-,False,-,-,-,True,-,-,-,-,True,-
55,-,True,-,-,-,True,-,-,-,-,True,-
56,-,False,-,-,-,True,-,-,-,-,True,-
57,-,False,-,-,-,True,-,-,-,-,True,-
58,-,False,-,-,-,True,-,-,-,-,False,-
59,-,False,-,-,-,True,-,-,-,-,True,-
60,-,False,-,-,-,True,-,-,-,-,False,-
61,-,False,-,-,-,True,-,-,-,-,True,-
62,-,False,-,-,-,True,-,-,-,-,True,-
63,-,False,-,-,-,True,-,-,-,-,True,-
64,-,False,-,-,-,True,-,-,-,-,True,-
65,-,False,-,-,-,True,-,-,-,-,True,-
66,-,False,-,-,-,True,-,-,-,-,False,-
67,-,False,-,-,-,True,-,-,-,-,True,-
68,-,True,-,-,-,True,-,-,-,-,True,-
69,-,True,-,-,-,True,-,-,-,-,True,-
70,-,False,-,-,-,True,-,-,-,-,False,-
71,-,False,-,-,-,True,-,-,-,-,False,-
72,-,True,-,-,-,True,-,-,-,-,False,-
73,-,True,-,-,-,True,-,-,-,-,False,-
74,-,True,-,-,-,True,-,-,-,-,False,-
75,-,True,-,-,-,True,-,-,-,-,False,-
76,-,True,-,-,-,True,-,-,-,-,False,-
