0,-,-,-,False,-,-,False,-,-,-,-,-
1,-,-,-,False,-,-,False,-,-,-,-,-
2,-,-,-,False,-,-,False,-,-,-,-,-
3,-,-,-,False,-,-,False,-,-,-,-,-
4,-,-,-,False,-,-,False,-,-,-,-,-
5,-,-,-,False,-,-,False,-,-,-,-,-
6,-,-,-,False,-,-,False,-,-,-,-,-
7,-,-,-,False,-,-,False,-,-,-,-,-
8,-,-,-,False,-,-,False,-,-,-,-,-
9,-,-,-,False,-,-,False,-,-,-,-,-
10,-,-,-,False,-,-,False,-,-,-,-,-
11,-,-,-,False,-,-,False,-,-,-,-,-
12,-,-,-,False,-,-,False,-,-,-,-,-
13,-,-,-,False,-,-,False,-,-,-,-,-
14,-,-,-,False,-,-,False,-,-,-,-,-
15,-,-,-,False,-,-,False,-,-,-,-,-
16,-,-,-,False,-,-,False,-,-,-,-,-
17,-,-,-,False,-,-,False,-,-,-,-,-
18,-,-,-,False,-,-,False,-,-,-,-,-
19,-,-,-,False,-,-,False,-,-,-,-,-
20,-,-,-,False,-,-,False,-,-,-,-,-
21,-,-,-,False,-,-,False,-,-,-,-,-
22,-,-,-,False,-,-,False,-,-,-,-,-
23,-,-,-,False,-,-,False,-,-,-,-,-
24,-,-,-,False,-,-,False,-,-,-,-,-
25,-,-,-,False,-,-,False,-,-,-,-,-
26,-,-,-,False,-,-,False,-,-,-,-,-
27,-,-,-,False,-,-,False,-,-,-,-,-
28,-,-,-,False,-,-,False,-,-,-,-,-
29,-,-,-,False,-,-,False,-,-,-,-,-
30,-,-,-,False,-,-,False,-,-,-,-,-
31,-,-,-,False,-,-,False,-,-,-,-,-
32,-,-,-,False,-,-,False,-,-,-,-,-
33,-,-,-,False,-,-,False,-,-,-,-,-
34,-,-,-,False,-,-,False,-,-,-,-,-
35,-,-,-,False,-,-,False,-,-,-,-,-
36,-,-,-,False,-,-,False,-,-,-,-,-
37,-,-,-,False,-,-,False,-,-,-,-,-
38,-,-,-,False,-,-,False,-,-,-,-,-
39,-,-,-,False,-,-,False,-,-,-,-,-
40,-,-,-,False,-,-,False,-,-,-,-,-
41,-,-,-,False,-,-,False,-,-,-,-,-
42,-,-,-,False,-,-,False,-,-,-,-,-
43,-,-,-,False,-,-,False,-,-,-,-,-
44,-,-,-,False,-,-,False,-,-,-,-,-
45,-,-,-,False,-,-,False,-,-,-,-,-
46,-,-,-,True,-,-,False,-,-,-,-,-
47,-,-,-,True,-,-,False,-,-,-,-,-
48,-,-,-,True,-,-,False,-,-,-,-,-
49,-,-,-,True,-,-,False,-,-,-,-,-
50,-,-,-,True,-,-,False,-,-,-,-,-
51,-,-,-,True,-,-,False,-,-,-,-,-
52,-,-,-,True,-,-,True,-,-,-,-,-
53,-,-,-,True,-,-,True,-,-,-,-,-
54,-,-,-,True,-,-,True,-,-,-,-,-
55,-,-,-,True,-,-,True,-,-,-,-,-
56,-,-,-,True,-,-,False,-,-,-,-,-
57,-,-,-,True,-,-,True,-,-,-,-,-
58,-,-,-,True,-,-,False,-,-,-,-,-
59,-,-,-,True,-,-,False,-,-,-,-,-
60,-,-,-,True,-,-,False,-,-,-,-,-
61,-,-,-,True,-,-,False,-,-,-,-,-
62,-,-,-,True,-,-,True,-,-,-,-,-
63,-,-,-,True,-,-,True,-,-,-,-,-
64,-,-,-,True,-,-,False,-,-,-,-,-
65,-,-,-,True,-,-,True,-,-,-,-,-
66,-,-,-,True,-,-,False,-,-,-,-,-
67,-,-,-,True,-,-,True,-,-,-,-,-
68,-,-,-,True,-,-,True,-,-,-,-,-
69,-,-,-,True,-,-,True,-,-,-,-,-
70,-,-,-,True,-,-,False,-,-,-,-,-
71,-,-,-,True,-,-,True,-,-,-,-,-
72,-,-,-,True,-,-,False,-,-,-,-,-
73,-,-,-,True,-,-,True,-,-,-,-,-
74,-,-,-,True,-,-,True,-,-,-,-,-
75,-,-,-,True,-,-,True,-,-,-,-,-
76,-,-,-,True,-,-,False,-,-,-,-,-
77,-,-,-,True,-,-,False,-,-,-,-,-
78,-,-,-,True,-,-,False,-,-,-,-,-
79,-,-,-,True,-,-,False,-,-,-,-,-
80,-,-,-,True,-,-,True,-,-,-,-,-
81,-,-,-,True,-,-,True,-,-,-,-,-
82,-,-,-,True,-,-,False,-,-,-,-,-
83,-,-,-,True,-,-,True,-,-,-,-,-
84,-,-,-,True,-,-,True,-,-,-,-,-
85,-,-,-,True,-,-,True,-,-,-,-,-
86,-,-,-,True,-,-,True,-,-,-,-,-
87,-,-,-,True,-,-,True,-,-,-,-,-
88,-,-,-,False,-,-,True,-,-,-,-,-
89,-,-,-,False,-,-,True,-,-,-,-,-
90,-,-,-,True,-,-,True,-,-,-,-,-
91,-,-,-,True,-,-,True,-,-,-,-,-
92,-,-,-,False,-,-,True,-,-,-,-,-
93,-,-,-,False,-,-,True,-,-,-,-,-
94,-,-,-,False,-,-,True,-,-,-,-,-
95,-,-,-,False,-,-,False,-,-,-,-,-
96,-,-,-,False,-,-,True,-,-,-,-,-
97,-,-,-,False,-,-,True,-,-,-,-,-
98,-,-,-,True,-,-,True,-,-,-,-,-
99,-,-,-,False,-,-,True,-,-,-,-,-
100,-,-,-,True,-,-,True,-,-,-,-,-
