0,-,-,False,-,-,-,-,-,-,False,-,-
1,-,-,False,-,-,-,-,-,-,False,-,-
2,-,-,False,-,-,-,-,-,-,False,-,-
3,-,-,False,-,-,-,-,-,-,False,-,-
4,-,-,False,-,-,-,-,-,-,False,-,-
5,-,-,False,-,-,-,-,-,-,False,-,-
6,-,-,False,-,-,-,-,-,-,False,-,-
7,-,-,False,-,-,-,-,-,-,False,-,-
8,-,-,False,-,-,-,-,-,-,False,-,-
9,-,-,False,-,-,-,-,-,-,False,-,-
10,-,-,False,-,-,-,-,-,-,False,-,-
11,-,-,False,-,-,-,-,-,-,False,-,-
12,-,-,False,-,-,-,-,-,-,False,-,-
13,-,-,False,-,-,-,-,-,-,False,-,-
14,-,-,False,-,-,-,-,-,-,False,-,-
15,-,-,False,-,-,-,-,-,-,False,-,-
16,-,-,False,-,-,-,-,-,-,False,-,-
17,-,-,False,-,-,-,-,-,-,False,-,-
18,-,-,False,-,-,-,-,-,-,False,-,-
19,-,-,False,-,-,-,-,-,-,False,-,-
20,-,-,False,-,-,-,-,-,-,False,-,-
21,-,-,False,-,-,-,-,-,-,False,-,-
22,-,-,False,-,-,-,-,-,-,False,-,-
23,-,-,False,-,-,-,-,-,-,False,-,-
24,-,-,False,-,-,-,-,-,-,False,-,-
25,-,-,False,-,-,-,-,-,-,False,-,-
26,-,-,False,-,-,-,-,-,-,False,-,-
27,-,-,False,-,-,-,-,-,-,False,-,-
28,-,-,False,-,-,-,-,-,-,False,-,-
29,-,-,False,-,-,-,-,-,-,False,-,-
30,-,-,False,-,-,-,-,-,-,False,-,-
31,-,-,False,-,-,-,-,-,-,False,-,-
32,-,-,False,-,-,-,-,-,-,False,-,-
33,-,-,False,-,-,-,-,-,-,False,-,-
34,-,-,False,-,-,-,-,-,-,False,-,-
35,-,-,False,-,-,-,-,-,-,False,-,-
36,-,-,False,-,-,-,-,-,-,False,-,-
37,-,-,False,-,-,-,-,-,-,False,-,-
38,-,-,True,-,-,-,-,-,-,False,-,-
39,-,-,False,-,-,-,-,-,-,False,-,-
40,-,-,True,-,-,-,-,-,-,True,-,-
41,-,-,False,-,-,-,-,-,-,True,-,-
42,-,-,True,-,-,-,-,-,-,False,-,-
43,-,-,True,-,-,-,-,-,-,False,-,-
44,-,-,True,-,-,-,-,-,-,True,-,-
45,-,-,True,-,-,-,-,-,-,True,-,-
46,-,-,True,-,-,-,-,-,-,True,-,-
47,-,-,True,-,-,-,-,-,-,True,-,-
48,-,-,False,-,-,-,-,-,-,True,-,-
49,-,-,True,-,-,-,-,-,-,True,-,-
50,-,-,True,-,-,-,-,-,-,False,-,-
51,-,-,True,-,-,-,-,-,-,True,-,-
52,-,-,True,-,-,-,-,-,-,False,-,-
53,-,-,True,-,-,-,-,-,-,False,-,-
54,-,-,False,-,-,-,-,-,-,False,-,-
55,-,-,False,-,-,-,-,-,-,False,-,-
56,-,-,True,-,-,-,-,-,-,True,-,-
57,-,-,False,-,-,-,-,-,-,True,-,-
58,-,-,False,-,-,-,-,-,-,True,-,-
59,-,-,False,-,-,-,-,-,-,True,-,-
60,-,-,False,-,-,-,-,-,-,False,-,-
61,-,-,False,-,-,-,-,-,-,True,-,-
62,-,-,False,-,-,-,-,-,-,True,-,-
63,-,-,False,-,-,-,-,-,-,True,-,-
64,-,-,False,-,-,-,-,-,-,True,-,-
65,-,-,False,-,-,-,-,-,-,True,-,-
66,-,-,False,-,-,-,-,-,-,False,-,-
67,-,-,False,-,-,-,-,-,-,True,-,-
68,-,-,False,-,-,-,-,-,-,True,-,-
69,-,-,False,-,-,-,-,-,-,True,-,-
70,-,-,False,-,-,-,-,-,-,False,-,-
71,-,-,False,-,-,-,-,-,-,True,-,-
72,-,-,True,-,-,-,-,-,-,True,-,-
73,-,-,False,-,-,-,-,-,-,True,-,-
74,-,-,False,-,-,-,-,-,-,True,-,-
75,-,-,False,-,-,-,-,-,-,True,-,-
76,-,-,False,-,-,-,-,-,-,False,-,-
77,-,-,True,-,-,-,-,-,-,True,-,-
78,-,-,False,-,-,-,-,-,-,False,-,-
79,-,-,True,-,-,-,-,-,-,True,-,-
80,-,-,False,-,-,-,-,-,-,False,-,-
81,-,-,True,-,-,-,-,-,-,True,-,-
82,-,-,False,-,-,-,-,-,-,False,-,-
83,-,-,True,-,-,-,-,-,-,True,-,-
84,-,-,True,-,-,-,-,-,-,False,-,-
85,-,-,True,-,-,-,-,-,-,True,-,-
86,-,-,False,-,-,-,-,-,-,False,-,-
87,-,-,True,-,-,-,-,-,-,True,-,-
88,-,-,False,-,-,-,-,-,-,True,-,-
89,-,-,True,-,-,-,-,-,-,True,-,-
90,-,-,False,-,-,-,-,-,-,False,-,-
91,-,-,True,-,-,-,-,-,-,True,-,-
92,-,-,False,-,-,-,-,-,-,True,-,-
93,-,-,True,-,-,-,-,-,-,True,-,-
94,-,-,True,-,-,-,-,-,-,True,-,-
95,-,-,True,-,-,-,-,-,-,True,-,-
96,-,-,False,-,-,-,-,-,-,True,-,-
97,-,-,False,-,-,-,-,-,-,True,-,-
98,-,-,True,-,-,-,-,-,-,True,-,-
99,-,-,False,-,-,-,-,-,-,True,-,-
100,-,-,True,-,-,-,-,-,-,True,-,-
