0,-,False,False,False,-,False,-,-,-,False,False,False
1,-,False,False,False,-,False,-,-,-,False,False,False
2,-,False,False,False,-,False,-,-,-,False,False,False
3,-,False,False,False,-,False,-,-,-,False,False,False
4,-,False,False,False,-,False,-,-,-,False,False,False
5,-,False,False,False,-,False,-,-,-,False,False,False
6,-,False,False,False,-,False,-,-,-,False,False,False
7,-,False,False,False,-,False,-,-,-,False,False,False
8,-,False,False,False,-,False,-,-,-,False,False,False
9,-,False,False,False,-,False,-,-,-,False,False,False
10,-,False,False,False,-,False,-,-,-,False,False,False
11,-,False,False,False,-,False,-,-,-,False,False,False
12,-,False,False,False,-,False,-,-,-,False,False,False
13,-,False,False,False,-,False,-,-,-,False,False,False
14,-,False,True,False,-,False,-,-,-,False,False,False
15,-,False,True,False,-,False,-,-,-,False,False,False
16,-,False,True,False,-,True,-,-,-,False,False,False
17,-,False,True,False,-,True,-,-,-,False,False,False
18,-,False,True,False,-,True,-,-,-,False,False,False
19,-,False,True,False,-,True,-,-,-,False,False,False
20,-,True,True,False,-,True,-,-,-,False,False,False
21,-,True,True,False,-,True,-,-,-,False,False,False
22,-,True,True,False,-,True,-,-,-,True,False,False
23,-,True,True,False,-,True,-,-,-,True,False,False
24,-,True,True,False,-,True,-,-,-,True,False,False
25,-,True,True,False,-,True,-,-,-,True,False,False
26,-,True,False,False,-,True,-,-,-,True,False,False
27,-,True,False,False,-,True,-,-,-,True,False,False
28,-,False,False,False,-,False,-,-,-,False,False,False
29,-,False,False,False,-,True,-,-,-,False,False,False
30,-,False,False,False,-,False,-,-,-,False,False,False
31,-,False,False,False,-,False,-,-,-,False,False,False
32,-,False,False,False,-,False,-,-,-,False,False,False
33,-,False,False,False,-,False,-,-,-,False,False,False
34,-,False,False,False,-,False,-,-,-,False,False,False
35,-,False,False,False,-,False,-,-,-,False,False,False
36,-,False,False,False,-,False,-,-,-,False,False,False
37,-,False,False,False,-,False,-,-,-,False,False,False
38,-,False,False,False,-,False,-,-,-,False,False,False
39,-,False,False,False,-,False,-,-,-,False,False,False
40,-,False,False,False,-,False,-,-,-,False,True,False
41,-,False,False,False,-,False,-,-,-,False,True,False
42,-,False,False,False,-,False,-,-,-,False,True,False
43,-,False,False,False,-,False,-,-,-,False,True,False
44,-,False,False,False,-,False,-,-,-,False,False,False
45,-,False,False,False,-,False,-,-,-,False,False,False
46,-,False,False,False,-,False,-,-,-,False,False,False
47,-,False,False,False,-,False,-,-,-,False,False,False
48,-,False,False,False,-,False,-,-,-,False,False,False
49,-,False,False,False,-,False,-,-,-,False,False,False
50,-,False,False,False,-,False,-,-,-,False,False,False
51,-,False,False,False,-,False,-,-,-,False,False,False
52,-,False,False,False,-,False,-,-,-,False,False,False
53,-,False,False,False,-,False,-,-,-,False,False,False
54,-,False,False,False,-,False,-,-,-,False,False,False
55,-,False,False,False,-,False,-,-,-,False,False,False
56,-,False,False,False,-,False,-,-,-,False,False,False
57,-,False,False,False,-,False,-,-,-,False,False,False
58,-,False,False,False,-,False,-,-,-,False,False,False
59,-,False,False,False,-,False,-,-,-,False,False,False
60,-,False,False,False,-,False,-,-,-,False,False,False
61,-,False,False,False,-,False,-,-,-,False,False,False
62,-,False,False,False,-,False,-,-,-,False,False,False
63,-,False,False,False,-,False,-,-,-,False,False,False
64,-,False,False,False,-,False,-,-,-,False,False,False
65,-,False,False,False,-,False,-,-,-,False,False,False
66,-,False,False,False,-,False,-,-,-,False,False,False
67,-,False,False,False,-,False,-,-,-,False,False,False
68,-,False,False,False,-,False,-,-,-,False,False,False
69,-,False,False,False,-,False,-,-,-,False,False,False
70,-,False,False,False,-,False,-,-,-,False,False,False
71,-,False,False,False,-,False,-,-,-,False,False,False
72,-,False,False,False,-,False,-,-,-,False,False,False
73,-,False,False,False,-,False,-,-,-,False,False,False
74,-,False,False,False,-,False,-,-,-,False,False,False
75,-,False,False,False,-,False,-,-,-,False,False,False
76,-,False,False,False,-,False,-,-,-,False,False,False
77,-,False,False,False,-,False,-,-,-,False,False,False
78,-,False,False,False,-,False,-,-,-,False,False,False
79,-,False,False,False,-,False,-,-,-,False,False,False
80,-,False,False,True,-,False,-,-,-,False,False,False
81,-,False,False,True,-,False,-,-,-,False,False,False
82,-,False,False,True,-,False,-,-,-,False,False,False
83,-,False,False,True,-,False,-,-,-,False,False,False
84,-,False,False,True,-,False,-,-,-,False,False,False
85,-,False,False,True,-,False,-,-,-,False,False,False
86,-,False,False,True,-,False,-,-,-,False,False,False
87,-,False,False,False,-,False,-,-,-,False,False,False
88,-,False,False,True,-,False,-,-,-,False,False,False
89,-,False,False,True,-,False,-,-,-,False,False,False
90,-,False,False,True,-,False,-,-,-,False,False,False
91,-,False,False,True,-,False,-,-,-,False,False,False
92,-,False,False,False,-,False,-,-,-,False,False,False
93,-,False,False,True,-,False,-,-,-,False,False,False
94,-,False,False,True,-,False,-,-,-,False,False,False
95,-,False,False,True,-,False,-,-,-,False,False,False
96,-,False,False,True,-,False,-,-,-,False,False,False
97,-,False,False,True,-,False,-,-,-,False,False,False
98,-,False,False,False,-,False,-,-,-,False,False,False
99,-,False,False,False,-,False,-,-,-,False,False,False
100,-,False,False,False,-,False,-,-,-,False,False,False
101,-,False,False,False,-,False,-,-,-,False,False,False
102,-,False,False,False,-,False,-,-,-,False,False,False
103,-,False,False,False,-,False,-,-,-,False,False,False
104,-,False,False,False,-,False,-,-,-,False,False,False
105,-,False,False,False,-,False,-,-,-,False,False,False
106,-,False,False,True,-,False,-,-,-,False,False,False
107,-,False,False,True,-,False,-,-,-,False,False,False
108,-,False,False,True,-,False,-,-,-,False,False,False
109,-,False,False,False,-,False,-,-,-,False,False,False
110,-,False,False,True,-,False,-,-,-,False,False,False
111,-,False,False,True,-,False,-,-,-,False,False,False
112,-,False,False,False,-,False,-,-,-,False,False,False
113,-,False,False,False,-,False,-,-,-,False,False,False
114,-,False,False,True,-,False,-,-,-,False,False,False
115,-,False,False,False,-,False,-,-,-,False,False,False
116,-,False,False,False,-,False,-,-,-,False,False,False
117,-,False,False,False,-,False,-,-,-,False,False,False
118,-,False,False,True,-,False,-,-,-,False,False,False
119,-,False,False,False,-,False,-,-,-,False,False,False
120,-,False,False,False,-,False,-,-,-,False,False,False
121,-,False,False,False,-,False,-,-,-,False,False,False
122,-,False,False,True,-,False,-,-,-,False,False,False
123,-,False,False,True,-,False,-,-,-,False,False,False
124,-,False,False,True,-,False,-,-,-,False,False,False
125,-,False,False,True,-,False,-,-,-,False,False,False
126,-,False,False,True,-,False,-,-,-,False,False,False
127,-,False,False,True,-,False,-,-,-,False,False,False
128,-,False,False,False,-,False,-,-,-,False,False,False
129,-,False,False,True,-,False,-,-,-,False,False,False
130,-,False,False,False,-,False,-,-,-,False,False,False
131,-,False,False,False,-,False,-,-,-,False,False,False
132,-,False,False,True,-,False,-,-,-,False,False,False
133,-,False,False,False,-,False,-,-,-,False,False,False
134,-,False,False,False,-,False,-,-,-,False,False,False
135,-,False,False,True,-,False,-,-,-,False,False,False
136,-,False,False,True,-,False,-,-,-,False,False,False
137,-,False,False,False,-,False,-,-,-,False,False,False
138,-,False,False,True,-,False,-,-,-,False,False,False
139,-,False,False,True,-,False,-,-,-,False,False,False
140,-,False,False,True,-,False,-,-,-,False,False,False
141,-,False,False,True,-,False,-,-,-,False,False,False
