0,-,False,-,False,-,-,False,-,-,-,False,-
1,-,False,-,False,-,-,False,-,-,-,False,-
2,-,False,-,False,-,-,False,-,-,-,False,-
3,-,False,-,False,-,-,False,-,-,-,False,-
4,-,False,-,False,-,-,False,-,-,-,False,-
5,-,False,-,False,-,-,False,-,-,-,False,-
6,-,False,-,False,-,-,False,-,-,-,False,-
7,-,False,-,False,-,-,False,-,-,-,False,-
8,-,False,-,False,-,-,False,-,-,-,False,-
9,-,False,-,False,-,-,False,-,-,-,False,-
10,-,False,-,False,-,-,False,-,-,-,False,-
11,-,False,-,False,-,-,False,-,-,-,False,-
12,-,False,-,False,-,-,False,-,-,-,False,-
13,-,False,-,False,-,-,False,-,-,-,False,-
14,-,False,-,False,-,-,False,-,-,-,False,-
15,-,False,-,False,-,-,False,-,-,-,False,-
16,-,False,-,False,-,-,False,-,-,-,False,-
17,-,False,-,False,-,-,False,-,-,-,False,-
18,-,False,-,False,-,-,False,-,-,-,False,-
19,-,False,-,False,-,-,False,-,-,-,False,-
20,-,False,-,False,-,-,False,-,-,-,False,-
21,-,False,-,False,-,-,False,-,-,-,False,-
22,-,True,-,False,-,-,False,-,-,-,False,-
23,-,True,-,False,-,-,False,-,-,-,False,-
24,-,True,-,False,-,-,False,-,-,-,False,-
25,-,True,-,False,-,-,False,-,-,-,False,-
26,-,True,-,False,-,-,False,-,-,-,False,-
27,-,True,-,False,-,-,False,-,-,-,False,-
28,-,False,-,False,-,-,False,-,-,-,False,-
29,-,False,-,False,-,-,False,-,-,-,False,-
30,-,False,-,False,-,-,False,-,-,-,False,-
31,-,False,-,False,-,-,False,-,-,-,False,-
32,-,False,-,False,-,-,False,-,-,-,False,-
33,-,False,-,False,-,-,False,-,-,-,False,-
34,-,False,-,False,-,-,False,-,-,-,False,-
35,-,False,-,False,-,-,False,-,-,-,False,-
36,-,False,-,False,-,-,False,-,-,-,False,-
37,-,False,-,False,-,-,False,-,-,-,False,-
38,-,False,-,False,-,-,False,-,-,-,False,-
39,-,False,-,False,-,-,False,-,-,-,False,-
40,-,False,-,False,-,-,False,-,-,-,False,-
41,-,False,-,False,-,-,False,-,-,-,False,-
42,-,False,-,False,-,-,False,-,-,-,True,-
43,-,False,-,False,-,-,False,-,-,-,True,-
44,-,False,-,False,-,-,True,-,-,-,True,-
45,-,False,-,False,-,-,True,-,-,-,True,-
46,-,False,-,False,-,-,True,-,-,-,True,-
47,-,False,-,False,-,-,True,-,-,-,True,-
48,-,False,-,False,-,-,True,-,-,-,True,-
49,-,False,-,False,-,-,True,-,-,-,True,-
50,-,False,-,False,-,-,True,-,-,-,True,-
51,-,False,-,False,-,-,True,-,-,-,True,-
52,-,False,-,False,-,-,True,-,-,-,True,-
53,-,False,-,False,-,-,True,-,-,-,True,-
54,-,False,-,False,-,-,True,-,-,-,True,-
55,-,False,-,False,-,-,True,-,-,-,True,-
56,-,False,-,False,-,-,True,-,-,-,True,-
57,-,False,-,False,-,-,True,-,-,-,True,-
58,-,False,-,False,-,-,True,-,-,-,True,-
59,-,False,-,False,-,-,True,-,-,-,True,-
60,-,False,-,True,-,-,True,-,-,-,True,-
61,-,False,-,True,-,-,True,-,-,-,True,-
62,-,False,-,False,-,-,True,-,-,-,True,-
63,-,False,-,False,-,-,True,-,-,-,True,-
64,-,False,-,False,-,-,True,-,-,-,True,-
65,-,False,-,False,-,-,True,-,-,-,True,-
66,-,False,-,False,-,-,True,-,-,-,True,-
67,-,False,-,False,-,-,True,-,-,-,True,-
68,-,False,-,True,-,-,True,-,-,-,True,-
69,-,False,-,False,-,-,True,-,-,-,True,-
70,-,False,-,True,-,-,True,-,-,-,True,-
71,-,False,-,True,-,-,True,-,-,-,True,-
72,-,False,-,True,-,-,True,-,-,-,True,-
73,-,False,-,True,-,-,True,-,-,-,True,-
74,-,False,-,False,-,-,True,-,-,-,True,-
75,-,False,-,False,-,-,True,-,-,-,True,-
76,-,False,-,False,-,-,True,-,-,-,True,-
77,-,False,-,False,-,-,True,-,-,-,True,-
78,-,False,-,True,-,-,True,-,-,-,True,-
79,-,False,-,True,-,-,True,-,-,-,True,-
80,-,False,-,True,-,-,True,-,-,-,True,-
81,-,False,-,True,-,-,True,-,-,-,True,-
82,-,False,-,True,-,-,True,-,-,-,False,-
83,-,False,-,True,-,-,True,-,-,-,True,-
84,-,False,-,True,-,-,True,-,-,-,True,-
85,-,False,-,True,-,-,True,-,-,-,True,-
86,-,False,-,False,-,-,True,-,-,-,False,-
87,-,False,-,True,-,-,True,-,-,-,True,-
88,-,False,-,False,-,-,True,-,-,-,False,-
89,-,False,-,True,-,-,True,-,-,-,True,-
90,-,False,-,True,-,-,True,-,-,-,False,-
91,-,False,-,True,-,-,True,-,-,-,True,-
92,-,False,-,False,-,-,True,-,-,-,True,-
93,-,False,-,True,-,-,True,-,-,-,True,-
94,-,False,-,True,-,-,True,-,-,-,False,-
95,-,False,-,True,-,-,True,-,-,-,True,-
96,-,False,-,False,-,-,True,-,-,-,False,-
97,-,False,-,False,-,-,True,-,-,-,True,-
98,-,False,-,False,-,-,True,-,-,-,False,-
99,-,False,-,False,-,-,True,-,-,-,True,-
100,-,False,-,True,-,-,True,-,-,-,True,-
101,-,False,-,True,-,-,True,-,-,-,True,-
102,-,False,-,False,-,-,True,-,-,-,False,-
103,-,False,-,True,-,-,True,-,-,-,True,-
104,-,False,-,True,-,-,True,-,-,-,True,-
105,-,False,-,True,-,-,True,-,-,-,True,-
106,-,False,-,False,-,-,True,-,-,-,True,-
107,-,False,-,False,-,-,True,-,-,-,True,-
108,-,False,-,False,-,-,True,-,-,-,False,-
109,-,False,-,False,-,-,True,-,-,-,True,-
110,-,False,-,False,-,-,True,-,-,-,True,-
111,-,False,-,False,-,-,True,-,-,-,True,-
112,-,False,-,False,-,-,True,-,-,-,True,-
113,-,False,-,False,-,-,True,-,-,-,True,-
114,-,False,-,False,-,-,True,-,-,-,True,-
115,-,False,-,False,-,-,True,-,-,-,True,-
116,-,False,-,True,-,-,True,-,-,-,True,-
117,-,False,-,True,-,-,True,-,-,-,True,-
118,-,False,-,True,-,-,True,-,-,-,True,-
119,-,False,-,True,-,-,True,-,-,-,True,-
120,-,False,-,True,-,-,True,-,-,-,False,-
121,-,False,-,True,-,-,True,-,-,-,True,-
122,-,False,-,True,-,-,True,-,-,-,True,-
123,-,False,-,True,-,-,True,-,-,-,True,-
124,-,False,-,False,-,-,True,-,-,-,False,-
125,-,False,-,True,-,-,True,-,-,-,True,-
126,-,False,-,False,-,-,True,-,-,-,True,-
127,-,False,-,False,-,-,True,-,-,-,False,-
128,-,False,-,False,-,-,True,-,-,-,False,-
129,-,False,-,False,-,-,True,-,-,-,False,-
130,-,False,-,False,-,-,True,-,-,-,True,-
131,-,False,-,False,-,-,True,-,-,-,True,-
132,-,False,-,True,-,-,True,-,-,-,True,-
133,-,False,-,True,-,-,True,-,-,-,True,-
134,-,False,-,False,-,-,True,-,-,-,True,-
135,-,False,-,False,-,-,True,-,-,-,True,-
136,-,False,-,True,-,-,True,-,-,-,False,-
137,-,False,-,True,-,-,True,-,-,-,True,-
138,-,False,-,False,-,-,True,-,-,-,False,-
139,-,False,-,True,-,-,True,-,-,-,True,-
140,-,False,-,False,-,-,True,-,-,-,True,-
141,-,False,-,False,-,-,True,-,-,-,True,-
142,-,False,-,False,-,-,True,-,-,-,True,-
143,-,False,-,False,-,-,True,-,-,-,True,-
144,-,False,-,True,-,-,True,-,-,-,False,-
145,-,False,-,True,-,-,True,-,-,-,True,-
146,-,True,-,False,-,-,True,-,-,-,False,-
147,-,False,-,True,-,-,True,-,-,-,True,-
148,-,True,-,True,-,-,True,-,-,-,False,-
149,-,True,-,True,-,-,True,-,-,-,True,-
150,-,False,-,True,-,-,True,-,-,-,True,-
151,-,True,-,True,-,-,True,-,-,-,True,-
152,-,True,-,True,-,-,True,-,-,-,True,-
153,-,True,-,True,-,-,True,-,-,-,True,-
154,-,True,-,True,-,-,True,-,-,-,True,-
155,-,True,-,True,-,-,True,-,-,-,True,-
156,-,True,-,False,-,-,True,-,-,-,False,-
157,-,True,-,True,-,-,True,-,-,-,True,-
158,-,True,-,False,-,-,True,-,-,-,True,-
159,-,True,-,True,-,-,True,-,-,-,True,-
160,-,True,-,True,-,-,True,-,-,-,False,-
161,-,True,-,True,-,-,True,-,-,-,True,-
162,-,True,-,False,-,-,True,-,-,-,False,-
163,-,True,-,True,-,-,True,-,-,-,True,-
164,-,True,-,False,-,-,True,-,-,-,True,-
165,-,True,-,True,-,-,True,-,-,-,True,-
166,-,True,-,False,-,-,True,-,-,-,True,-
167,-,True,-,True,-,-,True,-,-,-,True,-
168,-,True,-,True,-,-,True,-,-,-,True,-
169,-,True,-,True,-,-,True,-,-,-,True,-
170,-,True,-,False,-,-,True,-,-,-,True,-
171,-,True,-,False,-,-,True,-,-,-,True,-
172,-,True,-,False,-,-,True,-,-,-,False,-
173,-,True,-,False,-,-,True,-,-,-,True,-
174,-,True,-,True,-,-,True,-,-,-,False,-
175,-,True,-,True,-,-,True,-,-,-,True,-
176,-,True,-,True,-,-,True,-,-,-,False,-
177,-,True,-,True,-,-,True,-,-,-,True,-
178,-,True,-,True,-,-,True,-,-,-,True,-
179,-,True,-,True,-,-,True,-,-,-,True,-
180,-,True,-,True,-,-,True,-,-,-,True,-
181,-,True,-,True,-,-,True,-,-,-,True,-
182,-,True,-,True,-,-,True,-,-,-,True,-
183,-,True,-,True,-,-,True,-,-,-,True,-
184,-,True,-,True,-,-,True,-,-,-,True,-
185,-,True,-,True,-,-,True,-,-,-,True,-
186,-,True,-,False,-,-,True,-,-,-,True,-
187,-,True,-,True,-,-,True,-,-,-,True,-
188,-,True,-,False,-,-,True,-,-,-,False,-
189,-,True,-,True,-,-,True,-,-,-,True,-
190,-,True,-,True,-,-,True,-,-,-,True,-
191,-,True,-,True,-,-,True,-,-,-,True,-
192,-,True,-,False,-,-,True,-,-,-,True,-
193,-,True,-,False,-,-,True,-,-,-,True,-
194,-,True,-,True,-,-,True,-,-,-,True,-
195,-,True,-,False,-,-,True,-,-,-,True,-
196,-,True,-,True,-,-,True,-,-,-,True,-
197,-,True,-,False,-,-,True,-,-,-,True,-
198,-,True,-,True,-,-,True,-,-,-,True,-
199,-,True,-,False,-,-,True,-,-,-,True,-
200,-,True,-,True,-,-,True,-,-,-,True,-
201,-,True,-,False,-,-,True,-,-,-,True,-
202,-,True,-,True,-,-,True,-,-,-,True,-
203,-,True,-,False,-,-,True,-,-,-,True,-
204,-,True,-,False,-,-,True,-,-,-,True,-
205,-,True,-,False,-,-,True,-,-,-,True,-
206,-,True,-,True,-,-,True,-,-,-,False,-
207,-,True,-,True,-,-,True,-,-,-,True,-
208,-,True,-,False,-,-,True,-,-,-,False,-
209,-,True,-,True,-,-,True,-,-,-,True,-
210,-,True,-,True,-,-,True,-,-,-,True,-
211,-,True,-,True,-,-,True,-,-,-,True,-
212,-,True,-,False,-,-,True,-,-,-,False,-
213,-,True,-,True,-,-,True,-,-,-,True,-
214,-,True,-,False,-,-,True,-,-,-,False,-
215,-,True,-,True,-,-,True,-,-,-,True,-
216,-,True,-,False,-,-,True,-,-,-,False,-
217,-,True,-,True,-,-,True,-,-,-,True,-
218,-,True,-,True,-,-,True,-,-,-,True,-
219,-,True,-,True,-,-,True,-,-,-,True,-
220,-,True,-,True,-,-,True,-,-,-,True,-
221,-,True,-,True,-,-,True,-,-,-,True,-
222,-,True,-,True,-,-,True,-,-,-,True,-
223,-,True,-,True,-,-,True,-,-,-,True,-
224,-,True,-,True,-,-,True,-,-,-,True,-
225,-,True,-,True,-,-,True,-,-,-,True,-
226,-,True,-,True,-,-,True,-,-,-,False,-
227,-,True,-,True,-,-,True,-,-,-,False,-
228,-,True,-,True,-,-,True,-,-,-,True,-
229,-,True,-,True,-,-,True,-,-,-,False,-
230,-,True,-,True,-,-,True,-,-,-,True,-
231,-,True,-,True,-,-,True,-,-,-,False,-
232,-,True,-,False,-,-,True,-,-,-,False,-
233,-,True,-,True,-,-,True,-,-,-,False,-
234,-,True,-,False,-,-,True,-,-,-,True,-
235,-,True,-,True,-,-,True,-,-,-,True,-
236,-,True,-,False,-,-,True,-,-,-,True,-
237,-,True,-,True,-,-,True,-,-,-,True,-
238,-,True,-,True,-,-,True,-,-,-,True,-
239,-,True,-,True,-,-,True,-,-,-,True,-
240,-,True,-,False,-,-,True,-,-,-,True,-
241,-,True,-,False,-,-,True,-,-,-,True,-
242,-,True,-,True,-,-,True,-,-,-,True,-
243,-,True,-,False,-,-,True,-,-,-,True,-
244,-,True,-,False,-,-,True,-,-,-,True,-
245,-,True,-,False,-,-,True,-,-,-,True,-
246,-,True,-,False,-,-,True,-,-,-,True,-
247,-,True,-,False,-,-,True,-,-,-,True,-
248,-,True,-,True,-,-,True,-,-,-,True,-
249,-,True,-,False,-,-,True,-,-,-,True,-
250,-,True,-,False,-,-,True,-,-,-,True,-
251,-,True,-,False,-,-,True,-,-,-,True,-
252,-,True,-,True,-,-,True,-,-,-,False,-
253,-,True,-,False,-,-,True,-,-,-,True,-
254,-,True,-,True,-,-,True,-,-,-,True,-
